Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,DAB-Thesholder: FOS area µm^2,Num Detections,Num FOS,Area µm^2,Perimeter µm,Classifier: FOS area µm^2
SH6-30.vsi - 20x,90e13f7f-09e4-4bc5-89b7-c548cb2e845d,DMH,,Image,Geometry,30832.3,6231.7,7918.2261,60,60,401808.9,4187.7,
SH6-30.vsi - 20x,5dc8196d-6fa8-4172-a496-4c3e342fdcda,PH,,Image,Geometry,30077.8,6192.2,4627.8257,38,38,694449.7,4883.2,
SH14-34.vsi - 20x,7e76c065-2c72-4995-96e2-f966b5ea649f,PT,,Image,Polygon,9491.8,7229.8,1133.5726,12,12,27940.9,2448.7,
SH14-34.vsi - 20x,74eedcd9-5d6b-40f6-8b4b-3de0d8f886aa,ME,,Image,Polygon,9413.7,7209.4,1136.8588,11,11,75733.5,2209.4,
SH14-34.vsi - 20x,3be963af-9b51-468b-b3a2-7046ff27c04f,BTAN,,Image,Polygon,9326.1,7326.8,2150.0208,20,20,25976.1,2866.4,
SH14-34.vsi - 20x,65e3409d-10ce-4efa-a449-84bb80661ae2,ARC,,Image,Geometry,9213.9,7193.9,1074.1888,13,13,298477,3757.3,
SH14-34.vsi - 20x,e5ccaf62-dce4-4637-bdae-122f63936cd9,VMH,,Image,Geometry,8778.6,7227.3,1018.2086,8,8,582451.7,4122.7,
SH14-34.vsi - 20x,190b50a9-b20e-477f-a1f0-c8a741977a0d,DMH,,Image,Geometry,8344.8,7232.6,2018.109,27,27,408592.4,4035.3,
SH14-34.vsi - 20x,82aa5a4f-5b4b-4908-8b23-7c2a02f38ad4,ATAN,,Image,Geometry,8469,7207.2,849.5634,8,8,25810.3,2556.3,
SH14-34.vsi - 20x,ab1e406b-4882-43db-aa8f-82f550c8dd91,PH,,Image,Geometry,7492,7153.8,3205.5496,28,28,699437.1,4533.9,
SH14-34.vsi - 20x,20e93595-ded0-4815-8121-b8b6bb79ab13,cp,,Image,Geometry,5871,2887.1,211667.7812,3,3,247225.1,8547.7,
SH14-34.vsi - 20x,61781651-5ede-426b-856c-6ba088b67233,PT,,Image,Geometry,12259.8,7569.6,1078.5311,12,12,16366.6,2016.8,
SH14-34.vsi - 20x,7a2c71a8-29b4-4a6a-a321-6cf4f29f48bb,ME,,Image,Geometry,12266.1,7473.4,392.5666,7,7,61096.2,1591.2,
SH14-34.vsi - 20x,fe92e8d4-b68e-4c41-9f72-8fe96511c6a8,BTAN,,Image,Geometry,12445,7610.3,2158.3533,23,23,17012,2238.7,
SH14-34.vsi - 20x,9022de53-c034-4bd4-89c2-db1cd0e69a7c,ARC,,Image,Geometry,12569.1,7590.8,1508.77,18,18,306620.7,3415.6,
SH14-34.vsi - 20x,286d0d9b-9cc7-4433-a9b0-d43b2f35a4fe,VMH,,Image,Geometry,12967.3,7567.5,363.5789,5,5,599828.5,4059.3,
SH14-34.vsi - 20x,29ed7304-7cae-47e0-9bee-546b42d4a8c6,DMH,,Image,Geometry,13415,7574.4,1747.4788,24,24,401194.3,3980.5,
SH14-34.vsi - 20x,47e88b7c-afe7-4fa6-a6a0-c18b127bff00,ATAN,,Image,Geometry,13263.4,7562.3,2309.1599,20,20,26718.2,3330,
SH14-34.vsi - 20x,e4aef573-4045-4254-b834-19d295194b28,PH,,Image,Geometry,14218.4,7556.9,2707.3596,28,28,693279,4623.2,
SH14-34.vsi - 20x,841fac08-9433-44a5-9f38-f57397580e53,PT,,Image,Polygon,34005.9,5815.8,248.2147,5,5,7021.8,753.03,
SH14-34.vsi - 20x,8df74e52-8282-45f1-93c2-5c9571ceeec9,ME,,Image,Polygon,34044.6,5752.1,816.7028,10,10,33584.4,799.2,
SH14-34.vsi - 20x,1dafca92-afac-48ee-b722-a4ee1383ecb1,BTAN,,Image,Geometry,34266,5392.5,1558.6477,9,9,14963.7,1472.8,
SH14-34.vsi - 20x,4e604d38-5914-4abe-a4c0-63ddebb51d4a,ARC,,Image,Geometry,34331.3,5430.6,2695.2717,30,30,299607,3369,
SH14-34.vsi - 20x,9fb625a1-fd0e-4347-8134-a8a08828bca9,VMH,,Image,Geometry,34655.6,5372.9,692.6541,9,9,598824.3,4280,
SH14-34.vsi - 20x,ce65a0a1-492c-4f4d-8459-d39581fb2fea,DMH,,Image,Geometry,35039.3,5400,2743.9758,27,27,403689,3741.5,
SH14-34.vsi - 20x,bd3834ce-ffeb-4588-a063-7ef726a84e66,ATAN,,Image,Polygon,34988.6,5366.8,6437.5049,27,27,16561.2,2390.8,
SH14-34.vsi - 20x,b4cd06db-b8aa-40cf-a92c-715ece5d0cc2,PH,,Image,Geometry,35727.5,5363.3,3324.1997,38,38,710551.2,4603,
SH14-34.vsi - 20x,0ade32ab-31f5-4a17-a437-6cbf5e90d4c8,cp,,Image,Geometry,16487.6,12068.1,62948.6641,4,4,94478.6,4679.7,
SH19-11.vsi - 20x,8ae8dc66-d926-4c4b-b484-0ff7395c0f82,ATAN,,Image,Polygon,31398.3,5820.9,8953.6865,12,12,23981.2,1370,
SH19-11.vsi - 20x,17018f6c-1589-479b-be7d-d7619182f4a9,BTAN,,Image,Polygon,30610.3,5944.8,1628.4764,12,12,11624.1,1021.3,
SH19-11.vsi - 20x,847aa54c-2dd1-4aca-bf8c-99dd2684c232,PT,,Image,Polygon,30435.1,5986.2,3425.3633,15,15,24334.4,2863.8,
SH19-11.vsi - 20x,41d50803-faf3-49df-913b-25a54becc63f,ME,,Image,Polygon,30515.3,5838.2,6665.2993,33,33,120456.4,2574.4,
SH19-11.vsi - 20x,b4814859-1ed2-4acf-8151-a349e68e564f,VMH,,Image,Geometry,31169.4,5843.9,904.7222,12,12,567193.3,3971.7,
SH19-11.vsi - 20x,88810a29-4549-472d-989d-6728e8e72415,DMH,,Image,Geometry,31523.7,5847,3339.9258,35,35,413643.4,4083.7,
SH19-11.vsi - 20x,1d7e5480-df38-42d5-8284-dc66564e03db,PH,,Image,Polygon,32437.1,5837.1,5926.2881,45,45,717598.1,4519.2,
SH19-11.vsi - 20x,55285edb-c12b-4990-8b78-f7975edafda3,ATAN,,Image,Polygon,28377.8,5645.6,4939.6494,7,7,15137.2,847.71,
SH19-11.vsi - 20x,e88edb48-ed1d-452a-84a4-a514a78bde86,ATAN,,Image,Polygon,7110,6174.7,7280.4961,1,1,10530.7,629.56,
SH19-11.vsi - 20x,a640904a-ec54-4a0d-862f-e20f7f950d90,cp,,Image,Polygon,5166.8,1730.4,37760.3281,1,1,37852.1,1594.8,
SH19-11.vsi - 20x,6f1a3853-fece-4f6e-b5c4-6a7186c15a73,cp,,Image,Polygon,12769.4,9929.3,102789.6562,3,3,108680.1,3664.5,
SH19-11.vsi - 20x,a7e672b2-1935-4d12-8be0-086223f5f75e,cp,,Image,Polygon,33820.2,10104.3,128181.1406,0,0,135880.8,4767,
SH21-12.vsi - 20x,6497d7b9-d9c3-43b1-a38a-1864333e3b38,cp,,Image,Geometry,45469.9,8498.9,572411.375,16,16,661369.3,10481.2,
SH21-12.vsi - 20x,e401f460-90eb-485d-a897-3e7beb144428,ME,,Image,Polygon,41093.1,5989.9,990.7465,9,9,67984.8,1545.5,
SH21-12.vsi - 20x,4845ffe9-136d-48b6-8aaa-91b99f23f131,BTAN,,Image,Polygon,41286.2,6118.3,1473.5623,7,7,11292.2,475.29,
SH21-12.vsi - 20x,be035db4-c4c7-4a48-850e-198a8328dc8a,PT,,Image,Polygon,41045,5851,44013.9297,26,26,85846.2,5006.6,
SH21-12.vsi - 20x,2e3f815f-52b7-4343-90e3-5ba966722b51,ARC,,Image,Geometry,41317.7,6169.3,326.6107,5,5,301826.9,3244.5,
SH21-12.vsi - 20x,3927d0fa-4a29-498b-976b-864d17b81f9e,VMH,,Image,Geometry,41846.9,6211,637.9647,6,6,609441.7,4109.2,
SH21-12.vsi - 20x,beea16e8-1a77-468f-8c03-a56260ca10c8,DMH,,Image,Geometry,42561.9,6258.3,12784.9951,80,80,415978.7,4300.1,
SH21-12.vsi - 20x,73569359-0d3c-45ee-bbf0-ec49e4af7566,ATAN,,Image,Polygon,42422.4,6207.2,484.5762,5,5,27055.5,1425.7,
SH21-12.vsi - 20x,389824ed-8221-421f-ad9c-7c292a18b5b4,PH,,Image,Geometry,43264.5,6334.3,2217.2676,23,23,705568,4655.6,
SH21-12.vsi - 20x,ffe62f07-5daa-48e2-bf48-c014c00f7926,PT,,Image,Geometry,10124.5,4366.3,24494.7461,40,40,81826.3,5798,
SH21-12.vsi - 20x,6eb6edbf-e2b4-4419-a214-6c9cdb5c9af6,BTAN,,Image,Polygon,10295.3,4619.3,1117.7291,7,7,9366.9,534.26,
SH21-12.vsi - 20x,6d1f7b7f-03df-4828-82a5-9a370d117edf,ME,,Image,Polygon,10025.2,4531.2,5703.4229,33,33,187037.2,2946.3,
SH21-12.vsi - 20x,2f762e2c-ef67-4024-96a4-efc7780b9a2e,ARC,,Image,Geometry,10342.4,4668.2,1599.8408,15,15,303816.7,3419.2,
SH21-12.vsi - 20x,32904a1d-9a76-4b6d-ba1d-fc775a89b4e0,VMH,,Image,Geometry,10701.4,4667.4,1023.3724,14,14,604488.3,4078.8,
SH21-12.vsi - 20x,a71a9d0e-8689-45a0-8cc5-b238dadff991,DMH,,Image,Geometry,11125,4720.8,7633.1606,62,62,404625.3,3709,
SH21-12.vsi - 20x,485cc263-9106-4071-af10-30404440de50,ATAN,,Image,Polygon,10997.3,4696.4,2172.9058,22,22,27398.5,2469.6,
SH21-12.vsi - 20x,89338293-8f37-41d1-b8a9-0d5fd3df36e6,PH,,Image,Geometry,11944.1,4864.1,5433.7314,56,56,703400.8,4547,
SH21-12.vsi - 20x,89660367-da4a-40de-8436-851db1762829,VMH,,Image,Geometry,31482.9,5701.9,741.1234,7,7,595357,3977.2,
SH21-12.vsi - 20x,43d52adb-806b-4ee4-bfa1-7d9e262ab4f0,DMH,,Image,Geometry,32000.2,5682.4,12541.3574,86,86,396747.7,3764,
SH21-12.vsi - 20x,710020dd-4cc2-4c18-8ae3-2cce25428919,ATAN,,Image,Polygon,31925.1,5741,329.4273,2,2,24588.8,1204.7,
SH21-12.vsi - 20x,e99a24d8-230d-411a-b0bf-3cfae522699a,ARC,,Image,Geometry,30935.4,5572.2,1068.9077,10,10,314830.8,3072,
SH21-12.vsi - 20x,3975742f-08dc-4703-853b-42123272f8f8,PT,,Image,Polygon,29525.5,6232.9,26308.416,18,18,55429.3,3952.3,
SH21-12.vsi - 20x,c0e6e5d9-bf21-4e66-bf87-0202d3ad6fc0,ME,,Image,Polygon,29498.7,6343.9,744.7616,8,8,42153.6,1228.9,
SH21-12.vsi - 20x,0b529c9d-524e-4e4d-8c18-57f9424da4a4,BTAN,,Image,Polygon,29393.9,6275,3234.3025,5,5,7692.6,860.81,
SH21-12.vsi - 20x,d280f32f-7dea-4bc3-b665-04c81f1aae92,cp,,Image,Polygon,25764.3,1903.9,386568.9375,3,3,403312.9,8280.6,
SH26-25.vsi - 20x,396e0133-869d-4902-972c-08cf8ce9a98d,PT,,Image,Polygon,8606.2,5416.3,3339.4565,21,21,17240.2,1703.2,
SH26-25.vsi - 20x,114832ff-047b-496c-a1a0-96525103df78,BTAN,,Image,Polygon,8368,5406.5,3808.1892,17,17,12346.6,1562.1,
SH26-25.vsi - 20x,f68b5656-51e7-4641-b500-e13b63d1ada0,ME,,Image,Polygon,8548.3,5386.2,2278.7639,20,20,52111.1,1504.2,
SH26-25.vsi - 20x,9df2171c-e823-4c0b-af94-f264b074fba1,VMH,,Image,Geometry,7733.7,5260.5,1300.1053,7,7,613892.5,4005.3,
SH26-25.vsi - 20x,6fd131c0-b343-4a77-8e9c-1c6e8111029d,ATAN,,Image,Geometry,7240.8,5267,1176.2914,7,7,24560.9,2477.9,
SH26-25.vsi - 20x,71ceba93-cb19-4cd4-855a-c30e5fe4685e,DMH,,Image,Geometry,7159.3,5265,5708.939,52,52,412313.7,4060.9,
SH26-25.vsi - 20x,58216922-b124-4a94-9cb8-360d12b1bac4,PH,,Image,Geometry,6435.6,5248.2,16735.4238,121,121,698961.6,4525.8,
SH26-25.vsi - 20x,d58902be-3a03-49a7-8497-5b3e1a95d52c,cp,,Image,Geometry,5221.5,677.92,109390.1719,3,3,120654.2,4411.8,
SH26-25.vsi - 20x,a820d98f-13d9-4b18-8d85-c8d2227d7ffb,ARC,,Image,Geometry,8283.8,5352.8,2655.4871,21,21,302741.9,3090.8,
SH26-25.vsi - 20x,87365a78-b33f-400b-bfa1-5509b3fcbc79,BTAN,,Image,Polygon,12249.2,4634.6,2175.3704,9,9,10172.3,891.03,
SH26-25.vsi - 20x,67ddca91-d2b5-4a6b-9b5b-609c2d9b1c65,BTAN,,Image,Polygon,12175.6,4233.4,1180.7511,9,9,9769.2,1050,
SH26-25.vsi - 20x,7d48de86-6707-4311-a2cb-aec159955d1c,ARC,,Image,Geometry,12389.8,4499.3,1399.2739,17,17,292366.1,3230.5,
SH26-25.vsi - 20x,617136e8-7aea-4535-86aa-8a3b70e6bc2f,VMH,,Image,Geometry,12918.3,4522.6,494.5517,5,5,598512.7,3976.1,
SH26-25.vsi - 20x,2e1a2043-e059-4a6f-8836-d7f8735cf061,DMH,,Image,Geometry,13379.4,4431.4,5522.9248,38,38,400343,4244,
SH26-25.vsi - 20x,819d10a7-e130-4778-9bd0-c8e5eb955445,ATAN,,Image,Polygon,13216.5,4455.1,1328.5063,9,9,32110.1,1443,
SH26-25.vsi - 20x,75ba76ae-5d1e-4944-aeab-551eb3aa579c,PH,,Image,Geometry,14090.7,4376.9,5670.3276,39,39,605338.5,4497,
SH26-25.vsi - 20x,30a8958e-b460-44df-b1f3-234db8b63e34,BTAN,,Image,Geometry,29005.6,5133.2,1416.1736,9,9,20141.2,1592.4,
SH26-25.vsi - 20x,9d32bcfd-d003-4d23-b4a1-b61f7d749543,ARC,,Image,Geometry,28830.2,5056.2,1001.4261,8,8,312530.2,3456.9,
SH26-25.vsi - 20x,d1f14b6c-ce60-4329-869c-04c467b2b5f6,VMH,,Image,Geometry,28369,5026.9,2058.8328,8,8,606647.5,4009.5,
SH26-25.vsi - 20x,81d1a8bd-c6f9-455b-9942-f5a7abdf42ea,DMH,,Image,Geometry,27933.4,5012.8,6276.2534,54,54,410383.5,4229,
SH26-25.vsi - 20x,b113a35f-29b5-4a34-9e25-db15d482b8ef,ATAN,,Image,Polygon,28061.4,5029.6,1449.5037,12,12,15322.8,2048.1,
SH26-25.vsi - 20x,e83dbcf8-45db-4678-8d71-d2a13448744d,PH,,Image,Geometry,27217.5,5041.3,5889.5547,38,38,712463.4,4728.7,
