Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,ROI: 1.00 µm per pixel: OD Sum: Mean,ROI: 1.00 µm per pixel: OD Sum: Std.dev.,ROI: 1.00 µm per pixel: OD Sum: Min,ROI: 1.00 µm per pixel: OD Sum: Max
H264-37.vsi - 20x,2ec16586-324d-4364-a696-84316f227306,FOS,FOS,PT,Polygon,31238.3,8962.4,0.3552,,,
H264-37.vsi - 20x,93020c92-a937-4ff8-b351-d88e5981ad4e,FOS,FOS,PT,Polygon,31227,8964.5,0.3566,,,
H264-37.vsi - 20x,4d1fb6f3-a7c3-4da2-aa33-7683ebed9bdc,FOS,FOS,PT,Polygon,30988.3,9104.3,0.3421,,,
H264-37.vsi - 20x,20df27a7-3675-4fa3-a6db-1450ae189eb2,FOS,FOS,PT,Polygon,30849.1,9170.1,0.3603,,,
H264-37.vsi - 20x,781d6da8-dc9c-476b-8077-3916a3ba4aa3,FOS,FOS,PT,Polygon,30234.5,9187.7,0.3507,,,
H264-37.vsi - 20x,41ed6f2e-6af1-4e20-a950-c846a9443002,FOS,FOS,PT,Polygon,30248.8,9206.7,0.4276,,,
H264-37.vsi - 20x,fa8cd72d-9a2b-42ec-bd5b-88bcd5a70feb,FOS,FOS,PT,Polygon,30264.1,9236.6,0.4183,,,
H264-37.vsi - 20x,f9f8324e-e99e-43ac-b4d6-25411530d8da,FOS,FOS,PT,Polygon,30485.9,9310.8,0.3575,,,
H264-37.vsi - 20x,77920735-f1a8-4742-9fe5-77e357688490,FOS,FOS,PT,Polygon,30290.9,9335.1,0.3321,,,
H264-37.vsi - 20x,d371a985-0d1e-4633-9d01-ea7d162df5b9,FOS,FOS,ME,Polygon,31314,8829.1,0.3596,,,
H264-37.vsi - 20x,0022fcf1-ab3b-477a-a9b2-9fed388fb396,FOS,FOS,ARC,Polygon,30984,8597.7,0.3116,,,
H264-37.vsi - 20x,867b8270-d318-4563-87f6-59a49d27d7cf,FOS,FOS,VMH,Polygon,31302.5,8046.5,0.3616,,,
H264-37.vsi - 20x,62be8f3a-81f6-4056-b7be-86cf7282fe08,FOS,FOS,VMH,Polygon,31116.3,8136.9,0.3685,,,
H264-37.vsi - 20x,aeecb0e5-5515-4607-973e-90f5673baf10,FOS,FOS,VMH,Polygon,31072.2,8176.4,0.3281,,,
H264-37.vsi - 20x,57132b82-7b3d-489c-b2a7-e57ef34bfd9a,FOS,FOS,VMH,Polygon,30949.3,8181.5,0.3576,,,
H264-37.vsi - 20x,08460999-a5db-4714-b632-f6d666092d49,FOS,FOS,VMH,Polygon,30606.4,8305.5,0.3583,,,
H264-37.vsi - 20x,ab00ca35-24be-4beb-a484-46def9775d9c,FOS,FOS,VMH,Polygon,31122.2,8310.1,0.3657,,,
H264-37.vsi - 20x,a452a761-b378-4580-863f-279963e73fae,FOS,FOS,VMH,Polygon,30547.3,8359.5,0.3753,,,
H264-37.vsi - 20x,94a34846-4279-4b3d-a29e-baf287695137,FOS,FOS,VMH,Polygon,30610.2,8379.3,0.3789,,,
H264-37.vsi - 20x,e9ce4e98-b262-4467-b394-71bdfb99c592,FOS,FOS,VMH,Polygon,30786,8392.8,0.3484,,,
H264-37.vsi - 20x,b5e1e995-9cd1-4500-b571-d2ccb3d824c9,FOS,FOS,VMH,Polygon,31374.7,8393.5,0.3723,,,
H264-37.vsi - 20x,0986b96d-0ab1-4c3c-abb9-864a086f120c,FOS,FOS,VMH,Polygon,30632.1,8405.5,0.3822,,,
H264-37.vsi - 20x,b2c9a2e6-28a1-4a8b-a9c8-c3662bf8ed45,FOS,FOS,VMH,Polygon,30412.3,8413.3,0.4085,,,
H264-37.vsi - 20x,a325f8cd-77b1-4905-8626-31abf9dee1f9,FOS,FOS,VMH,Polygon,30806.3,8436,0.3984,,,
H264-37.vsi - 20x,5c564915-96ef-4df5-b6ea-9796e2490d5b,FOS,FOS,VMH,Polygon,31369.4,8453.3,0.3601,,,
H264-37.vsi - 20x,e9c71889-93a5-4fbd-aa60-4c1f9b367f85,FOS,FOS,VMH,Polygon,30756.1,8454.3,0.3582,,,
H264-37.vsi - 20x,47fe7f49-3647-46cc-ad0c-25dddad7550b,FOS,FOS,VMH,Polygon,30632.2,8460.4,0.3924,,,
H264-37.vsi - 20x,7f3d414d-e9ee-4039-a156-7b1ae3d07e30,FOS,FOS,VMH,Polygon,31356.9,8469.8,0.3537,,,
H264-37.vsi - 20x,c95cd673-5c4a-47dd-aa61-91ae605cd48b,FOS,FOS,VMH,Polygon,30451.6,8473.8,0.3925,,,
H264-37.vsi - 20x,e43b0c3c-577f-4cdc-9d21-9005802ec386,FOS,FOS,VMH,Polygon,30547.3,8491.1,0.3526,,,
H264-37.vsi - 20x,662c463d-f321-4332-b7ea-105ae7d8985a,FOS,FOS,VMH,Polygon,30370.6,8502.2,0.3761,,,
H264-37.vsi - 20x,7513b3d6-8eb9-4fa2-9d83-790018e16e8d,FOS,FOS,VMH,Polygon,30112.1,8518.4,0.3667,,,
H264-37.vsi - 20x,a42e13f1-92ac-4f7b-9fec-65a3bfac1193,FOS,FOS,VMH,Polygon,30711.9,8552,0.3445,,,
H264-37.vsi - 20x,95c4b57b-1c40-4b46-875b-ec0ab9ceecf7,FOS,FOS,VMH,Polygon,30344.6,8706.7,0.347,,,
H264-37.vsi - 20x,40ce09a9-a84f-4d77-86f0-a1df92261eff,FOS,FOS,VMH,Polygon,30508.3,8748.5,0.3417,,,
H264-37.vsi - 20x,b92776bb-d958-4fe0-9043-82468d6018c6,FOS,FOS,VMH,Polygon,30228.7,8850.8,0.3815,,,
H264-37.vsi - 20x,3b1c4b62-7c7b-4d80-9972-32be50b78a7f,FOS,FOS,DMH,Polygon,30847.7,7721.9,0.3495,,,
H264-37.vsi - 20x,67528471-f79e-4fdd-b7af-2ad84001e431,FOS,FOS,DMH,Polygon,31224.4,7794,0.3909,,,
H264-37.vsi - 20x,61d57749-9266-47a4-a739-55d6cbd1fdc4,FOS,FOS,DMH,Polygon,30948.7,7804.3,0.368,,,
H264-37.vsi - 20x,4ffcce6e-7aa5-4cf2-b5cf-4820018a09aa,FOS,FOS,DMH,Polygon,30906.4,7805.1,0.339,,,
H264-37.vsi - 20x,22c0d2ed-9323-4c91-bd87-b478d53fd1d6,FOS,FOS,DMH,Polygon,31163.5,7854.9,0.4309,,,
H264-37.vsi - 20x,d1b691f8-9c94-4c10-909f-2ff6c6d4317d,FOS,FOS,DMH,Polygon,31106.4,7876.8,0.3454,,,
H264-37.vsi - 20x,27da4878-bf0b-47d0-9f24-ff4ddd67d1cf,FOS,FOS,DMH,Polygon,30986.7,7877,0.3554,,,
H264-37.vsi - 20x,6c39c0a8-7f87-4904-8624-6ffce4ae6cc0,FOS,FOS,DMH,Polygon,30991.7,7894.2,0.3799,,,
H264-37.vsi - 20x,b1aa93ba-cfa7-4544-ad3a-97bbd321822c,FOS,FOS,DMH,Polygon,31073.2,7905.5,0.3549,,,
H264-37.vsi - 20x,d9bea69c-d06f-42e3-9e00-a07ff4ef1937,FOS,FOS,DMH,Polygon,30951,7916.9,0.3498,,,
H264-37.vsi - 20x,5841701d-1682-4092-b1bd-8c2131d7bf1f,FOS,FOS,DMH,Polygon,31089.3,7935.2,0.3593,,,
H264-37.vsi - 20x,5c1ac367-defd-4d71-a81b-ba920ca3c243,FOS,FOS,DMH,Polygon,31087.2,7947.5,0.3729,,,
H264-37.vsi - 20x,93aeadd2-7fc0-4036-8ad3-0b74878563bc,FOS,FOS,DMH,Polygon,30988.6,7951.8,0.3974,,,
H264-37.vsi - 20x,65cfab3f-5802-453e-9d99-d6f0f59aa0a3,FOS,FOS,DMH,Polygon,30828.3,7956.8,0.3472,,,
H264-37.vsi - 20x,cdfa5bb0-fbd6-4173-b946-ba185a64c0cf,FOS,FOS,DMH,Polygon,30968.8,7995,0.3699,,,
H264-37.vsi - 20x,a343d388-a9fd-4ddc-9067-8dbfa1f0bc2c,FOS,FOS,DMH,Polygon,30935.1,8030.3,0.4176,,,
H264-37.vsi - 20x,21707110-a17e-45a8-9602-f04639b2ac16,FOS,FOS,DMH,Polygon,31011.5,8034.4,0.3821,,,
H264-37.vsi - 20x,99b1c8d4-0f8b-4923-ad51-0857fb0dcb64,FOS,FOS,DMH,Polygon,30521.1,8037.5,0.3437,,,
H264-37.vsi - 20x,2f4ffbc2-8416-4a57-a9bc-8ed00ea9f585,FOS,FOS,DMH,Polygon,30620.6,8043.4,0.3263,,,
H264-37.vsi - 20x,2a25189a-08d3-47b7-9513-faf265291a46,FOS,FOS,DMH,Polygon,30621.8,8050.6,0.3551,,,
H264-37.vsi - 20x,d2cd27b6-92ac-4729-9fd1-b281a8aece4e,FOS,FOS,DMH,Polygon,30822.4,8050.8,0.3857,,,
H264-37.vsi - 20x,8293084f-5a2c-48e1-9f72-e59a9c49e77d,FOS,FOS,DMH,Polygon,30498.2,8051.6,0.3639,,,
H264-37.vsi - 20x,80b207c3-df5c-4d7f-9873-94c23000b547,FOS,FOS,DMH,Polygon,30987,8065.7,0.3483,,,
H264-37.vsi - 20x,6dd4be47-d3a3-4206-be4a-9867fcb03d68,FOS,FOS,DMH,Polygon,30892.6,8111,0.3524,,,
H264-37.vsi - 20x,15b97c9e-4d72-4a4a-bf1c-563f43a20360,FOS,FOS,DMH,Polygon,30490.8,8151.5,0.356,,,
H264-37.vsi - 20x,3370f787-a315-47b8-8910-b3b51dcdfd4a,FOS,FOS,DMH,Polygon,30437.5,8166.1,0.3587,,,
H264-37.vsi - 20x,30d68a06-f0a2-479b-bed5-bd9d42488883,FOS,FOS,DMH,Polygon,30254,8183.9,0.3594,,,
H264-37.vsi - 20x,bb4d65f9-170d-4d27-b8ef-b14abf666bf2,FOS,FOS,DMH,Polygon,30671,8193.5,0.3407,,,
H264-37.vsi - 20x,1608fc11-f5e2-42d4-b7c7-cfb6292b08f7,FOS,FOS,DMH,Polygon,30387.8,8199.2,0.3851,,,
H264-37.vsi - 20x,e7744cee-4dfd-4329-8fc8-3ef52740b753,FOS,FOS,DMH,Polygon,30433.4,8224.8,0.3837,,,
H264-37.vsi - 20x,e3910eb8-d658-47ec-98f6-cadd52404a4f,FOS,FOS,DMH,Polygon,30509.6,8234.4,0.4072,,,
H264-37.vsi - 20x,6514dda6-cd85-4719-87b4-ae9bd605da07,FOS,FOS,DMH,Polygon,30645.4,8238.3,0.36,,,
H264-37.vsi - 20x,244f3832-29fd-41bd-a7bc-ffcff1d82168,FOS,FOS,DMH,Polygon,30527.2,8258.6,0.5233,,,
H264-37.vsi - 20x,b4738dae-30b2-49a0-9ee1-12aba4298afa,FOS,FOS,DMH,Polygon,30547.3,8266.4,0.376,,,
H264-37.vsi - 20x,0d693329-e141-4fe1-9d12-dc91efdee0c8,FOS,FOS,DMH,Polygon,30483.3,8266.5,0.3543,,,
H264-37.vsi - 20x,db96e2ac-35d7-403f-bf7e-600566a82396,FOS,FOS,DMH,Polygon,30383.1,8276.4,0.3433,,,
H264-37.vsi - 20x,bb8540d4-7e12-4f41-92a0-aeb8b1e60f32,FOS,FOS,DMH,Polygon,30329.8,8308.6,0.3419,,,
H264-37.vsi - 20x,c396686d-385d-465a-aa8e-7f9c717cc5df,FOS,FOS,DMH,Polygon,30359.1,8311.1,0.387,,,
H264-37.vsi - 20x,cb72ac94-d8c7-4c83-b856-d506003f48cc,FOS,FOS,DMH,Polygon,30371.6,8332.2,0.3426,,,
H264-37.vsi - 20x,92ed4d9d-b8c9-4901-93d0-7c3f1c355c1e,FOS,FOS,PH,Polygon,30716.7,7111.5,0.4625,,,
H264-37.vsi - 20x,2a001659-c568-4a14-9e7b-16e11cadee94,FOS,FOS,PH,Polygon,30741.4,7188.3,0.3453,,,
H264-37.vsi - 20x,d7050abd-608f-4ecc-b302-4ecd589eed88,FOS,FOS,PH,Polygon,30479.2,7200.9,0.3586,,,
H264-37.vsi - 20x,4833fe45-b5c5-4905-bbee-21de30e6b2a7,FOS,FOS,PH,Polygon,30756.2,7225,0.3258,,,
H264-37.vsi - 20x,59257d10-78d1-4633-af28-d69f6a80ca87,FOS,FOS,PH,Polygon,30534.2,7301.6,0.3665,,,
H264-37.vsi - 20x,36b46456-61ac-416e-ab5c-0af8f6e6c34c,FOS,FOS,PH,Polygon,30789.4,7359.4,0.3729,,,
H264-37.vsi - 20x,173decbc-26fa-4fb4-abc3-7e3565912acb,FOS,FOS,PH,Polygon,30908,7361.5,0.362,,,
H264-37.vsi - 20x,876d7074-5941-4ffe-a859-5666a0c80cae,FOS,FOS,PH,Polygon,30802.3,7363.4,0.3525,,,
H264-37.vsi - 20x,87ae3c88-1270-4e21-80d9-8a8c6c25e441,FOS,FOS,PH,Polygon,30082.1,7373.9,0.3489,,,
H264-37.vsi - 20x,1dd5acdd-cf06-4f7c-8048-9f4d33ff0402,FOS,FOS,PH,Polygon,30240.1,7379.6,0.3638,,,
H264-37.vsi - 20x,f1ab40fb-82b5-4353-88c1-19779084be4e,FOS,FOS,PH,Polygon,30277.7,7436,0.371,,,
H264-37.vsi - 20x,395a5189-3b22-4290-99ee-2118afd90479,FOS,FOS,PH,Polygon,30295.9,7455.6,0.3453,,,
H264-37.vsi - 20x,03d97272-e9b3-4173-80e8-54400bfaf769,FOS,FOS,PH,Polygon,30836.6,7457.6,0.3683,,,
H264-37.vsi - 20x,206df984-8d1d-4fa6-8bc9-0b0edf287da1,FOS,FOS,PH,Polygon,30212.7,7468.1,0.3927,,,
H264-37.vsi - 20x,966d5a06-2b2b-4478-b2aa-7f488f72947e,FOS,FOS,PH,Polygon,30232.5,7479.5,0.3282,,,
H264-37.vsi - 20x,9a104683-fd02-4d80-8ab5-a4fab9ac8324,FOS,FOS,PH,Polygon,30237.9,7486.2,0.3578,,,
H264-37.vsi - 20x,aeaf4270-5bc0-44ed-8b20-3b408164aac8,FOS,FOS,PH,Polygon,30676.1,7548.5,0.3805,,,
H264-37.vsi - 20x,3fdfd2d1-3455-425c-bfd5-ab435d80ce9c,FOS,FOS,PH,Polygon,30345.5,7556.2,0.3494,,,
H264-37.vsi - 20x,97c9631e-fdeb-4385-86e0-91f3186b63e1,FOS,FOS,PH,Polygon,30319.3,7568.8,0.3698,,,
H264-37.vsi - 20x,8b05063e-c247-4858-8997-f5e6a526baa1,FOS,FOS,PH,Polygon,30035.3,7577.5,0.3588,,,
H264-37.vsi - 20x,bd7e70ec-c9bd-454a-a9ed-15f3e7e8ca26,FOS,FOS,PH,Polygon,31023.6,7632.7,0.3508,,,
H264-37.vsi - 20x,772f5327-e7f9-4557-9a88-575223540ea6,FOS,FOS,PH,Polygon,30587.3,7636.8,0.3831,,,
H264-37.vsi - 20x,7887b26b-0045-4bed-8556-d045ea8c953a,FOS,FOS,PH,Polygon,30253.9,7651.4,0.3768,,,
H264-37.vsi - 20x,298bd44a-3891-4b94-b0f8-65a69a436299,FOS,FOS,PH,Polygon,30797.4,7655.6,0.3364,,,
H264-37.vsi - 20x,80fc0df9-e94e-4570-ae8e-032c399f581b,FOS,FOS,PH,Polygon,30288.8,7691.9,0.3569,,,
H264-37.vsi - 20x,ec3433a2-5e1c-4f30-8a63-0fd8c891c0bd,FOS,FOS,PH,Polygon,30847.7,7721.9,0.3495,,,
H264-37.vsi - 20x,ba884630-cfcf-487e-bc16-001edfdee30d,FOS,FOS,PH,Polygon,30450.8,7821.7,0.3722,,,
H264-37.vsi - 20x,b9f474ae-c4ea-4c24-a958-8d55c76a5818,FOS,FOS,ME,Polygon,24078.6,9827.4,0.3641,,,
H264-37.vsi - 20x,a7c7ea02-42f5-4009-ab4b-3138c1307c54,FOS,FOS,ME,Polygon,23951,9972.4,0.5623,,,
H264-37.vsi - 20x,7579289f-3eff-4538-81ce-00cc71eceee3,FOS,FOS,ME,Polygon,23468.8,10206.8,0.3973,,,
H264-37.vsi - 20x,8d1955e6-45b8-4f85-b7c6-6e1c16c18163,FOS,FOS,ME,Polygon,23462.4,10214.6,0.3721,,,
H264-37.vsi - 20x,daf78dbb-9381-4749-961d-3bbf5998c341,FOS,FOS,ARC,Polygon,23597.2,9941.7,0.3416,,,
H264-37.vsi - 20x,f4bb8c0f-4e90-4510-be15-d5e324233b31,FOS,FOS,ARC,Polygon,23404.3,10000.1,0.4526,,,
H264-37.vsi - 20x,147cabbe-8b0d-4a03-9611-6f4b65d6027a,FOS,FOS,DMH,Polygon,24337.9,9008.3,0.3588,,,
H264-37.vsi - 20x,2b50edad-7727-4bbb-9c8e-51abbdfcfd06,FOS,FOS,DMH,Polygon,23446.4,9262.3,0.3578,,,
H264-37.vsi - 20x,7d2f057f-fb7d-4611-b14f-da26f85b930f,FOS,FOS,DMH,Polygon,24303.3,9303.7,0.3298,,,
H264-37.vsi - 20x,6d6465ad-22ec-45a5-81bf-48fb92c0d52c,FOS,FOS,DMH,Polygon,23630.3,9322.4,0.3433,,,
H264-37.vsi - 20x,3725bd34-3902-4c6a-9bd5-7688a2bedd04,FOS,FOS,DMH,Polygon,24198.7,9360.2,0.3574,,,
H264-37.vsi - 20x,9a24fc16-ce7a-423e-ab47-f1cca1bd7815,FOS,FOS,DMH,Polygon,23498.2,9387.3,0.3538,,,
H264-37.vsi - 20x,dceffa4d-e8dc-4651-81d3-04977efe44fa,FOS,FOS,DMH,Polygon,23588.7,9387.5,0.3489,,,
H264-37.vsi - 20x,f502e97a-f721-4da9-a375-f4bb0bd6e53c,FOS,FOS,DMH,Polygon,24382.9,9418.6,0.3719,,,
H264-37.vsi - 20x,9e23f5cf-882a-4156-96d1-affe8de8710f,FOS,FOS,DMH,Polygon,24221.1,9472.9,0.3642,,,
H264-37.vsi - 20x,6041c26e-54c0-4a90-bf2d-2b2536ad726c,FOS,FOS,ATAN,Polygon,23729.4,8784.9,0.359,,,
H264-37.vsi - 20x,d87234c6-4a18-41e7-b0cb-7195d8658b81,FOS,FOS,ATAN,Polygon,23819.5,9093.7,0.3565,,,
H264-37.vsi - 20x,c6f526ab-b127-43e3-8693-ea6261c7748d,FOS,FOS,ATAN,Polygon,23807.2,9100.8,0.366,,,
H264-37.vsi - 20x,283c95e4-1536-4df6-b7ee-675e52241b2d,FOS,FOS,PH,Polygon,23691.4,7900.8,0.3567,,,
H264-37.vsi - 20x,61ba9ae6-d081-41ae-84ff-2499bd82820f,FOS,FOS,PH,Polygon,23827.1,8103.9,0.3788,,,
H264-37.vsi - 20x,0e66ec12-36ac-4ae2-81cd-693f575c8013,FOS,FOS,PH,Polygon,23835.1,8106.6,0.3633,,,
H264-37.vsi - 20x,23fe25dd-f7bc-4f1c-8bb1-bdb04b4374a4,FOS,FOS,PH,Polygon,23777.5,8107.3,0.4758,,,
H264-37.vsi - 20x,3035739c-0be7-47dd-b221-196fadc3dc09,FOS,FOS,PH,Polygon,23920.1,8139.8,0.3488,,,
H264-37.vsi - 20x,652dba30-da9d-4e75-9483-eedd50ffcfe4,FOS,FOS,PH,Polygon,23348.2,8231.7,0.3756,,,
H264-37.vsi - 20x,13c97376-068d-4bee-a1ec-d9d7e62d1731,FOS,FOS,PH,Polygon,23255.6,8241.3,0.4131,,,
H264-37.vsi - 20x,adaba0b1-3af6-42a8-8e83-161ef7cc5317,FOS,FOS,PH,Polygon,23889.1,8246.4,0.4062,,,
H264-37.vsi - 20x,07aacbb2-91de-418e-8336-0e7c2fefab9a,FOS,FOS,PH,Polygon,23279.8,8256.6,0.3752,,,
H264-37.vsi - 20x,8dc882ba-9d54-42e6-985b-a0cad8a674be,FOS,FOS,PH,Polygon,23334.8,8272.3,0.376,,,
H264-37.vsi - 20x,458b10d8-0550-4546-9f5d-70c39b289d12,FOS,FOS,PH,Polygon,23933.6,8272.5,0.3459,,,
H264-37.vsi - 20x,318a637f-8f69-4fb6-b8a1-dce4bcab47bd,FOS,FOS,PH,Polygon,23319.8,8276.9,0.3934,,,
H264-37.vsi - 20x,e33200af-cc19-4e01-9dd8-52d20b82381b,FOS,FOS,PH,Polygon,23344,8293.2,0.3545,,,
H264-37.vsi - 20x,79bd01f9-8bb1-4f42-92a5-24fd4aa95807,FOS,FOS,PH,Polygon,23870.7,8305.4,0.3717,,,
H264-37.vsi - 20x,ca3a3f92-e40e-4fd8-9a53-4b19e25d1955,FOS,FOS,PH,Polygon,23728.1,8332.2,0.3411,,,
H264-37.vsi - 20x,57747757-cd90-496b-b70a-4a2259a10d92,FOS,FOS,PH,Polygon,23351.4,8337.2,0.3887,,,
H264-37.vsi - 20x,196fa694-73c6-42ff-b1f7-1afa9ce4d4cb,FOS,FOS,PH,Polygon,23393.2,8346,0.3577,,,
H264-37.vsi - 20x,1ea95b3c-d338-40c0-a8b7-a424cd98b2f4,FOS,FOS,PH,Polygon,23531,8360.3,0.4207,,,
H264-37.vsi - 20x,150748d8-569c-4717-b5c9-a6ad4030f854,FOS,FOS,PH,Polygon,23349.2,8377.9,0.3788,,,
H264-37.vsi - 20x,dc2d6e59-45de-43bd-96a7-bdf5fe3af489,FOS,FOS,PH,Polygon,23300.6,8427.2,0.4147,,,
H264-37.vsi - 20x,898be7a0-38b8-4713-a430-dea67a321cc8,FOS,FOS,PH,Polygon,23377.4,8427.6,0.3429,,,
H264-37.vsi - 20x,c28108a2-b587-4dfe-b7f1-a8dbe1d5c1ac,FOS,FOS,PH,Polygon,23322.9,8471.4,0.4174,,,
H264-37.vsi - 20x,fe8f153b-9c54-4ac7-a14e-25e53a19b24b,FOS,FOS,PH,Polygon,23311.5,8476.5,0.3637,,,
H264-37.vsi - 20x,16ecd15e-eb82-4238-b8a7-312605bcf937,FOS,FOS,PH,Polygon,23263.4,8482.9,0.3642,,,
H264-37.vsi - 20x,168671a3-1f7a-43fb-98ca-2e82716194e6,FOS,FOS,PH,Polygon,23349.2,8484.6,0.367,,,
H264-37.vsi - 20x,78e4b739-1277-48df-8484-4d9025988d89,FOS,FOS,PH,Polygon,23735.2,8485.6,0.3423,,,
H264-37.vsi - 20x,fa17ed44-e440-4e91-a224-792ef165916e,FOS,FOS,PH,Polygon,23814.2,8492.4,0.3546,,,
H264-37.vsi - 20x,cafadecd-2508-423e-b82a-12c1c0a15745,FOS,FOS,PH,Polygon,23307.4,8495.9,0.3637,,,
H264-37.vsi - 20x,89f854cc-c504-4443-bdbb-9ae64d569bac,FOS,FOS,PH,Polygon,23614.5,8498.5,0.3469,,,
H264-37.vsi - 20x,82622630-77df-4fb8-b4c9-745cb3390f5e,FOS,FOS,PH,Polygon,23318.1,8499.5,0.3562,,,
H264-37.vsi - 20x,ef874ce7-96d4-4910-a8ec-c746034d228a,FOS,FOS,PH,Polygon,23621.4,8508.1,0.343,,,
H264-37.vsi - 20x,b390f5b3-f82d-463c-8b6d-b923768db872,FOS,FOS,PH,Polygon,23315.8,8508.2,0.3859,,,
H264-37.vsi - 20x,76284b77-3a9f-4a19-9283-c08743787080,FOS,FOS,PH,Polygon,23637.9,8527,0.3669,,,
H264-37.vsi - 20x,bb782dc7-1c33-4145-bd5e-fc9d3d43204b,FOS,FOS,PH,Polygon,23490,8563.1,0.3983,,,
H264-37.vsi - 20x,15a3cc03-bfb9-4ec0-aaf8-05af7c3ebaa5,FOS,FOS,PH,Polygon,23868.1,8583.4,0.356,,,
H264-37.vsi - 20x,70231863-d03f-43fc-88d1-150faf5061b8,FOS,FOS,PH,Polygon,23663.8,8607.4,0.3765,,,
H264-37.vsi - 20x,34a250df-85fb-44d1-b9a6-8fd866ff7d4e,FOS,FOS,PT,Polygon,17601.1,9072.7,0.3416,,,
H264-37.vsi - 20x,a9367fe2-137b-4e00-b884-3a7d223d14d1,FOS,FOS,PT,Polygon,17590.7,9160.8,0.3463,,,
H264-37.vsi - 20x,b76418d5-a3c0-4d73-89f4-7a4e936f0742,FOS,FOS,ME,Polygon,17728.2,9046.2,0.3844,,,
H264-37.vsi - 20x,ed251c61-1ec2-4af6-bf12-54ea12cf1e33,FOS,FOS,ATAN,Polygon,17307.3,8413.9,0.3943,,,
H264-37.vsi - 20x,37c6cb8e-9e9c-48d1-8a4e-5f8a42afb556,FOS,FOS,PH,Polygon,17125.3,7217.6,0.3392,,,
H264-37.vsi - 20x,d508891f-449c-4396-bb33-e0fec675eeab,FOS,FOS,PH,Polygon,17017.6,7250.5,0.3887,,,
H264-37.vsi - 20x,7e4cd596-372b-49f0-bf4c-66279d511a1c,FOS,FOS,PH,Polygon,17000.4,7318.4,0.3943,,,
H264-37.vsi - 20x,10cabc85-d50a-43fa-8409-f1c663965891,FOS,FOS,PH,Polygon,17341.4,7358.9,0.3745,,,
H264-37.vsi - 20x,ffd6d694-f770-4438-9eaa-3c848fe99c14,FOS,FOS,PH,Polygon,17184,7364.5,0.3357,,,
H264-37.vsi - 20x,2e3802dd-9150-460e-a3ae-11981860b6fb,FOS,FOS,PH,Polygon,17099.9,7380.2,0.3799,,,
H264-37.vsi - 20x,b0e287c2-8c58-48ce-8689-cb016d82f2a1,FOS,FOS,PH,Polygon,17120.6,7403.2,0.3914,,,
H264-37.vsi - 20x,86c8b8b6-6307-4cf0-a56c-637537a93ed5,FOS,FOS,PH,Polygon,16668.9,7438.4,0.3867,,,
H264-37.vsi - 20x,93f7c23d-c6c5-4d51-970a-f1faea3636cf,FOS,FOS,PH,Polygon,17327.4,7444.2,0.3575,,,
H264-37.vsi - 20x,60836b03-5d29-403f-9e75-0f04ab262b3c,FOS,FOS,PH,Polygon,16617.2,7446.8,0.3858,,,
H264-37.vsi - 20x,a16d7627-4a71-44c1-8fb8-97bf0fb4f3da,FOS,FOS,PH,Polygon,17303.9,7452.7,0.3156,,,
H264-37.vsi - 20x,567cc0d3-97e9-4c42-9f52-4484cf0fcb77,FOS,FOS,PH,Polygon,17432.9,7454.3,0.3682,,,
H264-37.vsi - 20x,f1cf22e0-a821-4a18-a948-5ade7fb77d06,FOS,FOS,PH,Polygon,17333,7455,0.3667,,,
H264-37.vsi - 20x,2be2e98b-3c9d-425a-8a84-e774ca0c47c8,FOS,FOS,PH,Polygon,16599.3,7459.4,0.4153,,,
H264-37.vsi - 20x,c0f75576-57b8-4a6c-9a9a-f06b6af092a8,FOS,FOS,PH,Polygon,17358.7,7469.4,0.37,,,
H264-37.vsi - 20x,e32c1e77-8d93-40be-a294-b833ff2cf428,FOS,FOS,PH,Polygon,16740.9,7495.1,0.3616,,,
H264-37.vsi - 20x,2fd142cd-55f0-4b47-b9ae-d0793a77bb4e,FOS,FOS,PH,Polygon,16698.7,7509.5,0.367,,,
H264-37.vsi - 20x,e7baa573-80f5-4c0b-bd57-fde83469c545,FOS,FOS,PH,Polygon,16842.4,7522.7,0.3621,,,
H264-37.vsi - 20x,0086c1f6-5a7c-43cc-9f5b-08bbae8a0574,FOS,FOS,PH,Polygon,16629.1,7543.6,0.3975,,,
H264-37.vsi - 20x,88627f93-a620-4316-8b5e-00aa872aee36,FOS,FOS,PH,Polygon,16757.5,7569.2,0.3903,,,
H264-37.vsi - 20x,ae98150c-94b5-4992-b224-212151417f07,FOS,FOS,PH,Polygon,17425.1,7574.3,0.3625,,,
H264-37.vsi - 20x,ca412602-7018-49dd-b9fe-5c281b54c09c,FOS,FOS,PH,Polygon,17486.4,7616.6,0.3668,,,
H264-37.vsi - 20x,93cc9f5b-01d1-4f00-bd3f-e65dfeee9948,FOS,FOS,PH,Polygon,16762.5,7729.4,0.3644,,,
H264-37.vsi - 20x,713fa680-4e3d-45ee-8b71-cf0bae363e2b,FOS,FOS,PH,Polygon,16950.2,7743.4,0.3756,,,
H264-37.vsi - 20x,1762ba2b-9036-4518-ba26-c01abfde97f6,FOS,FOS,PH,Polygon,17424.2,7779.9,0.4431,,,
H264-37.vsi - 20x,35e4f46d-6b08-40ad-8624-12c31e5311e9,FOS,FOS,PH,Polygon,17092.1,7837.8,0.4171,,,
