Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,DAB-Thesholder: FOS area µm^2,ROI: 1.00 µm per pixel: OD Sum: Mean,ROI: 1.00 µm per pixel: OD Sum: Std.dev.,ROI: 1.00 µm per pixel: OD Sum: Min,ROI: 1.00 µm per pixel: OD Sum: Max,MIDLOW-SENS-FOS-thersholder: FOS area µm^2,DAB_FOS_LOWSENS: FOS area µm^2,DAB_Thresh_Very LOW SENS: FOS area µm^2,DAB-Thresholder_1: FOS area µm^2,Manual_DAB: FOS area µm^2,Num Detections,Num FOS,Area µm^2,Perimeter µm,Classifier: FOS area µm^2,PC_1: FOS area µm^2,ROI: 2.00 µm per pixel: OD Sum: Mean,ROI: 2.00 µm per pixel: OD Sum: Std.dev.,ROI: 2.00 µm per pixel: OD Sum: Min,ROI: 2.00 µm per pixel: OD Sum: Max
H273-43.vsi - 20x,b4fd4b58-52c6-492d-9ecd-7949ef249e8a,ARC,,Image,Geometry,4420.8,10242.8,1352.2129,0.2758,0.0107,0.2365,1.7774,743.3748,332.5946,7.5109,257.9554,,1,1,313839.5,3347.4,,,,,,
H273-43.vsi - 20x,1c838f18-5199-4a58-979a-fcf984db143d,DMH,,Image,Geometry,4455.9,9473.7,1881.3856,0.2744,0.0163,0.2386,3.6326,950.4025,439.2737,23.0022,236.2439,,2,2,408548.2,4136.4,,,,,,
H273-43.vsi - 20x,1f4bb9ec-8ba9-4596-90ef-5821ea9c8d85,ATAN,,Image,Polygon,4457.7,9811.7,3291.3391,0.2969,0.0328,0.253,0.6049,2162.0542,843.457,19.2468,995.9096,,5,5,22294.2,1160.5,,,,,,
H273-43.vsi - 20x,a51ec388-680d-4cfd-887c-59db3f3320b3,VMH,,Image,Geometry,4491.2,9860.1,3132.4348,0.2761,0.0179,0.2284,3.5006,1711.8512,1099.1816,124.8692,710.6096,,5,5,607368,4105.6,,,,,,
H273-43.vsi - 20x,126ba7a5-1dd7-4aaa-966d-148938696f0a,PT,,Image,Polygon,12642.9,9440.3,14961.5391,0.3876,0.4211,0.2427,6.7425,12522.9434,10983.25,5002.7471,10087.1348,,22,22,65337.3,3573.4,,,,,,
H273-43.vsi - 20x,6ebc2006-3cf9-4e7c-b4fc-5d765853c7b1,ME,,Image,Polygon,12747.6,9358.7,1670.2563,0.2826,0.0178,0.2468,0.6921,941.2482,445.8457,7.9804,354.7766,,2,2,81476.1,2181.7,,,,,,
H273-43.vsi - 20x,261d79d5-f3b8-4cdf-9212-830408d98c23,BTAN,,Image,Polygon,12822.1,9256,1147.421,0.2899,0.0201,0.253,0.56,601.7181,247.8616,0,186.4837,,2,2,26305,1558.1,,,,,,
H273-43.vsi - 20x,2f8ba047-f259-4f73-89a7-ab9758b94b08,ARC,,Image,Geometry,12843.1,9166.9,4165.6655,0.2797,0.0282,0.2407,2.2877,2541.4875,1691.9606,258.1881,1225.6987,,9,9,285292,3180.7,,,,,,
H273-43.vsi - 20x,bdc1d1dc-e202-420f-89ab-737172245943,VMH,,Image,Geometry,12946.9,8750.6,1716.8479,0.275,0.0093,0.2243,0.6689,885.1489,609.9132,2.3472,284.4785,,2,2,594754.2,4085,,,,,,
H273-43.vsi - 20x,70d9cb59-ef6c-454f-82bb-3f23496387dd,DMH,,Image,Geometry,12905.7,8392.3,1873.6399,0.2756,0.0113,0.2406,1.442,1106.3774,722.8123,52.1071,498.7763,,5,5,407527.7,3969.8,,,,,,
H273-43.vsi - 20x,7e9a4371-d0a7-4162-b789-886b0d2c720b,PH,,Image,Geometry,12860.7,7808.8,5210.9839,0.2797,0.0133,0.2365,0.8291,3025.6084,1912.7123,58.6791,1236.1437,,10,10,702607.8,4943.6,,,,,,
H273-43.vsi - 20x,dc8eaaf3-c185-4b6c-8a5e-79afaf1bc90c,PH,,Image,Geometry,4467,8830.9,4535.5815,0.2778,0.0112,0.2345,0.7042,2614.0176,1508.881,6.5721,1098.5989,,11,11,690049.6,4295.4,,,,,,
H273-43.vsi - 20x,a08d8886-5b3a-40e9-a647-ff22322b9874,PT,,Image,Polygon,37302.8,9560.2,27240.834,0.3284,0.2365,0.2365,6.7425,20891.1328,15151.4795,6122.8145,15261.2637,,32,32,174324.6,4293.9,,,,,,
H273-43.vsi - 20x,ac13f6f0-5f62-4cef-9cc4-6f758df00776,ME,,Image,Polygon,37225.3,9475.1,3223.8577,0.2854,0.0178,0.2447,0.888,1776.6354,814.7042,43.1878,813.7682,,6,6,147976.5,2569.7,,,,,,
H273-43.vsi - 20x,2ddecce7-9644-426e-ac3b-ae4a6adf5f23,BTAN,,Image,Polygon,37363.3,9305.1,1613.6892,0.2824,0.0198,0.2509,1.0917,917.3062,499.8307,50.2293,481.7592,,2,2,71020.6,2335.6,,,,,,
H273-43.vsi - 20x,37c84ee0-5f37-454a-9de7-884d41590699,ATAN,,Image,Polygon,12878.4,8674.2,1035.1083,0.2853,0.0155,0.2489,0.4714,485.0597,101.8674,0,73.8189,,1,1,31787.4,1099.2,,,,,,
H273-43.vsi - 20x,28adce65-b39a-4732-9f71-d4634b5d8f87,ARC,,Image,Geometry,37502.4,9209.1,2017.6396,0.2787,0.0111,0.2386,0.606,983.9682,455.9386,1.4083,420.0283,,3,3,294177.8,3257.4,,,,,,
H273-43.vsi - 20x,d30e71a4-0441-4ca1-808e-e5b2dd04cdcc,ATAN,,Image,Polygon,37448.3,8860.2,282.0142,0.2886,0.0119,0.2551,0.4088,76.2857,7.863,0,4.1076,,0,0,18472,877.92,,,,,,
H273-43.vsi - 20x,c7794a71-8b7f-4435-b609-e8846b6138bb,VMH,,Image,Geometry,37464.5,8888.2,2362.2063,0.2769,0.0089,0.2427,0.6741,1182.5458,428.0072,0,425.3095,,3,3,570474.5,4494.3,,,,,,
H273-43.vsi - 20x,869087b8-7695-41e0-b76c-a6c7a510a817,DMH,,Image,Geometry,37423.1,8575.1,2145.7959,0.2776,0.0126,0.2427,0.9798,1201.6759,647.468,126.7469,662.6097,,4,4,406404.9,4044.7,,,,,,
H273-43.vsi - 20x,d566d6e0-7224-440b-a538-172c358bd119,PH,,Image,Polygon,37458.6,7860,5510.8364,0.2798,0.0121,0.2427,0.8529,3242.9639,1458.0646,54.4542,1506.4219,,12,12,691606,4244.4,,,,,,
H274-35.vsi - 20x,c10dbf43-0994-4e3e-ab44-109ef6906fe7,PT,,Image,Geometry,3802.4,5709.8,48.9388,0.2724,0.0097,0.2304,0.5032,23.3552,38.9631,0,2.3472,,0,0,25043.6,1870.3,,,,,,
H274-35.vsi - 20x,0053b9d2-720c-4ad4-85fc-7aab23b717bc,ME,,Image,Polygon,3884,5602.4,220.1659,0.2746,0.0083,0.2365,0.5156,89.1956,40.8408,0,0.4694,,0,0,113518.4,1707.6,,,,,,
H274-35.vsi - 20x,06ef98cb-bfdf-4637-9f11-f887a6e3c837,BTAN,,Image,Polygon,3877,5439.8,10.445,0.2692,0.0089,0.2427,1.0041,6.4549,18.7774,1.8777,2.3472,,0,0,31804.2,1779.5,,,,,,
H274-35.vsi - 20x,1b8df6d4-74f1-4d57-8c4c-f673cd8fcbce,VMH,,Image,Geometry,3815,5028.3,713.7787,0.2741,0.0072,0.2365,0.6073,420.9797,300.0862,2.3472,53.9848,,2,2,638421,4234.1,,,,,,
H274-35.vsi - 20x,2dab106f-45c6-465f-8f67-cae7cff6e039,ARC,,Image,Geometry,3830.5,5429.2,612.8498,0.2736,0.0079,0.2406,0.5437,313.5929,181.3192,0,17.8385,,1,1,327453.1,3315.5,,,,,,
H274-35.vsi - 20x,50e9e209-9317-4e47-beb3-3b607ded7ae6,DMH,,Image,Geometry,3838.7,4588.9,1250.3451,0.2745,0.009,0.2365,1.3183,673.192,378.2471,11.7358,59.618,,3,3,398485.4,4126.5,,,,,,
H274-35.vsi - 20x,28656209-7c3d-40b1-91ac-c324038348de,ATAN,,Image,Geometry,3837.3,4734.4,4.3423,0.2702,0.0073,0.2427,0.3318,1.4084,0,0,0,,0,0,10974.6,1331.5,,,,,,
H274-35.vsi - 20x,b6a3d25f-7129-4803-9608-b626acf652c1,PH,,Image,Polygon,3689.8,3721.9,2873.8923,0.2773,0.0105,0.2365,0.9561,1743.3043,1091.084,84.0285,389.1599,,10,10,689717.8,4384.5,,,,,,
H274-35.vsi - 20x,3ba5557b-4692-48e1-a22e-c8eb68f24b19,PT,,Image,Polygon,9723.6,5633.2,8.5672,0.273,0.0082,0.2427,0.3562,0.5868,0,0,0,,0,0,29393,2232.5,,,,,,
H274-35.vsi - 20x,5b64f309-8e38-4b0d-aa41-e78fe4d03851,ME,,Image,Polygon,9673.8,5539,91.8923,0.2729,0.0082,0.2365,0.5593,44.1283,22.1808,0,0.4694,,0,0,67423.6,1672.8,,,,,,
H274-35.vsi - 20x,46cecdc6-8cb5-4264-87a7-d3445fd112f4,BTAN,,Image,Geometry,9665.7,5393.9,189.8872,0.2703,0.0195,0.2243,1.5298,86.1442,79.0998,5.1638,11.7358,,0,0,28494.1,2128.6,,,,,,
H274-35.vsi - 20x,e9cda3b4-79d0-4b32-8901-4d07a4c161c4,VMH,,Image,Geometry,9585,4944.8,255.3737,0.2718,0.0135,0.2345,3.5793,169.4716,342.8048,17.8385,44.1267,,0,0,605831.5,4026.5,,,,,,
H274-35.vsi - 20x,2a6b59ef-0d4c-48aa-9439-9df10ba6a890,PH,,Image,Polygon,9502,3779.8,2899.2419,0.2768,0.0112,0.2365,2.7058,1691.1953,975.0162,27.2271,209.3671,,6,6,718682,4506.6,,,,,,
H274-35.vsi - 20x,df7615d0-e3d8-4cd1-9c35-d2c169360dfd,PT,,Image,Polygon,28129.1,4975.3,0.7042,0.2726,0.009,0.2427,0.3187,0.2347,0,0,0,,0,0,28528.3,1897.9,,,,,,
H274-35.vsi - 20x,3830cad2-3ceb-49cc-b542-42dbea633de5,ME,,Image,Polygon,28098.9,4892.8,360.6449,0.2779,0.0104,0.2345,0.4712,159.7305,76.5179,0,0.9389,,0,0,91242.8,2099.1,,,,,,
H274-35.vsi - 20x,c5e3c952-fe70-4cfe-a0e6-89433eab5376,BTAN,,Image,Polygon,28066.6,4685,26.1711,0.2738,0.0088,0.2406,0.7356,8.8022,6.8068,0.4694,1.4083,,0,0,28435,1917.2,,,,,,
H274-35.vsi - 20x,da3dca0c-9087-4225-a975-42ab26203c88,ARC,,Image,Geometry,28266.6,4745.6,2458.3235,0.2767,0.0128,0.2427,0.6442,1296.7396,547.7131,0.9389,30.5131,,1,1,287964.8,3125.7,,,,,,
H274-35.vsi - 20x,d84d64e5-196d-4d2e-9cc7-26d617817b7d,DMH,,Image,Geometry,27935.4,4130.4,2252.4753,0.2756,0.0094,0.2407,0.5768,1321.8552,648.1722,0.9389,69.4761,,6,6,398884.7,4056,,,,,,
H274-35.vsi - 20x,4897728c-b7f7-4b2a-9356-5f1bd03f7d3f,VMH,,Image,Geometry,28208,4385.4,1085.338,0.2755,0.0078,0.2304,1.2663,486.468,203.7347,0.9389,15.4913,,1,1,618710.5,4359,,,,,,
H274-35.vsi - 20x,0f86f8c8-f19d-4c04-9da2-dc48484aac86,PH,,Image,Polygon,27768.4,3465.4,3377.4807,0.279,0.0119,0.2365,1.1361,1930.6151,1112.0912,127.6858,336.114,,8,8,742887,3611.5,,,,,,
H274-35.vsi - 20x,502ecace-9ac8-48b5-8f7a-ea4e71912ee7,ARC,,Image,Geometry,9654.6,5405.8,513.2119,0.2718,0.0142,0.2123,3.7602,274.2764,257.6024,11.7358,28.6354,,4,4,285145.6,2993.3,,,,,,
H274-35.vsi - 20x,b908f47e-ba60-49e1-a987-cdae2b8dd525,DMH,,Image,Geometry,9532.4,4598.6,926.551,0.2727,0.0082,0.2365,0.8847,459.8268,233.5438,3.286,10.3275,,12,12,400976,4650.2,,,,,,
H275-41.vsi - 20x,f17a5109-4d57-434e-81db-de37b6ff361b,PT,,Image,Polygon,12117.4,9823.2,0,0.2579,0.0066,0.2345,0.2844,0,0,0,0,,0,0,15374.4,1397.7,,,,,,
H275-41.vsi - 20x,61281f98-4bc4-49f0-88a5-19db56e6e65b,ME,,Image,Polygon,12092.4,9744.9,18.7775,0.2657,0.0079,0.2365,0.3495,4.2251,0,0,0,,0,0,69188.3,1505.4,,,,,,
H275-41.vsi - 20x,de3a788f-e179-469a-ac00-5cb3bf1d6dcf,BTAN,,Image,Polygon,12074.6,9629.4,1.1736,0.2602,0.0075,0.2304,0.3187,0.5868,0,0,0,,0,0,13193,1464,,,,,,
H275-41.vsi - 20x,093e1299-0c18-4d93-9dc0-f5d22753ad39,ARC,,Image,Geometry,12125.4,9530.4,114.7773,0.266,0.0091,0.2243,1.3679,47.1798,41.6623,4.2249,8.4498,,0,0,306628.1,3272.8,,,,,,
H275-41.vsi - 20x,212ca48d-96eb-42d7-b9a7-6afec8cbc711,VMH,,Image,Geometry,12158.8,9162,510.5126,0.2687,0.0104,0.2123,1.3007,301.1525,270.9813,23.4716,56.332,,2,2,576111.9,4046.9,,,,,,
H275-41.vsi - 20x,c68c9fc1-0eb6-4365-82a4-d80c759a6ad6,DMH,,Image,Geometry,12206.6,8744.7,48.4694,0.2649,0.0072,0.2304,0.7177,24.8809,46.2393,0.4694,0.9389,,0,0,397416.6,3723.2,,,,,,
H275-41.vsi - 20x,005c189a-f7dc-4491-9f14-44fa8c56f94d,ATAN,,Image,Polygon,12189.5,8836.6,38.0244,0.2651,0.0098,0.2284,0.5992,16.6655,6.5721,0,0.4694,,0,0,13839,940.96,,,,,,
H275-41.vsi - 20x,dac6a499-83ec-40b0-8f5e-d5850a185e86,PH,,Image,Polygon,12206,8113.3,218.8749,0.2658,0.0086,0.2304,2.3375,98.3499,104.684,2.3472,5.6332,,0,0,688822.7,3560.1,,,,,,
H275-41.vsi - 20x,c34a26a5-a8dd-48a1-9a37-24ebace7434e,PT,,Image,Polygon,20008.1,10108.9,15.8435,0.2582,0.0087,0.2284,0.5727,10.9147,11.0317,0,0.4694,,0,0,30761.2,1893.7,,,,,,
H275-41.vsi - 20x,722804a4-3bc8-44c8-b51d-5d817d14a526,ME,,Image,Polygon,20020.1,10033.9,33.2127,0.2619,0.0088,0.2345,0.5335,20.8905,19.0121,0,0.4694,,0,0,65910.5,1895,,,,,,
H275-41.vsi - 20x,917134d5-583d-4e42-91b8-c917c12dfcf6,BTAN,,Image,Polygon,20119.9,9921.4,170.4056,0.2605,0.0141,0.2284,0.5578,112.6681,99.1681,0,17.369,,1,1,23975.3,1757.3,,,,,,
H275-41.vsi - 20x,e42a0a8c-dfcd-47da-b320-a10a8f3927f4,ARC,,Image,Geometry,20198.1,9701.8,25.3496,0.2607,0.0086,0.2123,1.8807,18.4259,50.699,7.0415,13.6136,,0,0,319133.6,3357.5,,,,,,
H275-41.vsi - 20x,1547f94a-673b-40d4-8641-a107407e850d,VMH,,Image,Geometry,20257.9,9290,795.8128,0.2641,0.0093,0.2243,0.5703,496.3265,275.3235,0,57.2708,,2,2,611638.1,4150.6,,,,,,
H275-41.vsi - 20x,525d8882-70c6-45ac-b6a3-c3b2f7784825,ATAN,,Image,Polygon,20277.8,8959.8,0.4694,0.263,0.0077,0.2365,0.3187,0.1174,0,0,0,,0,0,20451.4,1091,,,,,,
H275-41.vsi - 20x,8211c379-16a5-4b0f-8666-09b3e8dd570f,DMH,,Image,Geometry,20281.9,8878.5,217.9361,0.262,0.0086,0.2003,0.9301,138.1358,148.3414,14.5524,33.3297,,1,1,414460.4,3886.9,,,,,,
H275-41.vsi - 20x,0d1413d9-1409-4e08-b03d-7c91912394c1,PH,,Image,Geometry,20265.3,8222.3,489.3879,0.266,0.0099,0.2183,1.8237,217.7077,159.1384,4.2249,6.1026,,0,0,682895.9,4756.5,,,,,,
H275-41.vsi - 20x,b47baab3-0df1-4755-8fd1-330554181f6d,PT,,Image,Polygon,28696.2,9479.2,3.0513,0.2646,0.014,0.2223,0.354,0.1174,0,0,0,,0,0,20682.3,1932.9,,,,,,
H275-41.vsi - 20x,4379649b-2a62-4c3f-aebc-2e6a9bfdb562,ME,,Image,Polygon,28694.4,9402.4,2.6993,0.2634,0.0083,0.2345,0.3429,0,0,0,0,,0,0,71941,1668.8,,,,,,
H275-41.vsi - 20x,466d4997-56b1-4a89-a96d-354d1515631a,BTAN,,Image,Polygon,28568.8,9342.8,0,0.2615,0.0086,0.2304,0.2993,0,0,0,0,,0,0,20701.8,1647.7,,,,,,
H275-41.vsi - 20x,1eeeef10-9e78-437a-924f-e5f45a5cc010,ARC,,Image,Geometry,28714.7,9189.2,7.0416,0.2629,0.0082,0.1845,0.3363,0.2347,0,0,0,,0,0,299172.9,3184.9,,,,,,
H275-41.vsi - 20x,07850f6a-2566-4d53-a08f-4bd9f3ad3491,VMH,,Image,Geometry,28725,8748.4,1.8777,0.2656,0.0084,0.2043,0.3318,0.1174,0,0,0,,0,0,596107,4594.8,,,,,,
H275-41.vsi - 20x,b66ac175-f919-4bab-9bff-5d20bd4d9757,DMH,,Image,Geometry,28607.5,8279,85.9069,0.2646,0.0091,0.1963,0.3496,10.68,0,0,0,,0,0,407710.4,3950.1,,,,,,
H275-41.vsi - 20x,2d42cae0-44a1-441a-966f-62d65a048561,PH,,Image,Geometry,28591.5,7518.7,282.7184,0.2665,0.0092,0.2163,0.3765,135.0844,0,0,0,,0,0,707770.3,4931.6,,,,,,
H275-41.vsi - 20x,5e0f4a6c-3687-4b51-987d-19712de56ca4,ATAN,,Image,Polygon,28653.9,8355.9,0,0.267,0.0114,0.2043,0.3187,0.1174,0,0,0,,0,0,21542.9,1093.1,,,,,,
H276-33.vsi - 20x,9d5e6230-b97f-4b80-98ed-cf0f62ff7adc,PT,,Image,Geometry,13724.5,7698.5,14268.5332,0.4092,0.3741,0.2427,6.6176,12521.8867,10971.0439,4948.7627,6175.6724,,18,18,41752.7,2566.6,665.6559,,,,,
H276-33.vsi - 20x,230dc2a6-3654-4a2d-8a0d-0f9dd8f488d6,ME,,Image,Geometry,13555,7706.9,2679.7803,0.2805,0.021,0.2407,0.8533,1744.5953,1191.1909,103.7447,195.5203,,9,9,116352.6,2190.9,0,,,,,
H276-33.vsi - 20x,0ad07789-e665-4123-8074-0e7126bbec84,BTAN,,Image,Polygon,13581.8,7576.7,2519.8196,0.2972,0.0797,0.2243,1.648,1866.7698,1479.1892,352.5442,502.0624,,4,4,22628.5,1585.9,4.6943,,,,,
H276-33.vsi - 20x,67917078-00e0-4932-9bfc-0652c9f3dbd5,ARCx05,,Image,Polygon,13714.8,7360.5,3392.7375,0.2785,0.0241,0.2365,1.4925,2176.9592,1316.4127,190.1204,296.9186,,6,6,157932.2,1844.9,1.4083,,,,,
H276-33.vsi - 20x,9cff2fd2-6909-4f57-b4cc-e9efe33e4f79,VMHx05,,Image,Geometry,13660.4,6910.5,651.6957,0.2743,0.0084,0.2427,0.4447,322.5125,154.5614,0,0,,0,0,298088.5,2250.7,0,,,,,
H276-33.vsi - 20x,4a0a05a0-2623-4c0b-9a17-bfe28c9768a9,DMHx05,,Image,Polygon,13315.4,6715,5955.041,0.2797,0.0196,0.2406,0.7293,3826.1387,2009.7679,53.9848,170.0534,,32,32,201316,2275.7,0,,,,,
H276-33.vsi - 20x,62942336-3cdd-481b-81f5-7514eb6d17a6,ATAN,,Image,Polygon,13151.6,6963.6,2735.0564,0.3001,0.0423,0.2509,0.9725,1695.4204,797.9219,135.6661,232.4884,,3,3,18343.9,1197.5,0,,,,,
H276-33.vsi - 20x,88a85549-d13f-4fa4-8b8a-64a90a2b5e70,PHx05,,Image,Polygon,13133.4,6178.2,5427.2769,0.2775,0.0148,0.2406,0.8582,3304.9314,1530.5923,46.4739,163.2466,,11,11,368106.6,2470.8,0,,,,,
H276-33.vsi - 20x,ff473367-abe6-4be8-9861-14814b43a0fd,ME,,Image,Geometry,21458.8,7710.3,7028.5259,0.291,0.0471,0.2407,1.8339,4493.8145,2984.1973,358.6468,567.1967,,15,15,130801.1,2665,0.9389,,,,,
H276-33.vsi - 20x,b2bd7b31-3680-44af-8a14-77213f8f24b5,PT,,Image,Geometry,21545.8,7725.1,16473.8301,0.3386,0.2157,0.2365,5.5036,13942.5615,11902.5205,4978.8062,6438.6738,,21,21,85686.9,3257.7,463.7998,,,,,
H276-33.vsi - 20x,14cd2d6f-821d-4d11-9cc0-34149daac048,BTAN,,Image,Polygon,21531.4,7568.3,4589.9189,0.3269,0.2442,0.2406,5.7145,3758.1858,3209.9954,1693.2448,2028.9047,,3,3,40958.4,2324.6,355.3608,,,,,
H276-33.vsi - 20x,ff2c7eac-d09b-491b-b67e-1f809475ee36,ARCx05,,Image,Polygon,21692.3,7361.2,4378.0854,0.2844,0.0195,0.2427,0.7025,2487.7354,1253.7432,29.5743,107.3836,,6,6,160529.9,1741.1,0,,,,,
H276-33.vsi - 20x,7e5daaf9-833d-4d31-bc6b-76011319fbe9,VMHx05,,Image,Polygon,21701,6941.6,3308.7083,0.279,0.0167,0.2406,2.6712,2126.728,1292.5889,125.3386,270.7475,,5,5,358096.1,2221.1,0.9389,,,,,
H276-33.vsi - 20x,439b9268-f9eb-460e-9a1a-77085f8f300d,DMHx05,,Image,Polygon,21353.2,6645.5,3921.3235,0.2788,0.0156,0.2427,0.6948,2396.1926,1106.6926,2.8166,22.533,,23,23,200038.4,2148.7,0,,,,,
H276-33.vsi - 20x,32f3306f-b524-48bd-a809-fe4ede8884c7,ATAN,,Image,Polygon,21168.6,6890.7,4667.376,0.3173,0.0715,0.2551,1.2644,2742.999,1235.9045,302.7843,402.0724,,5,5,16330.6,1289.3,0,,,,,
H276-33.vsi - 20x,901dff81-94e1-4d71-894a-a0983b46838d,PHx05,,Image,Polygon,21158.9,6092.1,4153.812,0.279,0.03,0.2365,4.6869,2391.146,1423.3264,223.4501,294.9235,,7,7,356102.8,2452.7,24.4105,,,,,
H276-33.vsi - 20x,241e3af6-c8fd-43f0-9195-2f06744fc843,ATAN,,Image,Polygon,35362,7349.2,11887.5498,0.3377,0.1068,0.2489,2.9347,8983.7559,5630.519,1051.0604,1631.292,,11,11,25809.4,1407.9,24.4105,,,,,
H276-33.vsi - 20x,c9627ba1-1bbc-40be-9dfd-7ba49e515055,PT,,Image,Geometry,35611,8256.2,12041.6426,0.3265,0.2505,0.2345,7.2196,10179.3291,8734.8916,4288.2705,5195.8408,,23,23,80929.3,3822.4,522.9484,,,,,
H276-33.vsi - 20x,9c1b3e7a-2573-41d4-8bc8-c4fc512a8193,ARCx05,,Image,Polygon,35816.5,7876.2,2885.511,0.2751,0.02,0.2365,0.8941,2014.8815,1403.1407,139.4216,271.8037,,7,7,150786.9,1940.2,0,,,,,
H276-33.vsi - 20x,44589b68-dcaa-435e-916f-77070a0f3b39,ME,,Image,Polygon,35763.3,8226.7,2093.4536,0.2772,0.0302,0.2406,1.1707,1502.5936,1111.2697,203.2645,339.2852,,7,7,86768.1,2018.7,0,,,,,
H276-33.vsi - 20x,563bad33-bd13-4a2d-be73-30e1006894ea,VMHx05,,Image,Polygon,35919,7496.4,1494.2175,0.2702,0.0093,0.2365,0.6156,818.7216,421.6699,0,9.0367,,2,2,351129.8,2911.2,0,,,,,
H276-33.vsi - 20x,4ae50f3e-d353-47ca-8b44-e65f3cb3ed3e,DMHx05,,Image,Polygon,35647.4,7142.4,2287.918,0.2721,0.0186,0.2345,0.9596,1608.9242,1145.069,190.5898,293.6325,,15,15,214296.7,1957.8,0,,,,,
H276-33.vsi - 20x,6884ab39-bb4e-4c82-bb66-688b5388d7d6,PHx05,,Image,Polygon,35504.4,6583.1,1623.4301,0.2715,0.0367,0.2386,4.5294,1035.2556,576.2313,199.0396,249.7402,,3,3,358760.9,2450.8,59.618,,,,,
H276-33.vsi - 20x,e4335297-38c7-40ca-8562-4df6bd67360c,cp,,Image,Geometry,1708.9,6336.9,128275.7344,0.9811,0.6788,0.243,7.2196,126147.2109,125319.0312,97259.9453,108884.9844,,9,9,142998.5,3235,9376.4541,,,,,
H276-33.vsi - 20x,8c92ca91-2a88-44db-8ab1-b3fedc41d50a,BTAN,,Image,Polygon,35752.3,8097.4,2048.5051,0.2826,0.048,0.2427,1.5011,1508.8138,1146.3599,206.5505,364.9869,,14,14,33928.8,2773.9,0,,,,,
H278-37.vsi - 20x,7bad0902-8a8e-493d-8630-5c2895d60790,PT,,Image,Polygon,33387.5,9716.7,66.4253,0.2702,0.0104,0.2386,0.4495,38.2602,30.6306,0,7.0415,,0,0,15566.1,1120.5,,,,,,
H278-37.vsi - 20x,939c6db0-eb5c-4a03-8042-73754ce1fcef,ME,,Image,Polygon,33271.7,9671.3,59.9706,0.269,0.0083,0.2365,0.4683,40.6075,36.7333,0.4694,14.083,,0,0,43256.8,1043,,,,,,
H278-37.vsi - 20x,151d1d8f-9ce6-49b5-b834-160c9b8ab48f,BTAN,,Image,Polygon,33243.5,9585.9,322.0337,0.2794,0.0299,0.2406,0.6544,220.9938,146.8158,13.1441,88.7228,,1,1,6208.6,650.1,,,,,,
H278-37.vsi - 20x,f9e9933a-2989-4228-ac28-032968c1a17b,ARCx05,,Image,Polygon,33485.7,9445.6,423.08,0.2699,0.0107,0.2365,0.7094,272.9854,195.2849,3.286,118.2971,,1,1,147219,1746.5,,,,,,
H278-37.vsi - 20x,aead0dac-c3ca-4f3b-b53c-ac6c99abd308,VMHx05,,Image,Polygon,33551,9086.8,211.3639,0.2695,0.007,0.2365,0.4254,107.0347,30.6306,0,2.8166,,0,0,301534.7,2063,,,,,,
H278-37.vsi - 20x,3d07cda1-68cc-4f4e-bca6-1dc6702d61e2,DMHx05,,Image,Polygon,33421.5,8721.6,522.6006,0.2713,0.0081,0.2365,0.4782,249.9824,83.09,0,14.083,,0,0,204459.9,2004.8,,,,,,
H278-37.vsi - 20x,ace7021f-9b48-4562-89f2-0146d818d67b,ATAN,,Image,Polygon,33131.8,8779.7,150.8066,0.2789,0.0115,0.2447,0.3881,57.7424,8.5672,0,0.4694,,0,0,11428.6,940.63,,,,,,
H278-37.vsi - 20x,68bbb0b1-be30-4710-b559-7ccc44e0ff4d,PHx05,,Image,Polygon,32575.3,8064.6,320.6254,0.2725,0.0073,0.2243,0.7691,124.7565,86.0239,2.3472,7.5109,,0,0,343244.7,2424.5,,,,,,
H278-37.vsi - 20x,6b7bd227-bf5d-4eb5-8084-59c645afb06c,PT,,Image,Polygon,26925.7,8700.2,0.7042,0.2701,0.0077,0.2468,0.3429,0.3521,0,0,0,,0,0,7452.8,829.52,,,,,,
H278-37.vsi - 20x,16a7b17e-59f5-4d8a-84f6-a4f684e7649d,ME,,Image,Polygon,26869.2,8635.7,77.3397,0.2698,0.0144,0.2304,0.888,64.3147,86.376,41.7795,53.9848,,1,1,39355,929.22,,,,,,
H278-37.vsi - 20x,4c16e7f4-68f6-4973-bd4e-d68c59f3e267,BTAN,,Image,Polygon,26776.9,8530.4,2.934,0.2672,0.0086,0.2406,0.354,1.291,0,0,0,,0,0,8020.2,701.39,,,,,,
H278-37.vsi - 20x,ee99b777-ac9b-487d-be1a-5d4fb892445a,ARCx05,,Image,Polygon,27034.3,8411.4,41.3104,0.2682,0.0071,0.2345,0.4041,19.9516,20.8899,0,0.4694,,0,0,153250.5,1647.5,,,,,,
H278-37.vsi - 20x,459892f6-a1f8-434d-b4ef-7d1071f70369,VMHx05,,Image,Polygon,27122.1,8042.1,131.325,0.27,0.0072,0.2365,0.5818,102.1055,90.6009,8.9192,51.6376,,1,1,309941.3,2139.4,,,,,,
H278-37.vsi - 20x,7065a3a7-30bb-414d-89e3-10f0e5b9690c,DMHx05,,Image,Polygon,26970.5,7659.2,363.3441,0.2722,0.0093,0.2406,0.6616,191.1837,110.1998,11.2664,66.19,,1,1,210661.3,2094,,,,,,
