Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num 1+,Num 2+,Num 3+,Num Negative,Positive %,H-score,Allred proportion,Allred intensity,Allred score,Area µm^2,Perimeter µm
Image_01.vsi - 40x_02 #3,200797ca-cf5f-43ca-bb66-a9af92b48477,MnPO,,Image,Polygon,754.71,1282,540,14,10,7,509,5.741,10.19,2,2,4,237572.1,2435.6
Image_01.vsi - 40x_02 #3,86111bd8-03e9-4873-950a-1dffcd3ef4dd,AVPE,,Image,Polygon,1589.6,1308.9,2205,121,39,51,1994,9.569,15.96,2,2,4,807992.7,4423.5
Image_01.vsi - 40x_02 #3,7483041d-9cbc-4a3f-b646-e4a2d4118233,LPO,,Image,Rectangle,1113.9,2299,1176,26,6,14,1130,3.912,6.803,2,2,4,691150.5,3372.4
Image_01.vsi - 40x_03 #5,6f1cb438-a166-4262-9049-630d44d56b0f,OVLT,,Image,Polygon,694.36,1490.6,235,0,0,2,233,0.8511,2.553,1,3,4,63707.4,1679.6
Image_01.vsi - 40x_03 #5,ab07588f-48f5-4cce-9df1-4e7927bc6613,AVPE,,Image,Geometry,767.97,1466.8,1852,118,38,48,1648,11.02,18.25,3,1,4,680600,4669.6
Image_01.vsi - 40x_03 #5,b0abf499-5315-482a-b363-cf6f20353df9,MnPO,,Image,Polygon,1677.3,1537.3,672,37,5,5,625,6.994,9.226,2,1,3,301747.7,2509.4
Image_01.vsi - 40x_03 #5,5de920e8-7d2c-4e29-a289-51299c5703f9,LPO,,Image,Rectangle,1526.2,758.35,1071,33,11,17,1010,5.696,9.897,2,2,4,620243.9,3164.5
Image_02.vsi - 40x_01 #1,d84c61c6-1c45-444c-bed0-cffb4b0b088b,cAVPE,,Image,Geometry,725.81,1377.1,1816,58,22,14,1722,5.176,7.93,2,1,3,1064661.9,7135.2
Image_02.vsi - 40x_02 #3,f6cacc6b-b0bf-4a83-825a-a7e7be5b001f,MnPO,,Image,Geometry,1677.6,617.8,476,3,0,0,473,0.6303,0.6303,1,1,2,214748.7,3347.4
Image_02.vsi - 40x_02 #3,e1d6d1fd-46dc-4ce8-b9d5-b06b922644e7,cAVPE,,Image,Geometry,1578.3,1746.9,2449,26,7,5,2411,1.552,2.246,2,1,3,1484584.1,7238.8
Image_02.vsi - 40x_02 #3,f5d528f4-9d42-4f24-a135-4118e398ac2b,LPO,,Image,Rectangle,2744.9,1112.5,996,5,2,1,988,0.8032,1.205,1,1,2,615362.1,3137.9
Image_02.vsi - 40x_02 #3,6070fb07-142b-4029-88c2-6d5bf10b1f67,OVLT,,Image,Polygon,1647,1921.7,259,0,0,0,259,0,0,0,0,0,53627.2,2533.8
Image_03.vsi - 40x_02 #3,346cad1e-967c-44c8-9abc-67adf5ab2ab1,OVLT,,Image,Polygon,390.43,1096.4,258,6,5,4,243,5.814,10.85,2,2,4,67577.3,1047.9
Image_03.vsi - 40x_02 #3,41e0b118-aa1a-4f31-aa77-730d202a4890,AVPE,,Image,Geometry,508.61,1126.1,1210,67,39,66,1038,14.21,28.35,3,2,5,471692.2,3649.6
Image_03.vsi - 40x_02 #3,ea3f7948-d57c-4fdc-8433-776a5d7430db,MnPO,,Image,Polygon,1116.5,1122.2,413,15,7,1,390,5.569,7.748,2,1,3,145072.7,1676.3
Image_03.vsi - 40x_02 #3,09c3cf4b-25af-4cfe-a715-7edadd532063,LPO,,Image,Rectangle,1018.3,408.76,892,29,6,20,837,6.166,11.32,2,2,4,487437.2,2809.6
Image_03.vsi - 40x_03 #5,4ce62467-dd8d-48f5-ad23-373403c1f547,OVLT,,Image,Polygon,2319.5,1454.1,594,8,4,8,574,3.367,6.734,2,2,4,104967.9,2002.5
Image_03.vsi - 40x_03 #5,6d5bb981-e324-4a5c-9724-413ca08b9339,MnPO,,Image,Polygon,1355.2,1344.8,619,30,14,22,553,10.66,20.03,3,2,5,202268.1,2224.4
Image_03.vsi - 40x_03 #5,8da0969d-b348-476f-9921-5db8f7d835ea,AVPE,,Image,Geometry,2144,1470.7,1967,121,50,97,1699,13.62,26.03,3,2,5,691514.5,4757.9
Image_03.vsi - 40x_03 #5,c2ad7481-18d4-414a-a2aa-8cb8af811829,LPO,,Image,Rectangle,1502.8,629.94,1258,39,14,34,1171,6.916,13.43,2,2,4,626621.9,3220.7
Image_04.vsi - 40x_01 #1,cf7e7158-b759-40a0-905b-53237091eded,OVLT,,Image,Polygon,2029.7,1438.7,446,5,0,0,441,1.121,1.121,2,1,3,108765,1596.8
Image_04.vsi - 40x_01 #1,ae8dc0d1-c637-4a0e-aabc-e6c733b1e529,AVPE,,Image,Polygon,1765.6,1339.6,1308,58,30,18,1202,8.104,13.15,2,1,3,704090.5,4621.2
Image_04.vsi - 40x_01 #1,f4efce2e-15e1-4fc3-ad84-0d206cd55396,MnPO,,Image,Polygon,1016.5,1314.3,340,6,1,0,333,2.059,2.353,2,1,3,281358.4,2398.2
Image_04.vsi - 40x_01 #1,95579a58-74d8-478a-bd70-c2e2991f47b1,LPO,,Image,Rectangle,1062.3,499.18,861,29,9,10,813,5.575,8.943,2,1,3,629081.1,3230.7
Image_04.vsi - 40x_02 #3,0fbaa4f4-2237-4b07-bbf1-7a8cfe315a43,OVLT,,Image,Polygon,709.54,1104,511,1,1,0,509,0.3914,0.5871,1,1,2,106175.1,1291.8
Image_04.vsi - 40x_02 #3,8f2b47a9-426b-4c85-b87a-8ae5050bbe56,AVPE,,Image,Polygon,963.56,1179.6,1387,50,31,42,1264,8.868,17.16,2,2,4,677537.4,4023.2
Image_04.vsi - 40x_02 #3,d9260745-b342-4c70-b876-8e6d85a9c2f9,MnPO,,Image,Polygon,1737,1180.3,408,6,4,2,396,2.941,4.902,2,1,3,289200.2,2413.6
Image_04.vsi - 40x_02 #3,49944203-482e-43bc-a5d1-789aa67d2048,LPO,,Image,Rectangle,1596.8,2085.3,497,9,2,8,478,3.823,7.445,2,2,4,621771.4,3175.5
Image_04.vsi - 40x_03 #5,80a28c83-ed3c-41d6-aac7-2d1c1cda2233,OVLT,,Image,Polygon,2129.9,1077.1,292,2,0,1,289,1.027,1.712,2,1,3,49186.8,1736.1
Image_04.vsi - 40x_03 #5,0410267b-457a-4d92-81e4-b4d48af7dcbf,AVPE,,Image,Polygon,1969.5,966.1,1798,102,44,79,1573,12.51,23.75,3,2,5,706791.7,4404.4
Image_04.vsi - 40x_03 #5,05eec87e-e89f-4de1-9ee7-843ee5569fdc,MnPO,,Image,Polygon,1106.7,1026.7,636,12,4,15,605,4.874,10.22,2,2,4,330431,2487.5
Image_04.vsi - 40x_03 #5,6098e41e-960a-4a92-9fe7-f5da98b95f08,LPO,,Image,Rectangle,1308,1922.1,1062,28,17,19,998,6.026,11.21,2,2,4,639251.2,3253.5
