Image,Object ID,Name,Class,Parent,ROI,Centroid X,Centroid Y,Area,Perimeter,FOS_VIM_SYXG: FOS %,FOS_VIM_SYXG: FOS area,FOS_VIM_SYXG: Negative %,FOS_VIM_SYXG: Negative area,Num Detections,Num FOS,Num Negative,Positive %,Num points
H276-20_06.vsi - 20x_04,154e8f08-fcf5-486d-9ded-10e070352758,DMH_FOS,,Image,Points,2768.2,7929.2,,,66.6667,1.0561,33.3333,0.5281,0,0,0,,53
H276-20_06.vsi - 20x_04,002f767c-6af3-486f-9c1c-fec1e1feef46,PH_FOS,,Image,Points,2878,7439.3,,,0,0,100,0.1056,0,0,0,,20
H276-20_06.vsi - 20x_04,fcdb9b9a-98f0-4bec-9f12-a96ad3088d70,VMH_FOS_x0.5,,Image,Points,3414.8,8585.6,,,50,0.1056,50,0.1056,0,0,0,,16
H276-20_06.vsi - 20x_04,4e71739f-97b4-4f82-93bc-a336b93fbe23,ARC_FOS_x0.5,,Image,Points,3480.4,9001.6,,,,0,,0,0,0,0,,8
H276-20_06.vsi - 20x_05,ecdf2769-acef-4ead-9075-3270170efb59,ARC,,Image,Polygon,4125.5,8059.8,152848,1602.5,2.9983,348.4163,97.0017,11272.1504,349,69,280,0,
H276-20_06.vsi - 20x_05,0a16c5bc-f193-4af5-8e1d-70b944a72a91,VMH,,Image,Polygon,4166.5,7641.8,332152.1,2194.6,0.8314,267.3058,99.1686,31884.4766,762,77,685,0,
H276-20_06.vsi - 20x_05,65cc6abe-a826-4e5a-82d2-a33e431a341a,DMH,,Image,Polygon,3978.9,7237.4,283498.5,2185.6,3.8266,851.8721,96.1734,21409.7031,632,77,555,0,
H276-20_06.vsi - 20x_05,08bb68b9-7769-45a2-969e-9e0a6d65e395,PH,,Image,Polygon,3845.8,6816,283974.7,2062.9,1.6567,489.3037,98.3433,29044.7617,707,58,649,0,
H276-20_06.vsi - 20x_05,f3176f33-3ab4-4698-92eb-0f18dd2d2d32,PH_FOS_x0.5,,Image,Points,3889.8,6990.4,,,100,0.2112,0,0,0,0,0,,14
H276-20_06.vsi - 20x_05,d01c6d94-3e90-44f7-b09b-3117bea3806c,DMH_FOS_x0.5,,Image,Points,3750,7322.9,,,50,0.4225,50,0.4225,0,0,0,,46
H276-20_06.vsi - 20x_05,41da120e-538c-4efc-95c7-db500bc6ec9a,VMH_FOS_x0.5,,Image,Points,3889.7,7623.8,,,100,0.2112,0,0,0,0,0,,4
H276-20_06.vsi - 20x_05,ad044cdf-8dad-4710-8fc2-9729deb882ff,ARC_FOS_x0.5,,Image,Points,4071,8057.8,,,0,0,100,0.3168,0,0,0,,16
H298-4006.vsi - 20x_02,57710aef-21c4-4605-ae09-4d4639eabd4f,ARC_FOS,,Image,Points,3187.7,5246.7,,,0,0,100,0.3168,0,0,0,,4
H298-4006.vsi - 20x_02,51f2df16-27df-4808-aa39-f1150ee32807,PathAnnotationObject,,Image,Points,2819.6,3739.7,,,0,0,100,0.3168,0,0,0,,19
H298-4006.vsi - 20x_02,a2b6304f-5c71-4aa6-a247-f793678f9471,DMH_FOS,,Image,Points,2891.3,4509.1,,,33.3333,0.7393,66.6667,1.4786,0,0,0,,62
H298-4006.vsi - 20x_02,4cbab1ba-be9b-455e-aabf-e94f6ce5289d,ARC,,Image,Geometry,2900.4,5285.6,295251.8,3252.7,1.6769,442.7285,98.3231,25958.125,651,113,538,0,
H298-4006.vsi - 20x_02,57658a96-9725-4943-b3f4-876d32b13308,VMH,,Image,Geometry,2908.3,4903.8,330239.9,3080.2,0.3056,123.5669,99.6944,40311.3164,839,47,792,0,
H298-4006.vsi - 20x_02,38d16f56-1de9-4285-8436-e60e0afb61ff,DMH,,Image,Geometry,2779,4512,417899.7,4074.8,3.4619,1540.1501,96.5381,42948.9922,1001,118,883,0,
H298-4006.vsi - 20x_02,28c20ea5-9741-409e-b0d2-77ebc7dc39e4,PH,,Image,Geometry,2769.6,3818.4,447088.2,3566.1,1.6122,807.0923,98.3878,49254.9141,1118,82,1036,0,
H298-4006.vsi - 20x_03,4a99ee1d-3ceb-40bc-95fe-e603d52e2aea,ARC_FOS,,Image,Points,3314.1,5476.8,,,,0,,0,0,0,0,,2
H298-4006.vsi - 20x_03,f3c646ec-815a-43ee-a2e3-9285319cfda9,DMH_FOS,,Image,Points,3190.1,4816.6,,,41.6667,0.5281,58.3333,0.7393,0,0,0,,54
H298-4006.vsi - 20x_03,c5c4d986-8b0b-4f69-ade2-28d91332a477,VMH_FOS,,Image,Points,3152.1,5216.8,,,,0,,0,0,0,0,,2
H298-4006.vsi - 20x_03,cbfe4382-d191-495d-afd1-12cd967699a2,PH_FOS,,Image,Points,3038.9,4043.5,,,0,0,100,0.3168,0,0,0,,14
H298-4006.vsi - 20x_03,3142ffff-42c7-40fa-acb4-f4ddd4564167,ARC,,Image,Geometry,3256.8,5508,322659.2,3195.8,2.2449,598.1904,97.7551,26048.1074,691,119,572,0,
H298-4006.vsi - 20x_03,20fc81da-f9e8-4064-852d-32c341c05567,VMH,,Image,Geometry,3275.6,5108.6,470569.7,3644.9,0.6613,338.4887,99.3387,50848.9297,1077,88,989,0,
H298-4006.vsi - 20x_03,8331ed4d-4058-4e1e-af19-b67fb329b73e,DMH,,Image,Geometry,3166.1,4762.9,434138,4404.5,3.5194,1606.3693,96.4806,44037.1211,1122,128,994,0,
H298-4006.vsi - 20x_03,c128f7c7-7f8a-4b06-837b-e990adb52011,PH,,Image,Geometry,3046.2,4176.9,556063.4,4239.4,0.898,514.7563,99.102,56805.3789,1350,96,1254,0,
H298-4006.vsi - 20x_04,487108cd-f7e5-47d6-9497-92b8118cf6b2,ARC,,Image,Geometry,3167.5,6024,323506.6,3443,1.6862,548.0244,98.3138,31953.125,815,153,662,0,
H298-4006.vsi - 20x_04,02d1055b-c478-4f2a-9844-fea0ebda9aa9,VMH,,Image,Geometry,3107.8,5684.1,482455.5,3670.9,0.875,413.2625,99.125,46815.7891,1044,91,953,0,
H298-4006.vsi - 20x_04,e1fb1e80-da70-4a42-92f0-0298b50451bd,DMH,,Image,Geometry,3089.4,5308.2,406187.5,4206.1,2.9262,1492.9413,97.0738,49527.0781,1237,141,1096,0,
H298-4006.vsi - 20x_04,7313d435-258a-4b5a-bc57-2848c712e385,PH,,Image,Geometry,2980.4,4776.8,359240.1,3435.5,1.329,531.2319,98.671,39439.7969,924,66,858,0,
H298-4006.vsi - 20x_04,e8c59069-d68d-4e37-a998-177d6bdfd3c2,PH_FOS,,Image,Points,2872.3,4880.7,,,0,0,100,0.2112,0,0,0,,8
H298-4006.vsi - 20x_04,68a217ec-4183-41ed-b7c1-cfea6a877903,DMH_FOS,,Image,Points,3066.4,5375.3,,,44.4444,0.4225,55.5556,0.5281,0,0,0,,39
H298-4006.vsi - 20x_04,eb75daba-a570-447b-a937-e662fa261500,ARC_FOS,,Image,Points,3104.4,5961.2,,,0,0,100,0.2112,0,0,0,,3
