Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num 1+,Num 2+,Num 3+,Num Negative,Positive %,H-score,Allred proportion,Allred intensity,Allred score,Area µm^2,Perimeter µm,sp6-thresh: pS6 area µm^2,PS6_GAT_GLUT_FULL: DAPI %,PS6_GAT_GLUT_FULL: DAPI area µm^2,PS6_GAT_GLUT_FULL: GAT %,PS6_GAT_GLUT_FULL: GAT area µm^2,PS6_GAT_GLUT_FULL: GLUT %,PS6_GAT_GLUT_FULL: GLUT area µm^2,PS6_GAT_GLUT_FULL: pS6 %,PS6_GAT_GLUT_FULL: pS6 area µm^2,Num pS6
H1_15_neg-light_4lab06.vsi - 40x_05,8368d2d8-b064-44c9-8563-c0004de73d73,PathAnnotationObject,,Image,Rectangle,555.86,488.16,1695,435,508,745,7,99.59,217.46,5,2,7,763011.7,3517.1,,,,,,,,,,
H274_4_4lab06.vsi - 40x_01 #1,e50c457e-cd55-4ea1-ba14-ba0d927ac706,NDB,,Image,Geometry,2138.4,2178.2,733,241,299,193,0,100,193.45,5,2,7,576335.9,4817,48849.9688,66.2206,46624.1016,2.2278,1568.5436,7.1819,5056.5605,24.3697,17158.0469,
H274_4_4lab06.vsi - 40x_01 #1,80c907b6-a373-43fd-a5eb-22914144d84e,AVPE,,Image,Polygon,1985.4,1847.1,906,689,184,30,3,99.67,126.6,5,1,6,610654.8,3385.7,8288.0234,64.4597,81066.4688,8.5175,10711.8145,25.9282,32608.1309,1.0946,1376.6543,
H274_4_4lab06.vsi - 40x_01 #1,b39f30c0-f30c-497f-a2d3-5e6a8a16ac02,MnPO,,Image,Polygon,1891.6,993.63,563,452,99,8,4,99.29,119.72,5,1,6,298450.4,2885.7,1679.1832,94.4707,50463.3125,2.5976,1387.5333,2.7632,1476.0184,0.1686,90.043,
H274_4_4lab06.vsi - 40x_01 #1,9a3ef093-2586-485d-ac4d-7e5d70698350,MPO,,Image,Geometry,1989.2,1236.6,2270,1695,437,112,26,98.85,127.97,5,1,6,1820251,8193.7,16762.2324,90.7382,189327.7344,2.2038,4598.1865,5.6789,11849.2344,1.3791,2877.4939,
H274_4_4lab06.vsi - 40x_02 #2,4e24135d-b514-4f95-83e6-ac743ab9bedd,MnPO,,Image,Polygon,1021.9,864.8,557,346,150,61,,100,148.83,5,1,6,295114.4,2376,4919.7017,65.4092,40209.2383,19.4284,11943.3174,14.1908,8723.5811,0.9715,597.2147,
H274_4_4lab06.vsi - 40x_03 #3,81e88a8b-4d37-4650-98c3-51053c25f8e2,NDB,,Image,Geometry,1170.5,2011.7,478,8,109,361,,100,273.85,5,3,8,339470.6,3125,101595.4141,6.1936,12317.748,0.029,57.6962,84.2385,167533.1406,9.5389,18970.8418,
H274_4_4lab06.vsi - 40x_03 #3,6ec8dc71-d915-4198-954a-ce1806cc0601,AVPE,,Image,Geometry,1183.4,1925.1,722,81,341,300,,100,230.33,5,2,7,328617.6,3550.4,93107.5312,13.0046,26336.0156,0.1035,209.6866,76.8984,155729.4531,9.9934,20238.0195,
H274_4_4lab06.vsi - 40x_03 #3,be8b36c2-bbcd-43e2-a47a-52b5f27776c7,MnPO,,Image,Polygon,1119,1241.9,557,105,239,213,,100,219.39,5,2,7,290952.8,2515.7,35712.9062,14.3789,24533.8887,0.2768,472.3428,81.3197,138751.4844,4.0246,6867.0054,
H274_4_4lab06.vsi - 40x_03 #3,b9d1cd64-c895-4f07-84f0-5c82dad22457,MPO,,Image,Geometry,1146.9,1298.3,2355,324,927,1104,,100,233.12,5,2,7,1633980.2,7274.7,189006.2344,10.4086,86239.6328,0.1454,1204.5956,85.637,709542.125,3.809,31559.4336,
H301_4_4lab06.vsi - 40x_01 #1,c9985ed2-8bc1-44a8-bb42-5d91af767fb4,NDB,,Image,Geometry,3307.1,8064.3,960,183,297,479,1,99.9,230.62,5,2,7,778791.2,4606.2,104869.7109,20.1594,41178.5312,11.6666,23830.8398,45.1338,92192.5078,23.0402,47063.0117,
H301_4_4lab06.vsi - 40x_01 #1,21bcb0d8-a5ec-4745-a800-5c3a024d5725,MnPO,,Image,Polygon,3622.4,6596.4,587,334,161,92,0,100,158.77,5,1,6,323068.1,2850.9,9609.1201,32.2635,31765.2637,32.8985,32390.416,31.1966,30714.7988,3.6415,3585.2424,
H301_4_4lab06.vsi - 40x_01 #1,bc730662-98b7-482d-8489-df285cc5b1b8,AVPE,,Image,Polygon,3549.4,7663.9,1167,523,411,233,0,100,175.15,5,2,7,701818.5,4114.5,29670.4902,26.5704,65507.4609,38.6897,95386.5469,30.5035,75204.2422,4.2364,10444.5107,
H301_4_4lab06.vsi - 40x_01 #1,fe86a776-26b9-42e9-98a4-b0182d74e8e9,MPO,,Image,Geometry,3516.5,7276.4,2072,1065,638,366,3,99.86,165.97,5,1,6,1747731.4,7746.2,45084.6641,26.7586,113415.4297,33.3055,141164.4531,37.004,156840.2812,2.932,12426.9883,
H301_4_4lab06.vsi - 40x_01 #1,cbdbe87a-c4ce-4d45-8212-2b8cd8ea9d48,Cg,,Image,Rectangle,3383.2,1804,656,389,144,105,18,97.26,151.22,5,1,6,504093,2858.3,11376.8945,82.1898,33390.9766,4.6038,1870.3591,4.5604,1852.7202,8.646,3512.6006,
H301_4_4lab06.vsi - 40x_01 #2,49226b7b-1c1b-417b-a1b8-7f16dbe0bb7b,NDB,,Image,Geometry,1799.9,2367.7,743,194,244,305,0,100,214.94,5,2,7,598046.2,4588.5,54920.3438,18.6925,33244.5586,41.267,73393.2969,26.5149,47156.7812,13.5256,24055.2344,
H301_4_4lab06.vsi - 40x_01 #2,2fc6ac75-be34-46c4-be33-3a5be898b1f9,AVPE,,Image,Geometry,1939.9,1952.9,1161,741,294,124,2,99.83,146.51,5,1,6,715097.5,4404.4,16492.6836,33.0758,70816.1406,40.5082,86728.9531,24.6956,52873.9023,1.7204,3683.3655,
H301_4_4lab06.vsi - 40x_01 #2,56c3cf34-4d37-409a-bc2f-0928bfb3e092,MnPO,,Image,Polygon,2085.4,965.69,581,362,162,57,0,100,147.5,5,1,6,327856.5,2718.7,6168.9756,46.7457,36011.3594,29.1792,22478.7168,23.0428,17751.3809,1.0323,795.2565,
H301_4_4lab06.vsi - 40x_01 #2,a482a48b-6c0a-42e7-9854-48602898c914,MPO,,Image,Geometry,1882.7,1412,2176,1415,506,208,47,97.84,140.21,5,1,6,1710224.5,7728.1,24792.4043,38.6104,134433.75,38.1997,133003.875,21.5493,75030.2578,1.6406,5712.0786,
H301_4_4lab06.vsi - 40x_02,4da6b448-ab3a-46f0-8464-ec7bee2d6ec6,NDB-x0.5,,Image,Polygon,4263.3,3154.1,504,81,139,284,0,100,240.28,5,3,8,369492.1,2223.3,68274.3828,17.7847,18180.3926,13.022,13311.707,42.21,43149.1523,26.9833,27583.6523,
H301_4_4lab06.vsi - 40x_02,4af0f669-02e8-4ea8-b4d4-8cf8d7f9a75c,MPO,,Image,Geometry,2148.1,2365.9,2288,1501,534,243,10,99.56,144.14,5,1,6,1767439.3,9568.3,29478.3906,35.6953,139509.7188,43.9195,171652.9531,18.5887,72651.2266,1.7966,7021.6367,
H301_4_4lab06.vsi - 40x_02,407498de-ba4e-4112-968c-eb6710e4f4c4,MnPO,,Image,Polygon,2244.8,1803.3,531,374,106,45,6,98.87,135.78,5,1,6,306150.4,2653.2,3836.0696,56.6003,32177.2969,23.3744,13288.3379,19.568,11124.4014,0.4574,260.042,
H301_4_4lab06.vsi - 40x_02,0dcfd84e-f12b-463b-a625-aeff0ac7c410,AVPE,,Image,Polygon,2176.1,2762.1,1133,708,304,121,0,100,148.19,5,1,6,704527.3,4557.9,15683.7754,30.666,70334.1328,42.7526,98055.5469,25.0711,57502.0039,1.5103,3463.9087,
H301_4_4lab06.vsi - 40x_05,f7d692de-3405-4aaf-accc-a6c4a9014053,Cg,,Image,Rectangle,552.73,651.7,580,358,134,80,8,98.62,149.31,5,1,6,502131.4,2835.9,14925.249,43.5814,21713.457,0.0989,49.2992,49.6968,24760.3164,6.6228,3299.6663,
H301_4_4lab06.vsi - 40x_06,e63367c3-e213-463b-9869-e9cc8b75dc84,Cg,,Image,Rectangle,514.06,756.11,734,165,221,347,1,99.86,224.52,5,2,7,498941.6,2915.5,45978.5195,27.8709,24023.0195,0.4865,419.294,52.6325,45366.0586,19.0101,16385.5527,
H301_4_4lab06.vsi - 40x_09,0ba3e8b6-428d-41c0-a961-2dc44e9a4a78,Cg,,Image,Rectangle,1089.4,908.94,604,355,122,97,30,95.03,147.35,5,1,6,508147.2,2862.9,12243.499,83.641,28626.1172,1.6251,556.2069,4.4803,1533.3977,10.2535,3509.2737,
22408.vsi - 40x_01,43ca7623-a914-49e8-b775-603005b202c2,AVPE,,Image,Geometry,1063.8,1162.3,1258,701,313,240,4,99.68,162.72,5,1,6,686989,6772.7,26213.5254,41.2018,111720.1641,2.635,7144.9243,53.9614,146318.1875,2.2018,5970.3779,
22408.vsi - 40x_01,8767350f-a468-4bcf-b451-1ab1b61ea243,MnPO,,Image,Polygon,1019.7,304.36,490,370,89,14,17,96.53,120.41,5,1,6,283432,2234.3,1996.3934,67.9472,49204.5312,2.179,1577.9175,29.7233,21524.3672,0.1505,109.0022,
22408.vsi - 40x_01,b78d278f-8164-4c75-a81b-397805cfedc1,MPO,,Image,Geometry,1045,781,2340,1503,469,225,143,93.89,133.16,5,1,6,1624417,9413.4,22167.2949,51.5399,212234.1406,1.5993,6585.8921,45.9188,189087.1875,0.942,3879.0571,
22408.vsi - 40x_02,0bd158b9-f7c2-40ab-84d5-e67d24893c60,NDB,,Image,Geometry,1332.5,1663.2,393,287,29,5,72,81.68,91.6,5,1,6,311065.6,3522.8,846.5099,95.7606,42153.2422,3.8949,1714.5135,0.1464,64.4296,0.1981,87.2176,
22408.vsi - 40x_02,d9ad2e2c-6d7f-4ee1-8bfb-9df0a4ed8d13,MPO,,Image,Geometry,1485.9,887.13,2311,1280,113,8,910,60.62,66.21,4,1,5,1755798.3,7233.1,1470.2623,98.0047,267749.3438,1.8367,5017.8501,0.139,379.6328,0.0197,53.8145,
22408.vsi - 40x_02,1e9a2002-df51-4b6a-9237-38d9ee562133,MnPO,,Image,Polygon,1437.8,469.34,539,387,25,2,125,76.81,82.19,5,1,6,315594.7,2634.3,262.7883,93.5895,56455.4492,6.1598,3715.7388,0.2408,145.2306,0.01,6.0205,
22408.vsi - 40x_02,d292337f-2fe2-40b0-966e-5839cc2dd97e,AVPE,,Image,Polygon,1362.9,1353.5,1319,951,126,26,216,83.62,97.12,5,1,6,702138.4,4079.6,1770.5729,94.3125,134672.0625,5.2555,7504.5679,0.3814,544.6149,0.0505,72.14,
22408.vsi - 40x_03,e2eb719d-1611-47f3-b0b0-e448a618fe9d,AVPE,,Image,Polygon,1092.2,1344.3,1267,961,248,43,15,98.82,125.18,5,1,6,702427.3,4689.9,5077.1582,90.9469,124987.9844,2.0717,2847.1804,6.8343,9392.3545,0.147,202.0818,
22408.vsi - 40x_03,81784928-bc45-4e81-b9c8-e311742b0496,MnPO,,Image,Polygon,1061.5,451.39,587,473,84,7,23,96.08,112.78,5,1,6,304139,2329.6,1147.9559,93.1046,55438.3828,2.9831,1776.2498,3.8331,2282.3916,0.0792,47.1603,
22408.vsi - 40x_03,4e443c7e-8015-448c-b3af-e78f278c8dca,MPO,,Image,Geometry,1278.3,864.23,2464,1964,255,34,211,91.44,104.55,5,1,6,1668664.3,7276.4,3671.7742,96.1602,259080.3906,1.6586,4468.8257,2.1352,5752.7168,0.046,123.9213,
22408.vsi - 40x_03,18d48ebb-03ce-4e74-8ea2-ec62dd8a8c86,NDB,,Image,Geometry,1198.9,1594.7,197,141,45,10,1,99.49,132.49,5,1,6,155533.3,2076.2,869.8788,95.3211,17482.4395,2.5234,462.8104,1.6142,296.0592,0.5412,99.2585,
22408.vsi - 40x_09,f6cbdc76-5a91-4499-af6e-dfc0b4716eb3,Cg,,Image,Rectangle,238.38,478.04,656,215,227,212,2,99.7,198.93,5,2,7,455819.4,2865.7,23977.0527,86.2849,49271.7344,0.9916,566.2146,3.0128,1720.4283,9.7108,5545.1958,
22408.vsi - 40x_10,dad4c6a6-6606-4826-b726-fd5bf4c1e810,Cg,,Image,Rectangle,238.2,629.73,648,253,233,161,1,99.85,185.49,5,2,7,501729.4,3115.5,31000.7773,60.3286,54163.6016,0.2003,179.8483,32.4044,29092.9414,7.0667,6344.5713,
22408.vsi - 40x_11,fc0cee47-58e8-4183-8607-3b1d676ca63f,Cg,,Image,Rectangle,260.88,499.62,642,340,159,88,55,91.43,143.61,5,1,6,521372.8,3042,9448.9971,89.8338,63489.2578,6.679,4720.312,0.6003,424.2847,2.8868,2040.2526,
26306.vsi - 40x_01,b0c7d76e-b899-495f-9650-3f3c7ed0bc9f,AVPE,,Image,Geometry,1456.5,1633.9,1101,798,227,68,8,99.27,132.24,5,1,6,701608.6,4000,9401.5195,57.7922,94611.9922,2.9666,4856.644,37.7864,61860.3516,1.4549,2381.8086,
26306.vsi - 40x_01,866dc719-6042-4263-a8fc-6d09b9a8dabb,MnPO,,Image,Polygon,1410.8,781.67,421,326,76,13,6,98.57,122.8,5,1,6,305295.1,2522.2,1453.8909,59.0026,33997.1406,1.1162,643.1604,39.6095,22822.9141,0.2717,156.5586,
26306.vsi - 40x_01,e5cc7fe8-acda-43ae-83cd-17ca9acc6fce,MPO,,Image,Geometry,1472.5,891.18,1925,1058,584,261,22,98.86,156.31,5,1,6,1787106.3,8138.2,31371.2734,44.4673,153223.1875,1.389,4786.2998,51.6173,177860.5156,2.5263,8705.1504,
26306.vsi - 40x_01,e4c2223b-8eae-44de-86cc-2a9fb1474311,NDB,,Image,Geometry,1444.8,1794.1,411,205,87,112,7,98.3,173.97,5,2,7,406522,5040.1,11979.0996,42.7198,33304.9727,9.2358,7200.376,41.9711,32721.2773,6.0734,4734.8882,
26306.vsi - 40x_02,988f08a7-42e8-425c-ab04-0474b1a4e700,MnPO,,Image,Polygon,1267.5,836.37,477,358,102,15,2,99.58,127.25,5,1,6,307889.4,2609.8,1870.4388,65.1952,36837.6172,0.8856,500.3855,33.6382,19006.8066,0.281,158.7767,0
26306.vsi - 40x_02,672a72a9-c369-4b1c-81ef-c2275a6d63e5,NDB,,Image,Geometry,1235.6,2020.6,347,162,80,102,1,99.71,182.03,5,2,7,300950.6,2959.4,12336.71,41.4072,26565.6914,6.8583,4400.0918,43.8335,28122.3789,7.901,5069.0767,2
26306.vsi - 40x_02,d0907ae1-5254-4995-946d-5e9931abe69e,AVPE,,Image,Polygon,1419.2,1716.6,1067,775,199,77,14,98.69,131.83,5,1,6,711486.5,4222.5,8413.001,48.3095,87288.3047,2.1774,3934.324,48.4563,87553.5234,1.0567,1909.3602,2
26306.vsi - 40x_02,0d6d7d51-1aae-4b79-9038-fee6cdb75f8c,MPO,,Image,Geometry,1317.6,1007.1,2498,1322,586,283,35,98.43,150.18,5,1,6,1815319.6,7410.5,31011.207,71.1749,187543.4375,0.6883,1813.6664,25.1876,66368.3906,2.9492,7770.9209,272
26306.vsi - 40x_03,3fa56653-bfe5-4928-a4df-f08b2aac78fb,AVPE,,Image,Polygon,1477.7,1554.4,1122,945,111,37,29,97.42,113.9,5,1,6,721150.4,5430.5,3328.1848,68.878,92546.9219,2.8058,3770.0286,27.8968,37483.0742,0.4193,563.442,
26306.vsi - 40x_03,619f29d3-5559-4a6d-b4ec-bd55c1fe7821,MnPO,,Image,Geometry,1328.2,559.04,544,468,42,10,24,95.59,106.99,5,1,6,326089.1,2667.5,886.1447,85.8929,43805.0938,0.4758,242.6672,13.2376,6751.1382,0.3937,200.7879,
26306.vsi - 40x_03,744dddfe-cb57-4461-bd59-da82c7fc4d63,MPO,,Image,Geometry,1460.4,947.99,2096,1541,295,132,128,93.89,120.56,5,1,6,1694697,7313.6,12917.3691,89.019,182532.375,0.7032,1441.9552,8.6417,17719.6934,1.6361,3354.7217,
26306.vsi - 40x_03,fb8c9860-75fc-4934-bfa8-01f5e9f67abc,NDB,,Image,Geometry,1275.7,1818.2,390,232,83,73,2,99.49,158.21,5,1,6,349424.7,3363.3,8733.6172,60.6475,27805.459,10.0684,4616.1421,21.2673,9750.5732,8.0167,3675.4702,
26306.vsi - 40x_08,6a02209e-dae3-4d8d-b17a-1c02457c22ca,Cg,,Image,Rectangle,517.87,591.82,698,371,199,76,52,92.55,142.84,5,1,6,509487.7,3004.2,12343.2852,83.9926,51182.5977,0.0548,33.3766,11.7105,7136.0518,4.2421,2584.9995,
26306.vsi - 40x_09,d3b71cf6-df8d-4ad9-8edb-61b4876b958e,Cg,,Image,Rectangle,545.57,868.62,753,373,213,112,55,92.7,150.73,5,1,6,508045.2,2995.9,17395.0684,86.5636,54470.7773,0.1339,84.2602,7.2109,4537.5063,6.0916,3833.1643,
26306.vsi - 40x_10,220120f9-283e-429f-8ce4-d8897cb9d5f8,Cg,,Image,Rectangle,665.15,498.08,736,400,188,60,88,88.04,129.89,5,1,6,502368.5,2874,13251.9541,86.7264,50802.4375,0.1988,116.4486,9.1452,5357.0298,3.9297,2301.9053,
26806.vsi - 40x_01,d654d723-5f80-477c-b60b-b8f3c58833d1,MnPO,,Image,Polygon,1376.5,743.72,575,375,128,71,1,99.83,146.78,5,1,6,307580,2558.2,6447.3169,79.6028,38554.9805,5.5041,2665.8796,12.9704,6282.1221,1.9226,931.1923,
26806.vsi - 40x_01,db8bcc70-cbe0-44f7-a5ab-8a6dc06860d6,AVPE,,Image,Polygon,1080.8,1655.4,1048,642,234,166,6,99.43,153.44,5,1,6,705062.2,5743.8,20240.6914,47.3475,79740.4609,16.8357,28353.8496,34.0254,57303.9648,1.7915,3017.1794,
26806.vsi - 40x_01,1c7694da-5103-4dfb-a949-3b7e0035d7b0,MPO,,Image,Geometry,1413.7,1179.5,2415,1595,570,201,49,97.97,138.22,5,1,6,1768503.4,7697.3,19509.7852,83.8348,184645.5469,6.9683,15347.6289,8.4928,18705.4141,0.7041,1550.7462,
26806.vsi - 40x_02,04ff500b-90e3-4a59-a797-f9d26344c77a,AVPE,,Image,Polygon,1289.8,2080.6,1230,843,184,131,72,94.15,130.41,5,1,6,749647.8,5349.1,11669.917,69.2943,105424.5234,14.0128,21319.0625,15.8943,24181.6641,0.7987,1215.105,
26806.vsi - 40x_02,4b924e26-1a7c-46c7-a5fa-a2bbcd82512f,MnPO,,Image,Polygon,1579.9,1172.6,607,407,142,52,6,99.01,139.54,5,1,6,304207.8,2597.5,5626.4468,89.9985,44159.1914,2.5248,1238.8173,6.8929,3382.1309,0.5838,286.4476,
26806.vsi - 40x_02,8df63760-ee65-4a79-a674-a89a2f4e16f3,MPO,,Image,Geometry,1426,1480.2,2327,1571,486,175,95,95.92,131.84,5,1,6,1704192.5,7259.8,16816.3105,91.2765,187900.5625,3.5048,7214.978,4.6597,9592.4297,0.5589,1150.5698,
26806.vsi - 40x_03,672a099e-d10d-4a82-9264-6eca0fd0462a,MnPO,,Image,Polygon,1603.5,598.8,603,367,164,71,1,99.83,150.58,5,1,6,306266.4,2473.5,6975.481,81.6691,41842.6602,2.0545,1052.6051,15.5981,7991.5659,0.6784,347.5501,
26806.vsi - 40x_03,69cbd953-e68a-4cbf-beae-6a77e68c06b7,AVPE,,Image,Geometry,1326,1696.5,1224,824,214,173,13,98.94,144.69,5,1,6,710867.7,5910.8,17572.5664,43.2152,88438.9297,17.394,35596.4766,38.1769,78128.1641,1.2138,2484.0247,
26806.vsi - 40x_03,6eebb43b-8f81-48d6-b8d7-7a6d2e308685,MPO,,Image,Geometry,1342,1247.4,2353,1430,543,355,25,98.94,152.19,5,1,6,1756935.2,7805.1,32025.1543,68.1289,165544.0625,10.2306,24858.9941,20.2642,49239.2539,1.3763,3344.1067,
26806.vsi - 40x_04,c3c698fb-8e6f-4cbe-8e6e-eb7ddbd7d14f,Cg,,Image,Rectangle,462.28,470.22,652,237,187,216,12,98.16,193.1,5,2,7,479388.5,2897.4,23432.4902,83.9008,43450.8633,0.2767,143.2766,0.4406,228.1705,15.3819,7966.0581,
26806.vsi - 40x_05,d8509d71-4bda-49d0-846a-45bf356eeb3c,Cg,,Image,Rectangle,552.26,485.49,649,201,185,256,7,98.92,206.32,5,2,7,502254.6,2861.6,34495.6094,76.3736,43785.1836,0.0584,33.4559,1.1791,675.9561,22.389,12835.6934,
26806.vsi - 40x_06,6ed19f75-f828-46ed-848c-144be437a8fc,Cg,,Image,Rectangle,471.21,494.75,644,190,215,236,3,99.53,206.21,5,2,7,503781.5,2905.2,35393.3164,74.1332,38362.3008,0.0654,33.8519,1.0829,560.379,24.7185,12791.2793,
27606.vsi - 40x_01,77efa71a-4727-4a4b-9302-547ffd3d1e3f,MnPO,,Image,Polygon,1874,841.41,525,427,65,14,19,96.38,114.1,5,1,6,303164.3,2426.6,1447.4744,45.8181,47012.4453,0.3543,363.5255,53.4493,54842.5703,0.3784,388.2147,
27606.vsi - 40x_01,71c5938b-2edd-4200-8355-597705fde2b0,AVPE,,Image,Polygon,1877.1,1669.7,1163,872,164,98,29,97.51,128.46,5,1,6,703363.1,4228.7,9118.5312,28.8521,98654.1094,7.1902,24585.6426,63.0152,215468.1719,0.9424,3222.4299,
27606.vsi - 40x_01,9f02bc6c-c0ae-4284-8f83-3e58ec80805f,MPO,,Image,Geometry,1806.6,947.24,2363,1583,500,220,60,97.46,137.24,5,1,6,1764900.4,7438.4,27972.7969,39.9878,205508.5469,0.3649,1875.4818,58.0173,298166.7188,1.63,8376.876,
27606.vsi - 40x_01,fce3abf4-db85-4298-bd20-73354046fbb2,NDB,,Image,Polygon,497.5,2285.6,435,185,108,139,3,99.31,188.05,5,2,7,330286.5,2332.4,15995.5459,13.5245,25342.7969,1.0272,1924.8867,81.1405,152044.4219,4.3077,8072.0234,
27606.vsi - 40x_02,4ec1cbea-6579-4a49-b64c-d9cc43c3f71b,AVPE,,Image,Polygon,1601.7,1620.5,1317,877,315,118,7,99.47,141.31,5,1,6,700412.5,4672.6,11384.5518,38.7375,107061.1641,24.5427,67830.0156,35.7637,98842.1953,0.9561,2642.4844,
27606.vsi - 40x_02,86dfb0e1-6e46-458f-b0c9-f2700b0daf80,MnPO,,Image,Polygon,1525.1,816.71,528,419,77,26,6,98.86,123.3,5,1,6,290870.7,2452.6,2114.4526,51.0067,46910.0195,5.4927,5051.5435,43.234,39761.6094,0.2666,245.1493,
27606.vsi - 40x_02,df99e49f-189c-4c4e-9bce-c11016a595a1,MPO,,Image,Geometry,1564,908.19,2406,1463,683,244,16,99.33,148,5,1,6,1703219.8,7121,26151.5527,52.0609,196930.9375,4.3743,16546.8379,41.921,158574.8906,1.6438,6217.9829,
27606.vsi - 40x_02,86cf552a-71cf-4850-9d1d-eb70282cfba0,NDB,,Image,Polygon,267.75,2091.2,267,123,79,65,0,100,178.28,5,2,7,187841.6,1674.2,7875.7266,24.7995,15636.3477,14.8454,9360.1934,55.8435,35209.9492,4.5116,2844.6455,
27606.vsi - 40x_07,eb47a3db-adc5-47e1-9b9f-2158340329c8,Cg,,Image,Rectangle,335.73,530.25,726,411,171,105,39,94.63,147.11,5,1,6,509733.9,2871.9,13324.4902,87.3628,59245.1953,0.0681,46.1833,7.8101,5296.4287,4.759,3227.2886,
27606.vsi - 40x_08,e043af8c-ab53-4942-a243-14aadd75ad33,Cg,,Image,Rectangle,529.66,938.86,749,427,195,111,16,97.86,153.54,5,1,6,500704.9,2831,13426.5742,85.0333,64880.6992,0.0415,31.6867,10.5381,8040.5747,4.3871,3347.4075,
27606.vsi - 40x_09,971fc8b3-fa8d-4e51-b9d5-3eb6a99b5841,Cg,,Image,Rectangle,523.5,640.08,697,289,166,227,15,97.85,186.8,5,2,7,498285.1,2833.9,30180.3555,70.0637,53877.3672,0.4098,315.1241,14.5503,11188.8838,14.9762,11516.3662,
Image_02.vsi - 40x_01,99115639-9434-4fa1-8f82-7a50d0d125d4,MnPO,,Image,Polygon,1085.9,731.16,664,590,42,3,29,95.63,102.86,5,1,6,317790.3,2748.4,543.4003,87.9239,61183.707,1.1739,816.8563,10.8975,7583.2832,0.0047,3.3007,
Image_02.vsi - 40x_01,9432e8f7-4aa6-48ad-9960-7aabb5d9f705,AVPE,,Image,Polygon,1199,1710.9,1488,914,451,122,1,99.93,146.64,5,1,6,693573,4388.7,17433.4082,53.8358,145865.5,6.8209,18480.9922,38.5751,104517.5703,0.7682,2081.3396,
Image_02.vsi - 40x_01,a03d1516-3e4a-43b8-abb1-df7298a720dc,MPO,,Image,Geometry,1106.7,893.92,2631,1981,235,126,289,89.02,107.53,5,1,6,1725222.8,7631.4,10616.0967,82.0183,246023.5781,3.5207,10560.8008,13.569,40701.8047,0.892,2675.5442,
Image_02.vsi - 40x_02,b135683f-6bc0-4d26-8374-64fe41d3abd2,AVPE,,Image,Polygon,1890.3,1770.4,1334,974,262,81,17,98.73,130.51,5,1,6,723870.5,4587.7,8610.2236,58.1791,116893.3828,6.4646,12988.582,34.7487,69817.1172,0.6076,1220.7822,
Image_02.vsi - 40x_02,3ba18ea8-898e-4e2b-868f-ecb257ce9ff2,MnPO,,Image,Polygon,1878.7,867.81,538,445,63,12,18,96.65,112.83,5,1,6,296450.6,2605.8,1277.6337,83.4426,49700.5352,0.7463,444.5378,15.6433,9317.5742,0.1677,99.8923,
Image_02.vsi - 40x_02,61291819-3f98-43bd-a97d-6d9dad34d63a,MPO,,Image,Geometry,1741.5,956.22,2389,1742,288,145,214,91.04,115.24,5,1,6,1722958.4,7850,11890.5615,84.3746,212628.2969,2.281,5748.1489,12.2054,30758.2344,1.139,2870.4172,
Image_02.vsi - 40x_02,2a45eace-f177-4709-8431-c02630a047e5,NDB,,Image,Geometry,1869.9,2040.3,832,383,197,248,4,99.52,182.81,5,2,7,606656.7,4318,29561.4102,53.1854,63753.2852,10.6269,12738.4424,24.7825,29706.7383,11.4053,13671.5352,
Image_02.vsi - 40x_03,b2c13ddc-26f2-4665-87b1-d4af9f190439,AVPE,,Image,Geometry,1619.2,1545.8,1205,891,111,30,173,85.64,99.83,5,1,6,705720.8,5397.5,3450.2578,55.2694,107359.6797,26.4825,51441.6914,17.935,34838.293,0.3131,608.2787,
Image_02.vsi - 40x_03,b4d4f2e7-7a30-4447-95a8-859d3d648ad1,NDB,,Image,Geometry,1449.1,1900.3,529,296,83,134,16,96.98,163.33,5,2,7,385379.8,3494.7,14111.4023,57.4774,44528.0273,26.6393,20637.5879,7.0094,5430.2256,8.874,6874.7158,
Image_02.vsi - 40x_03,d1923c80-aca5-4d43-8efe-63de43046083,MPO,,Image,Geometry,1673.1,1097.8,2502,1412,165,99,826,66.99,81.49,5,1,6,1761650.5,8982,8965.1143,79.868,251614.2188,15.7143,49505.8203,3.6046,11355.7148,0.8131,2561.7097,
Image_02.vsi - 40x_04,66d0640a-26c1-466a-ac86-c0f164599b47,Cg,,Image,Rectangle,1360,760.65,805,290,214,299,2,99.75,200.62,5,2,7,516999.9,3019.5,34574.4805,75.6538,63008.7812,1.4074,1172.1696,7.6973,6410.77,15.2415,12694.001,
Image_02.vsi - 40x_05,e7ebc1b6-f5c9-474c-811c-2dcd40fecc41,Cg,,Image,Rectangle,1194.9,822.34,712,195,180,335,2,99.72,219.1,5,2,7,503950.6,3000.5,42801.9023,63.4016,47835.9062,0.6548,494.0218,11.2771,8508.4814,24.6665,18610.5918,
Image_02.vsi - 40x_06,ec655601-9760-4815-8e75-743b6297d76c,Cg,,Image,Rectangle,978.06,1011.9,820,336,234,232,18,97.8,182.93,5,2,7,502922.7,2958.8,25166.3066,84.7199,72889.1875,0.565,486.0737,4.4678,3843.8584,10.2474,8816.4229,
