Image,Name,DAB-Thesholder: FOS area µm^2,ROI: 1.00 µm per pixel: OD Sum: Mean,ROI: 1.00 µm per pixel: OD Sum: Std.dev.,ROI: 1.00 µm per pixel: OD Sum: Min,ROI: 1.00 µm per pixel: OD Sum: Max,MIDLOW-SENS-FOS-thersholder: FOS area µm^2,DAB_FOS_LOWSENS: FOS area µm^2,Num Detections,Num FOS,Area µm^2
H224-1.vsi - 20xPOA,cg,668.4726,0.3009,0.0168,0.2365,1.0078,,2284.0352,64,64,500958.4
H224-1.vsi - 20xPOA,cg,484.9243,0.2962,0.0155,0.2468,0.9968,,1737.9652,50,50,500958.4
H224-1.vsi - 20xPOA,cg,294.3345,0.2929,0.0188,0.253,1.9509,,628.4559,21,21,500958.4
H230-1.vsi - 20xPOA,cp,7986.9326,0.2815,0.0289,0.2365,1.0976,,8021.8198,73,73,445306.8
H230-1.vsi - 20xPOA,cp,56152.1641,0.3473,0.1629,0.2183,2.0163,,55596.5781,78,78,266460.4
H230-1.vsi - 20xPOA,OVLT,6.5721,0.2673,0.0076,0.2345,0.4514,,23.3544,0,0,86173.7
H230-1.vsi - 20xPOA,MnPO,63.8429,0.276,0.0108,0.2365,0.532,,71.2367,1,1,297398.3
H230-1.vsi - 20xPOA,dMPA,439.3893,0.284,0.0146,0.2427,0.6384,,463.3322,5,5,503110.6
H230-1.vsi - 20xPOA,vMPA,602.752,0.2897,0.0156,0.2468,0.9945,,711.4285,6,6,503110.6
H230-1.vsi - 20xPOA,BNST,283.5375,0.2716,0.0107,0.2406,0.5546,,212.5366,2,2,216102
H230-1.vsi - 20xPOA,LSV,278.3737,0.2701,0.0107,0.2243,1.4704,,325.6704,2,2,453255.9
H230-1.vsi - 20xPOA,vMPA,2556.532,0.3055,0.0259,0.2489,1.5326,,10681.4033,8,8,503110.6
H230-1.vsi - 20xPOA,LSV,1007.8726,0.272,0.0142,0.2345,0.8598,,1335.5421,8,8,453255.8
H230-1.vsi - 20xPOA,BNST,3.286,0.2756,0.0079,0.2224,0.6515,,12.6747,0,0,108051
H230-1.vsi - 20xPOA,BNST,2.3472,0.2737,0.0086,0.2427,0.4538,,12.44,0,0,96140.6
H230-1.vsi - 20xPOA,MnPO,221.5724,0.2839,0.0156,0.2406,1.2551,,826.5574,3,3,279443.9
H230-1.vsi - 20xPOA,AVPE,2095.5488,0.2884,0.0188,0.2365,0.7178,,3196.9688,20,20,713931.9
H230-1.vsi - 20xPOA,AVPE,647.3481,0.2769,0.012,0.2365,0.5898,,595.9475,6,6,702018
H230-1.vsi - 20xPOA,cp,93671.125,0.3174,0.0971,0.2365,2.117,,92732.625,265,265,655621.1
H230-1.vsi - 20xPOA,dMPA,953.8878,0.2946,0.0295,0.2407,3.577,,3440.9575,9,9,503110.6
H230-1.vsi - 20xPOA,dMPA,1631.2797,0.2893,0.022,0.2489,2.4592,,2671.5537,15,15,503110.6
H230-1.vsi - 20xPOA,vMPA,199.509,0.2886,0.0134,0.2468,0.7089,,1058.9276,2,2,503110.6
H230-1.vsi - 20xPOA,BNST,222.0418,0.2741,0.0129,0.2427,0.8017,,293.8662,1,1,108051
H230-1.vsi - 20xPOA,BNST,2.3472,0.2703,0.007,0.2365,0.6599,,24.2933,0,0,96140.6
H230-1.vsi - 20xPOA,AVPE,472.2496,0.2795,0.0136,0.2163,0.6714,,1123.9443,4,4,713931.9
H230-1.vsi - 20xPOA,MnPO,32.3909,0.2776,0.0104,0.2406,0.5387,,130.3855,1,1,279443.8
H230-1.vsi - 20xPOA,cp,87034.75,0.3131,0.0735,0.2243,1.618,,89081.8359,362,362,803448.6
H230-1.vsi - 20xPOA,cg,67.1289,0.2758,0.0096,0.2407,0.5858,,351.8414,0,0,500313.5
H230-1.vsi - 20xPOA,cg,33.3297,0.2782,0.0098,0.2304,0.5778,,119.5885,0,0,500313.5
H230-1.vsi - 20xPOA,cg,50.6988,0.2764,0.011,0.2365,1.319,,192.3509,0,0,500313.5
H230-1.vsi - 20xPOA,cg,76.0481,0.2783,0.0125,0.2365,2.0769,,628.5732,1,1,500313.5
H236-3.vsi - 20xPOA,AVPEx05,917.272,0.2761,0.0138,0.2365,1.5161,,1115.3772,22,22,343988.9
H236-3.vsi - 20xPOA,OVLT,760.012,0.2828,0.0309,0.2427,0.8834,,803.203,11,11,36368
H236-3.vsi - 20xPOA,vMPO,102.8058,0.2784,0.0089,0.2304,0.6572,,337.5237,3,3,507421.6
H236-3.vsi - 20xPOA,BNSTx05,3604.7759,0.2867,0.0686,0.2427,2.8494,,3799.1362,15,15,126398.6
H236-3.vsi - 20xPOA,LSVx05,266.6379,0.2755,0.0113,0.2406,0.6859,,570.1286,8,8,296285
H236-3.vsi - 20xPOA,OVLT,1105.0453,0.2974,0.069,0.2427,1.645,,1214.428,15,15,25011.7
H236-3.vsi - 20xPOA,AVPEx05,745.929,0.2795,0.0163,0.2406,1.1405,,1054.7028,27,27,307246.1
H236-3.vsi - 20xPOA,dMPO,806.9553,0.2772,0.0118,0.2406,0.7279,,1263.4839,15,15,507421.6
H236-3.vsi - 20xPOA,vMPO,1460.406,0.2849,0.0226,0.2284,1.4539,,2242.7249,16,16,507421.6
H236-3.vsi - 20xPOA,LSVx05,673.6364,0.2782,0.0194,0.2365,2.2357,,900.7281,17,17,296284.9
H236-3.vsi - 20xPOA,AVPEx05,569.8917,0.2777,0.0161,0.2406,1.8809,,655.5657,21,21,347979.4
H236-3.vsi - 20xPOA,OVLT,1873.5071,0.2977,0.082,0.2468,1.9036,,1864.3605,15,15,40073.8
H236-3.vsi - 20xPOA,cp,16920.2422,0.3597,0.0915,0.2406,1.4151,,15121.9043,17,17,50445.8
H236-3.vsi - 20xPOA,BNSTx05,1770.7012,0.283,0.0333,0.2427,1.1954,,1898.9813,16,16,126398.6
H236-3.vsi - 20xPOA,BNSTx05,425.3063,0.273,0.0279,0.2407,1.892,,419.3227,4,4,126398.6
H236-3.vsi - 20xPOA,LSVx05,743.5818,0.2737,0.0141,0.2345,0.998,,810.0098,13,13,296284.9
H236-3.vsi - 20xPOA,LSVx05,573.6471,0.273,0.011,0.2386,0.9897,,738.421,17,17,296284.9
H236-3.vsi - 20xPOA,BNSTx05,271.3323,0.2738,0.0107,0.2365,0.5659,,339.7535,9,9,126398.6
H236-3.vsi - 20xPOA,AVPEx05,1616.2578,0.2756,0.0192,0.2123,1.8997,,1919.519,34,34,326044.9
H236-3.vsi - 20xPOA,OVLT,683.4944,0.2927,0.0532,0.2427,0.9356,,726.8025,8,8,13030.1
H236-3.vsi - 20xPOA,cp,47473.7578,0.385,0.1399,0.2427,2.0601,,45465.4688,27,27,117969.1
H236-3.vsi - 20xPOA,dMPO,740.7653,0.2882,0.0151,0.2406,0.6919,,1957.4259,20,20,507421.6
H236-3.vsi - 20xPOA,dMPO,1035.0997,0.2819,0.0139,0.2304,0.7298,,1072.1892,19,19,507421.6
H236-3.vsi - 20xPOA,vMPO,540.3174,0.2807,0.019,0.2427,2.6584,,644.0646,9,9,507421.6
H236-3.vsi - 20xPOA,cg,211.2448,0.2748,0.0085,0.2427,0.5914,,374.8437,5,5,519118.3
H236-3.vsi - 20xPOA,cg,88.7228,0.2733,0.0119,0.2243,1.7533,,302.0813,4,4,519118.3
H236-3.vsi - 20xPOA,cg,101.867,0.2757,0.0087,0.2304,0.508,,326.1399,7,7,519118.3
H236-3.vsi - 20xPOA,cg,245.9829,0.274,0.0092,0.2304,1.7374,,423.8997,11,11,519118.3
H241-1.vsi - 20xPOA,AVPE,685.8416,0.2771,0.0113,0.2183,0.7174,,943.3293,18,18,709864.9
H241-1.vsi - 20xPOA,MnPO,78.8647,0.2812,0.0107,0.2468,0.5805,,250.9129,2,2,315557
H241-1.vsi - 20xPOA,dMPO,189.1815,0.2805,0.011,0.2427,0.6109,,547.009,4,4,500559.2
H241-1.vsi - 20xPOA,vMPO,214.5309,0.2848,0.0126,0.2427,0.9025,,393.1517,7,7,500559.2
H241-1.vsi - 20xPOA,BNST,2.3472,0.2739,0.007,0.2203,0.4347,,16.8997,0,0,194700.8
H241-1.vsi - 20xPOA,LSV,1493.7357,0.275,0.0168,0.2083,1.102,,1702.2881,22,22,314526.1
H241-1.vsi - 20xPOA,AVPE,684.4333,0.2792,0.0127,0.2304,0.826,,1269.5865,34,34,709864.9
H241-1.vsi - 20xPOA,AVPE,684.4333,0.2792,0.0127,0.2304,0.826,,1269.5865,34,34,709864.9
H241-1.vsi - 20xPOA,BNST,130.5024,0.2747,0.0094,0.2103,0.7605,,171.5784,2,2,194700.8
H241-1.vsi - 20xPOA,dMPO,264.7602,0.2837,0.0131,0.2304,0.757,,1085.4507,6,6,500559.2
H241-1.vsi - 20xPOA,MnPO,190.1204,0.286,0.0149,0.2304,0.7602,,864.699,1,1,253077.4
H241-1.vsi - 20xPOA,LSV,848.2654,0.2754,0.0155,0.2243,1.2118,,1058.8103,13,13,314526.1
H241-1.vsi - 20xPOA,LSV,1640.6682,0.2772,0.0182,0.2163,1.3441,,1911.656,25,25,350036.5
H241-1.vsi - 20xPOA,BNST,39.9018,0.2762,0.0093,0.2243,0.7149,,84.3809,1,1,185937.9
H241-1.vsi - 20xPOA,dMPO,228.1444,0.2843,0.0123,0.2406,0.7266,,442.2076,4,4,500559.2
H241-1.vsi - 20xPOA,vMPO,577.4026,0.2948,0.0184,0.2468,0.7208,,3373.2415,7,7,500559.2
H241-1.vsi - 20xPOA,vMPO,183.0789,0.2925,0.0153,0.2468,0.6242,,293.9836,1,1,500559.2
H241-1.vsi - 20xPOA,AVPE,1158.5605,0.2796,0.0131,0.2345,0.7363,,1280.7356,20,20,707233.7
H241-1.vsi - 20xPOA,MnPO,253.9632,0.2828,0.0127,0.2406,0.5862,,423.8997,6,6,313880.3
H241-1.vsi - 20xPOA,cg,56.8014,0.2741,0.0073,0.2243,1.1119,,102.2194,1,1,514193.5
H241-1.vsi - 20xPOA,cg,3.286,0.276,0.0072,0.2406,0.372,,0,0,0,514193.5
H241-1.vsi - 20xPOA,cg,300.4371,0.2751,0.0079,0.2427,0.5517,,226.8544,3,3,514193.5
H243-1.vsi - 20xPOA,cp,1329.9037,0.2819,0.0292,0.2304,0.7612,,2261.033,29,29,88521.4
H243-1.vsi - 20xPOA,cp,1359.4779,0.2947,0.0448,0.2243,1.2796,,2144.261,27,27,39197.4
H243-1.vsi - 20xPOA,cp,62.4346,0.2751,0.0236,0.2365,0.5031,,128.8599,1,1,18781.9
H243-1.vsi - 20xPOA,AVPE,545.9506,0.2679,0.0135,0.2284,0.6893,,1072.0718,8,8,723093.6
H243-1.vsi - 20xPOA,MnPO,337.9918,0.2908,0.0245,0.2365,1.9335,,1979.1373,5,5,272952
H243-1.vsi - 20xPOA,dMPO,67.5984,0.2721,0.0137,0.2345,0.9897,,715.5361,0,0,447378.1
H243-1.vsi - 20xPOA,vMPO,173.2208,0.2797,0.0156,0.2284,0.8787,,1131.8074,2,2,447378.1
H243-1.vsi - 20xPOA,BNST,86.8451,0.2648,0.0091,0.2224,0.6854,,141.1825,1,1,229712.9
H243-1.vsi - 20xPOA,LSV,16.4302,0.2622,0.0081,0.2203,2.2921,,145.0554,0,0,449858.7
H243-1.vsi - 20xPOA,cg,150.688,0.269,0.014,0.2203,4.1582,,610.1479,4,4,503965.9
H243-1.vsi - 20xPOA,cg,98.1115,0.2692,0.0159,0.2304,4.1404,,454.0609,4,4,503965.9
H243-1.vsi - 20xPOA,AVPE,873.6148,0.2711,0.0182,0.2243,3.6743,,2013.5234,16,16,728313.3
H243-1.vsi - 20xPOA,dMPO,75.5787,0.2726,0.0115,0.2345,1.0042,,550.5297,1,1,447378.1
H243-1.vsi - 20xPOA,vMPO,486.802,0.285,0.1353,0.2365,7.2196,,1589.2716,5,5,447378.1
H243-1.vsi - 20xPOA,cg,314.9895,0.2687,0.0124,0.2284,1.557,,805.4329,2,2,503965.9
H243-1.vsi - 20xPOA,BNST,423.4286,0.2672,0.016,0.2304,1.082,,672.8175,6,6,229712.9
H243-1.vsi - 20xPOA,LSV,58.6791,0.2632,0.0079,0.2243,0.9323,,188.3607,3,3,447222.4
H243-1.vsi - 20xPOA,MnPO,216.878,0.2736,0.0148,0.2123,0.8519,,509.2195,3,3,291122.8
H243-1.vsi - 20xPOA,vMPO,41.3101,0.2687,0.0089,0.2345,0.6019,,227.6759,1,1,447378.1
H243-1.vsi - 20xPOA,dMPO,386.3434,0.2696,0.0135,0.2284,1.3057,,815.6431,5,5,447378.1
H243-1.vsi - 20xPOA,AVPE,156.3212,0.2625,0.0093,0.2243,1.0201,,470.139,3,3,728313.2
H243-1.vsi - 20xPOA,MnPO,258.6576,0.2701,0.0717,0.2304,7.2196,,574.8229,3,3,291122.8
H243-1.vsi - 20xPOA,BNST,1669.7731,0.2706,0.0347,0.2345,1.6271,,2391.1838,15,15,229712.9
H245-1.vsi - 20xPOA,AVPE,2051.4221,0.2932,0.0277,0.2345,1.6054,,7515.417,45,45,715600
H245-1.vsi - 20xPOA,MnPO,275.5572,0.2934,0.023,0.2427,5.3623,,1240.8336,7,7,330699.6
H245-1.vsi - 20xPOA,dMPO,63.8429,0.298,0.0181,0.2489,1.7585,,676.573,1,1,505707.1
H245-1.vsi - 20xPOA,vMPO,113.1333,0.2947,0.0167,0.2427,2.7137,,597.2385,2,2,505707.1
H245-1.vsi - 20xPOA,cg,76.987,0.2821,0.0129,0.2427,2.0539,,1358.1924,1,1,501839.9
H245-1.vsi - 20xPOA,cg,362.8717,0.2942,0.0221,0.2489,3.1546,,2841.3718,8,8,501839.9
H245-1.vsi - 20xPOA,cg,496.1907,0.278,0.0138,0.2243,1.5302,,1259.2589,4,4,501839.9
H245-1.vsi - 20xPOA,AVPE,1330.373,0.2863,0.0202,0.2223,1.1743,,4889.7505,23,23,684452.2
H245-1.vsi - 20xPOA,MnPO,724.8045,0.2847,0.0202,0.2427,1.125,,1892.5266,8,8,292835.5
H245-1.vsi - 20xPOA,dMPO,21.1245,0.2861,0.0139,0.2304,0.712,,759.4282,0,0,505707.1
H245-1.vsi - 20xPOA,vMPO,142.7076,0.2993,0.02,0.2489,1.2803,,3367.2561,1,1,505707.1
H245-1.vsi - 20xPOA,dMPO,113.1333,0.2798,0.0113,0.2304,0.7297,,727.0372,3,3,505707.1
H245-1.vsi - 20xPOA,vMPO,45.0656,0.2862,0.0121,0.2243,1.4663,,1064.7955,1,1,505707.1
H245-1.vsi - 20xPOA,BNST,8.9192,0.279,0.0119,0.2468,2.3054,,36.4986,0,0,223161.7
H245-1.vsi - 20xPOA,BNST,48.821,0.2777,0.0101,0.2406,0.5318,,222.7468,3,3,223161.7
H245-1.vsi - 20xPOA,LSV,5.6332,0.2767,0.008,0.2366,0.8947,,114.7768,0,0,538554.5
H245-1.vsi - 20xPOA,LSV,97.1726,0.2763,0.0259,0.2406,6.9186,,352.7803,2,2,538554.5
H245-1.vsi - 20xPOA,MnPO,514.0291,0.2819,0.0176,0.2365,0.9134,,1950.8539,11,11,283636.8
H245-1.vsi - 20xPOA,AVPE,913.986,0.2872,0.0188,0.2406,1.0723,,4277.8423,14,14,588572.3
H250-1.vsi - 20xPOA,AVPE,3915.5405,0.2939,0.0407,0.2304,2.6829,,20097.9141,53,53,696479
H250-1.vsi - 20xPOA,OVLT,966.0931,0.2911,0.066,0.2304,1.6381,,2121.8455,13,13,39956
H250-1.vsi - 20xPOA,MnPO,168.5264,0.2861,0.0225,0.2284,0.8321,,1935.8319,5,5,305876.1
H250-1.vsi - 20xPOA,BNST,5805.0083,0.2987,0.0685,0.2365,2.6644,,11186.6318,45,45,265706.6
H250-1.vsi - 20xPOA,LSV,2547.1433,0.2775,0.0476,0.2345,2.5702,,4129.6182,11,11,437128.6
H250-1.vsi - 20xPOA,dMPO,204.2034,0.2816,0.0208,0.2284,3.2384,,3196.7339,3,3,506636.1
H250-1.vsi - 20xPOA,vMPO,163.8321,0.2781,0.0189,0.2223,1.2413,,2757.343,3,3,506636.1
H250-1.vsi - 20xPOA,cp,11724.5586,0.3121,0.0712,0.2243,1.3356,,22494.6133,81,81,181024.9
H250-1.vsi - 20xPOA,cp,8668.0801,0.3018,0.0602,0.2243,1.2842,,20617.2266,96,96,238131.2
H250-1.vsi - 20xPOA,cg,86.8451,0.2693,0.0152,0.2284,0.8345,,1311.3662,2,2,511547.7
H250-1.vsi - 20xPOA,cg,427.184,0.2697,0.0165,0.2243,1.5827,,1362.7694,5,5,511547.7
H250-1.vsi - 20xPOA,cg,110.3167,0.2621,0.0118,0.2243,1.0378,,788.5332,3,3,511547.7
H250-1.vsi - 20xPOA,cp,15592.2168,0.314,0.0878,0.2243,1.7975,,29076.5586,105,105,185182.9
H250-1.vsi - 20xPOA,dMPO,534.6841,0.2826,0.0225,0.2284,1.0237,,4069.4133,8,8,506636.1
H250-1.vsi - 20xPOA,vMPO,626.6931,0.284,0.0244,0.2305,1.6761,,5423.7329,6,6,506636.1
H250-1.vsi - 20xPOA,vMPO,276.496,0.2823,0.0196,0.2304,0.7479,,3787.8699,4,4,506636.1
H250-1.vsi - 20xPOA,dMPO,705.0883,0.2766,0.0228,0.2284,1.9268,,2860.9707,8,8,506636.1
H250-1.vsi - 20xPOA,MnPO,392.446,0.2808,0.0276,0.2304,2.5725,,2213.8547,10,10,273563.9
H250-1.vsi - 20xPOA,OVLT,3965.7698,0.3183,0.155,0.2284,5.1704,,6233.9775,14,14,50398.6
H250-1.vsi - 20xPOA,AVPE,1654.2819,0.2791,0.0294,0.2183,2.7795,,7138.5781,26,26,706456.7
H250-1.vsi - 20xPOA,BNST,4134.7656,0.2859,0.0488,0.2305,1.5645,,8315.5684,40,40,256713.7
H250-1.vsi - 20xPOA,LSV,1409.2378,0.2696,0.0393,0.2243,6.0735,,3261.9854,20,20,710832.7
H250-1.vsi - 20xPOA,cp,19386.1738,0.2968,0.0579,0.2203,1.5551,,37998.168,143,143,452212.6
H250-1.vsi - 20xPOA,BNST,2383.7808,0.2771,0.0528,0.2304,4.0349,,4280.0723,23,23,275554.6
H250-1.vsi - 20xPOA,LSV,704.1495,0.2651,0.0207,0.2123,1.2292,,1454.6613,5,5,494602.1
H250-1.vsi - 20xPOA,MnPO,276.496,0.2699,0.0162,0.2304,0.8471,,996.4928,6,6,357697.5
H250-1.vsi - 20xPOA,AVPE,1123.8225,0.2709,0.0209,0.2243,1.2398,,3991.7219,19,19,727092.5
H263-1.vsi - 20xPOA,OVLT,1633.6268,0.2966,0.0653,0.2406,1.2967,,2858.3887,14,14,46649.2
H263-1.vsi - 20xPOA,AVPE,619.1821,0.2707,0.014,0.2365,1.1531,,1568.0298,10,10,717354.2
H263-1.vsi - 20xPOA,MnPO,22.5328,0.2711,0.0102,0.2365,0.7946,,168.175,1,1,320095.1
H263-1.vsi - 20xPOA,BNST,3566.2825,0.2819,0.0496,0.2365,1.6647,,6268.2461,33,33,228009
H263-1.vsi - 20xPOA,dMPO,329.542,0.2814,0.0151,0.2365,0.7091,,1271.1122,6,6,500680.8
H263-1.vsi - 20xPOA,vMPO,177.9151,0.2771,0.0121,0.2407,1.0166,,787.9464,5,5,500680.8
H263-1.vsi - 20xPOA,LSV,294.3345,0.2669,0.0155,0.2365,1.3642,,682.4409,3,3,476969.8
H263-1.vsi - 20xPOA,cp,81334.4297,0.3802,0.1286,0.2365,2.6619,,122523.9062,200,200,299331.5
H263-1.vsi - 20xPOA,OVLT,1109.7396,0.284,0.0391,0.2427,1.0734,,2236.8569,12,12,66227.7
H263-1.vsi - 20xPOA,AVPE,667.5337,0.2816,0.0187,0.2345,1.0911,,4423.0151,10,10,702395.1
H263-1.vsi - 20xPOA,MnPO,373.6686,0.2813,0.0168,0.2304,0.888,,2017.1615,9,9,359298.7
H263-1.vsi - 20xPOA,BNST,2087.5684,0.2847,0.0391,0.2427,1.4073,,4402.4775,24,24,193098.9
H263-1.vsi - 20xPOA,LSV,836.5296,0.2739,0.0179,0.2304,1.4221,,2059.2932,9,9,462102.9
H263-1.vsi - 20xPOA,dMPO,875.0231,0.2893,0.0238,0.2406,1.2238,,6989.2979,18,18,500680.8
H263-1.vsi - 20xPOA,vMPO,379.3018,0.2886,0.0198,0.2345,0.757,,5101.4658,8,8,500680.8
H263-1.vsi - 20xPOA,cp,27311.1406,0.3629,0.1128,0.2427,2.2419,,44700.9922,117,117,131979.8
H263-1.vsi - 20xPOA,cp,139736.1094,0.5361,0.2792,0.2365,5.8217,,170828.625,81,81,255098.7
H263-1.vsi - 20xPOA,OVLT,847.3265,0.299,0.0676,0.2427,2.3411,,1722.2391,9,9,42281.6
H263-1.vsi - 20xPOA,AVPE,1251.9778,0.2748,0.0173,0.2304,1.1528,,3720.9753,23,23,706954
H263-1.vsi - 20xPOA,MnPO,318.2756,0.273,0.0141,0.2324,1.4023,,1250.3397,10,10,321557.2
H263-1.vsi - 20xPOA,dMPO,897.0864,0.2821,0.0258,0.2345,1.9299,,2182.2852,9,9,502507.8
H263-1.vsi - 20xPOA,vMPO,37.5546,0.2809,0.0122,0.2406,0.5995,,358.7656,1,1,502507.8
H263-1.vsi - 20xPOA,BNST,155.8517,0.2714,0.011,0.2365,0.559,,452.4178,2,2,244306
H263-1.vsi - 20xPOA,LSV,694.2914,0.2718,0.0165,0.2345,1.384,,1891.5876,10,10,452551.2
H263-1.vsi - 20xPOA,cg,16.4302,0.2733,0.0093,0.2345,0.6022,,266.5216,0,0,484780.5
H263-1.vsi - 20xPOA,cg,59.618,0.2808,0.0148,0.2386,2.8224,,1287.8945,0,0,484780.5
H263-1.vsi - 20xPOA,cg,58.6791,0.2691,0.0086,0.2365,0.5943,,299.4994,1,1,484780.5
H268-1.vsi - 20xPOA,cg,4684.4717,0.2791,0.0206,0.2407,1.0323,,5394.7451,41,41,492799.4
H268-1.vsi - 20xPOA,cg,2842.4167,0.2751,0.0161,0.2325,1.3437,,3137.8198,37,37,492799.4
H268-1.vsi - 20xPOA,cg,2997.7991,0.2733,0.016,0.2224,0.8413,,3860.7495,31,31,492799.4
H268-1.vsi - 20xPOA,MnPO,590.5467,0.2881,0.0191,0.2345,0.7665,,1634.9242,14,14,316095
H268-1.vsi - 20xPOA,AVPE,954.3572,0.2748,0.014,0.2304,0.6847,,1567.5603,18,18,743461.9
H268-1.vsi - 20xPOA,BNST,149.7491,0.2785,0.0137,0.2386,0.6571,,324.1447,3,3,175533.4
H268-1.vsi - 20xPOA,dMPO,1710.6138,0.2988,0.0252,0.2406,0.8779,,5669.9512,26,26,508416
H268-1.vsi - 20xPOA,vMPO,1751.9238,0.304,0.0226,0.2406,0.7909,,6137.3911,20,20,508416
H268-1.vsi - 20xPOA,dMPO,637.49,0.2837,0.0167,0.2345,0.7939,,1945.9248,14,14,508416
H268-1.vsi - 20xPOA,BNST,305.6009,0.2715,0.013,0.2304,1.1036,,442.2076,4,4,228763.2
H268-1.vsi - 20xPOA,vMPO,1255.2638,0.2987,0.0208,0.2406,0.8985,,5301.4448,12,12,508416
H268-1.vsi - 20xPOA,AVPE,339.8695,0.2686,0.01,0.2243,0.6158,,556.8671,7,7,711269
H268-1.vsi - 20xPOA,LSV,67.5984,0.2731,0.0093,0.2123,0.5007,,114.4247,2,2,327529.9
H268-1.vsi - 20xPOA,LSV,261.4742,0.2687,0.0108,0.2304,0.8775,,440.9167,7,7,330205
H268-1.vsi - 20xPOA,AVPE,141.2993,0.2648,0.0082,0.2244,0.6891,,296.096,3,3,667971.1
H268-1.vsi - 20xPOA,MnPO,251.6161,0.2672,0.0106,0.2345,0.6643,,468.3786,7,7,311180.7
H268-1.vsi - 20xPOA,dMPO,693.822,0.283,0.0188,0.2243,0.8361,,2129.9434,6,6,504435.9
H268-1.vsi - 20xPOA,vMPO,647.8175,0.292,0.0183,0.2365,0.7751,,3612.6533,3,3,504435.9
H268-1.vsi - 20xPOA,BNST,153.0352,0.2694,0.0106,0.2365,0.819,,268.7514,2,2,199936.8
H268-1.vsi - 20xPOA,LSV,500.885,0.2672,0.0103,0.2304,0.7281,,717.7659,4,4,439472.7
H273-3.vsi - 20xPOA,OVLT,2809.0869,0.2978,0.1003,0.2345,4.3275,,3937.9714,18,18,60030.5
H273-3.vsi - 20xPOA,AVPE,945.438,0.2753,0.0208,0.2304,2.1289,,2543.5154,20,20,647729.5
H273-3.vsi - 20xPOA,MnPO,328.1337,0.2823,0.0202,0.2406,1.6963,,1167.6018,4,4,260684.1
H273-3.vsi - 20xPOA,vMPO,596.1799,0.2878,0.0205,0.2345,2.1561,,3430.1604,11,11,500534.5
H273-3.vsi - 20xPOA,BNST,1349.1504,0.2772,0.034,0.2345,1.5183,,2172.075,11,11,248265.6
H273-3.vsi - 20xPOA,cg,839.3462,0.2688,0.0135,0.2243,1.0606,,1269.4691,6,6,502372.8
H273-3.vsi - 20xPOA,BNST,2327.9182,0.284,0.0433,0.2345,1.6495,,3280.9976,21,21,248265.6
H273-3.vsi - 20xPOA,LSV,681.6167,0.2709,0.0199,0.2284,1.5326,,1103.5239,10,10,494043
H273-3.vsi - 20xPOA,OVLT,5783.8838,0.3325,0.1034,0.2345,2.0498,,7622.4482,25,25,48819.5
H273-3.vsi - 20xPOA,AVPE,1060.4491,0.2797,0.0202,0.2243,1.1641,,2301.0522,20,20,713449.3
H273-3.vsi - 20xPOA,MnPo,176.9762,0.2797,0.0161,0.2304,0.8073,,381.2985,5,5,324278.8
H273-3.vsi - 20xPOA,dMPO,1174.9907,0.289,0.0236,0.2406,1.087,,4590.6035,23,23,500534.5
H273-3.vsi - 20xPOA,dMPO,463.3304,0.2867,0.0188,0.2406,1.1242,,1126.5262,8,8,500534.5
H273-3.vsi - 20xPOA,vMPO,650.1647,0.2889,0.0218,0.2386,1.1282,,3272.1956,9,9,500534.5
H273-3.vsi - 20xPOA,cg,261.0047,0.266,0.0094,0.2324,0.5414,,437.2786,5,5,502372.8
H273-3.vsi - 20xPOA,cg,512.1514,0.2786,0.0178,0.2345,0.7512,,795.9268,6,6,502372.8
H273-3.vsi - 20xPOA,cg,0.9389,0.2653,0.0079,0.2284,0.5698,,11.2664,0,0,502372.8
H273-3.vsi - 20xPOA,vMPO,461.4526,0.2739,0.0157,0.2345,1.4094,,1372.5101,9,9,500534.5
H273-3.vsi - 20xPOA,dMPO,396.6709,0.2782,0.0194,0.2345,2.07,,1847.1088,12,12,500534.5
H273-3.vsi - 20xPOA,MnPo,302.3148,0.272,0.0148,0.2345,1.1941,,641.0133,4,4,324278.8
H273-3.vsi - 20xPOA,AVPE,1071.7155,0.2707,0.0157,0.2123,0.9939,,2203.5271,21,21,713449.3
H273-3.vsi - 20xPOA,BNST,1696.5308,0.2726,0.0257,0.2284,1.0824,,2413.3645,20,20,262935.8
H273-3.vsi - 20xPOA,LSV,794.7501,0.2674,0.0177,0.2223,1.1759,,1221.9388,10,10,449652.2
H273-3.vsi - 20xPOA,LSV,1194.7069,0.2702,0.0189,0.2345,1.3957,,,31,31,566321.4
H274-13.vsi - 20xPOA,AVPE,1269.8162,0.2748,0.0136,0.2365,1.7505,,1298.4568,24,24,761718.7
H274-13.vsi - 20xPOA,MnPO,45.535,0.2706,0.0081,0.2365,0.3972,,66.8945,2,2,267231.5
H274-13.vsi - 20xPOA,dMPO,901.3113,0.2766,0.012,0.2406,0.6336,,1074.3016,17,17,507551.8
H274-13.vsi - 20xPOA,vMPO,399.9569,0.2878,0.0152,0.2468,3.6869,,517.3172,7,7,507551.8
H274-13.vsi - 20xPOA,BNST,662.3699,0.2815,0.0191,0.2365,1.1753,,951.5444,9,9,189211.7
H274-13.vsi - 20xPOA,LSV,732.3154,0.2794,0.0175,0.2365,0.8165,,2508.8945,13,13,688924.2
H274-13.vsi - 20xPOA,cp,33.3297,0.271,0.0132,0.2345,1.2284,,64.782,2,2,111041.8
