"","Period","ID","ap_t","unix","apn"
"8039","SP8w7","H298",22.1,1626220012,-0.662525879917184
"8040","SP8w7","H298",21.18,1626220918,-0.75776397515528
"8041","SP8w7","H298",20.32,1626221824,-0.846790890269151
"8042","SP8w7","H298",19.47,1626222731,-0.934782608695653
"8043","SP8w7","H298",18.66,1626223637,-1.01863354037267
"8044","SP8w7","H298",17.91,1626224543,-1.09627329192547
"8045","SP8w7","H298",17.22,1626225450,-1.16770186335404
"8046","SP8w7","H298",16.58,1626226356,-1.23395445134576
"8047","SP8w7","H298",15.98,1626227262,-1.29606625258799
"8048","SP8w7","H298",15.41,1626228169,-1.35507246376812
"8049","SP8w7","H298",14.88,1626229075,-1.40993788819876
"8050","SP8w7","H298",14.4,1626229981,-1.45962732919255
"8051","SP8w7","H298",13.98,1626230888,-1.50310559006211
"8052","SP8w7","H298",13.56,1626231794,-1.54658385093168
"8053","SP8w7","H298",13.17,1626232701,-1.58695652173913
"8054","SP8w7","H298",12.85,1626233607,-1.62008281573499
"8055","SP8w7","H298",12.51,1626234513,-1.65527950310559
"8056","SP8w7","H298",12.22,1626235420,-1.68530020703934
"8057","SP8w7","H298",11.97,1626236326,-1.7111801242236
"8058","SP8w7","H298",11.68,1626237232,-1.74120082815735
"8059","SP8w7","H298",11.46,1626238139,-1.7639751552795
"8060","SP8w7","H298",11.22,1626239045,-1.7888198757764
"8061","SP8w7","H298",11.02,1626239951,-1.80952380952381
"8062","SP8w7","H298",10.82,1626240858,-1.83022774327122
"8063","SP8w7","H298",10.66,1626241764,-1.84679089026915
"8064","SP8w7","H298",10.51,1626242671,-1.86231884057971
"8065","SP8w7","H298",10.37,1626243577,-1.8768115942029
"8066","SP8w7","H298",10.21,1626244483,-1.89337474120083
"8067","SP8w7","H298",10.1,1626245390,-1.90476190476191
"8068","SP8w7","H298",9.96,1626246296,-1.91925465838509
"8069","SP8w7","H298",9.84,1626247202,-1.93167701863354
"8070","SP8w7","H298",9.76,1626248109,-1.93995859213251
"8071","SP8w7","H298",9.65,1626249015,-1.95134575569358
"8072","SP8w7","H298",9.57,1626249921,-1.95962732919255
"8073","SP8w7","H298",9.49,1626250828,-1.96790890269151
"8074","SP8w7","H298",9.4,1626251734,-1.97722567287785
"8075","SP8w7","H298",9.35,1626252640,-1.9824016563147
"8076","SP8w7","H298",9.29,1626253547,-1.98861283643892
"8077","SP8w7","H298",9.23,1626254453,-1.99482401656315
"8078","SP8w7","H298",9.19,1626255360,-1.99896480331263
"8079","SP8w7","H298",9.14,1626256266,-2.00414078674948
"8080","SP8w7","H298",9.09,1626257172,-2.00931677018634
"8081","SP8w7","H298",9.06,1626258079,-2.01242236024845
"8082","SP8w7","H298",9.01,1626258985,-2.0175983436853
"8083","SP8w7","H298",8.98,1626259892,-2.02070393374741
"8084","SP8w7","H298",8.95,1626260799,-2.02380952380952
"8085","SP8w7","H298",8.93,1626261706,-2.02587991718427
"8086","SP8w7","H298",8.9,1626262613,-2.02898550724638
"8087","SP8w7","H298",8.89,1626263521,-2.03002070393375
"8088","SP8w7","H298",8.87,1626264428,-2.03209109730849
"8089","SP8w7","H298",8.87,1626265335,-2.03209109730849
"8090","SP8w7","H298",8.83,1626266243,-2.03623188405797
"8091","SP8w7","H298",8.83,1626267150,-2.03623188405797
"8092","SP8w7","H298",8.82,1626268058,-2.03726708074534
"8093","SP8w7","H298",8.79,1626268965,-2.04037267080745
"8094","SP8w7","H298",8.78,1626269872,-2.04140786749482
"8095","SP8w7","H298",8.78,1626270780,-2.04140786749482
"8096","SP8w7","H298",8.76,1626271687,-2.04347826086957
"8097","SP8w7","H298",8.76,1626272594,-2.04347826086957
"8098","SP8w7","H298",8.73,1626273502,-2.04658385093168
"8099","SP8w7","H298",8.73,1626274409,-2.04658385093168
"8100","SP8w7","H298",8.74,1626275316,-2.04554865424431
"8101","SP8w7","H298",8.72,1626276224,-2.04761904761905
"8102","SP8w7","H298",8.73,1626277131,-2.04658385093168
"8103","SP8w7","H298",8.72,1626278039,-2.04761904761905
"8104","SP8w7","H298",8.72,1626278946,-2.04761904761905
"8105","SP8w7","H298",8.71,1626279853,-2.04865424430642
"8106","SP8w7","H298",8.71,1626280761,-2.04865424430642
"8107","SP8w7","H298",8.71,1626281668,-2.04865424430642
"8108","SP8w7","H298",8.71,1626282575,-2.04865424430642
"8109","SP8w7","H298",8.68,1626283483,-2.05175983436853
"8110","SP8w7","H298",8.7,1626284390,-2.04968944099379
"8111","SP8w7","H298",8.71,1626285297,-2.04865424430642
"8112","SP8w7","H298",8.68,1626286205,-2.05175983436853
"8113","SP8w7","H298",8.73,1626287112,-2.04658385093168
"8114","SP8w7","H298",8.73,1626288020,-2.04658385093168
"8115","SP8w7","H298",8.68,1626288927,-2.05175983436853
"8116","SP8w7","H298",8.7,1626289834,-2.04968944099379
"8117","SP8w7","H298",8.67,1626290742,-2.0527950310559
"8118","SP8w7","H298",8.64,1626291649,-2.05590062111801
"8119","SP8w7","H298",8.63,1626292556,-2.05693581780538
"8120","SP8w7","H298",8.64,1626293464,-2.05590062111801
"8121","SP8w7","H298",8.63,1626294371,-2.05693581780538
"8122","SP8w7","H298",8.62,1626295278,-2.05797101449275
"8123","SP8w7","H298",8.63,1626296186,-2.05693581780538
"8124","SP8w7","H298",8.59,1626297093,-2.06107660455487
"8125","SP8w7","H298",8.62,1626298001,-2.05797101449275
"8126","SP8w7","H298",8.59,1626298908,-2.06107660455487
"8127","SP8w7","H298",8.59,1626299815,-2.06107660455487
"8128","SP8w8","H298",8.6,1626300723,-2.0600414078675
"8129","SP8w8","H298",8.57,1626301630,-2.06314699792961
"8130","SP8w8","H298",8.52,1626302537,-2.06832298136646
"8131","SP8w8","H298",8.53,1626303445,-2.06728778467909
"8132","SP8w8","H298",8.53,1626304352,-2.06728778467909
"8133","SP8w8","H298",8.51,1626305259,-2.06935817805383
"8134","SP8w8","H298",8.51,1626306167,-2.06935817805383
"8135","SP8w8","H298",8.5,1626307074,-2.0703933747412
"8136","SP8w8","H298",8.51,1626307982,-2.06935817805383
"8137","SP8w8","H298",8.51,1626308889,-2.06935817805383
"8138","SP8w8","H298",8.5,1626309796,-2.0703933747412
"8139","SP8w8","H298",8.48,1626310704,-2.07246376811594
"8140","SP8w8","H298",8.49,1626311611,-2.07142857142857
"8141","SP8w8","H298",8.47,1626312518,-2.07349896480331
"8142","SP8w8","H298",8.45,1626313426,-2.07556935817805
"8143","SP8w8","H298",8.45,1626314333,-2.07556935817805
"8144","SP8w8","H298",8.43,1626315241,-2.0776397515528
"8145","SP8w8","H298",8.43,1626316148,-2.0776397515528
"8146","SP8w8","H298",8.44,1626317055,-2.07660455486543
"8147","SP8w8","H298",8.39,1626317963,-2.08178053830228
"8148","SP8w8","H298",8.43,1626318870,-2.0776397515528
"8149","SP8w8","H298",8.43,1626319777,-2.0776397515528
"8150","SP8w8","H298",8.43,1626320685,-2.0776397515528
"8151","SP8w8","H298",8.41,1626321592,-2.07971014492754
"8152","SP8w8","H298",8.38,1626322499,-2.08281573498965
"8153","SP8w8","H298",8.36,1626323407,-2.08488612836439
"8154","SP8w8","H298",8.39,1626324314,-2.08178053830228
"8155","SP8w8","H298",8.36,1626325222,-2.08488612836439
"8156","SP8w8","H298",8.36,1626326129,-2.08488612836439
"8157","SP8w8","H298",8.36,1626327036,-2.08488612836439
"8158","SP8w8","H298",8.35,1626327944,-2.08592132505176
"8159","SP8w8","H298",8.35,1626328851,-2.08592132505176
"8160","SP8w8","H298",8.34,1626329758,-2.08695652173913
"8161","SP8w8","H298",8.35,1626330666,-2.08592132505176
"8162","SP8w8","H298",8.35,1626331573,-2.08592132505176
"8163","SP8w8","H298",8.34,1626332480,-2.08695652173913
"8164","SP8w8","H298",8.33,1626333388,-2.0879917184265
"8165","SP8w8","H298",8.3,1626334295,-2.09109730848861
"8166","SP8w8","H298",8.33,1626335203,-2.0879917184265
"8167","SP8w8","H298",8.3,1626336110,-2.09109730848861
"8168","SP8w8","H298",8.3,1626337017,-2.09109730848861
"8169","SP8w8","H298",8.3,1626337925,-2.09109730848861
"8170","SP8w8","H298",8.31,1626338832,-2.09006211180124
"8171","SP8w8","H298",8.29,1626339739,-2.09213250517598
"8172","SP8w8","H298",8.33,1626340647,-2.0879917184265
"8173","SP8w8","H298",8.33,1626341554,-2.0879917184265
"8174","SP8w8","H298",8.33,1626342461,-2.0879917184265
"8175","SP8w8","H298",8.33,1626343369,-2.0879917184265
"8176","SP8w8","H298",8.35,1626344276,-2.08592132505176
"8177","SP8w8","H298",8.31,1626345184,-2.09006211180124
"8178","SP8w8","H298",8.37,1626346091,-2.08385093167702
"8179","SP8w8","H298",8.34,1626346998,-2.08695652173913
"8180","SP8w8","H298",8.36,1626347906,-2.08488612836439
"8181","SP8w8","H298",8.36,1626348813,-2.08488612836439
"8182","SP8w8","H298",8.38,1626349721,-2.08281573498965
"8183","SP8w8","H298",8.43,1626350629,-2.0776397515528
"8184","SP8w8","H298",8.45,1626351536,-2.07556935817805
"8185","SP8w8","H298",8.47,1626352444,-2.07349896480331
"8186","SP8w8","H298",8.48,1626353351,-2.07246376811594
"8187","SP8w8","H298",8.5,1626354260,-2.0703933747412
"8188","SP8w8","H298",8.51,1626355169,-2.06935817805383
"8189","SP8w8","H298",8.51,1626356077,-2.06935817805383
"8190","SP8w8","H298",8.52,1626356984,-2.06832298136646
"8191","SP8w8","H298",8.51,1626357892,-2.06935817805383
"8192","SP8w8","H298",8.5,1626358799,-2.0703933747412
"8193","SP8w8","H298",8.52,1626359707,-2.06832298136646
"8194","SP8w8","H298",8.56,1626360614,-2.06418219461698
"8195","SP8w8","H298",8.59,1626361523,-2.06107660455487
"8196","SP8w8","H298",8.62,1626362430,-2.05797101449275
"8197","SP8w8","H298",8.62,1626363338,-2.05797101449275
"8198","SP8w8","H298",8.65,1626364245,-2.05486542443064
"8199","SP8w8","H298",8.7,1626365152,-2.04968944099379
"8200","SP8w8","H298",8.67,1626366060,-2.0527950310559
"8201","SP8w8","H298",8.67,1626366967,-2.0527950310559
"8202","SP8w8","H298",8.67,1626367875,-2.0527950310559
"8203","SP8w8","H298",8.66,1626368782,-2.05383022774327
"8204","SP8w8","H298",8.67,1626369690,-2.0527950310559
"8205","SP8w8","H298",8.67,1626370598,-2.0527950310559
"8206","SP8w8","H298",8.67,1626371506,-2.0527950310559
"8207","SP8w8","H298",8.67,1626372413,-2.0527950310559
"8208","SP8w8","H298",8.67,1626373321,-2.0527950310559
"8209","SP8w8","H298",8.65,1626374228,-2.05486542443064
"8210","SP8w8","H298",8.67,1626375136,-2.0527950310559
"8211","SP8w8","H298",8.67,1626376043,-2.0527950310559
"8212","SP8w8","H298",8.67,1626376951,-2.0527950310559
"8213","SP8w8","H298",8.67,1626377858,-2.0527950310559
"8214","SP8w8","H298",8.67,1626378765,-2.0527950310559
"8215","SP8w8","H298",8.67,1626379673,-2.0527950310559
"8216","SP8w8","H298",8.66,1626380580,-2.05383022774327
"8217","SP8w8","H298",8.65,1626381488,-2.05486542443064
"8218","SP8w8","H298",8.64,1626382395,-2.05590062111801
"8219","SP8w8","H298",8.66,1626383302,-2.05383022774327
"8220","SP8w8","H298",8.66,1626384210,-2.05383022774327
"8221","SP8w8","H298",8.65,1626385117,-2.05486542443064
"8222","SP8w8","H298",8.63,1626386024,-2.05693581780538
"8223","SP8w8","H298",8.65,1626386932,-2.05486542443064
"8224","SP8w8","H298",8.63,1626387839,-2.05693581780538
"8225","SP8w8","H298",8.63,1626388746,-2.05693581780538
"8226","SP8w8","H298",8.62,1626389654,-2.05797101449275
"8227","SP8w8","H298",8.63,1626390561,-2.05693581780538
"8228","SP8w8","H298",8.6,1626391469,-2.0600414078675
"8229","SP8w8","H298",8.61,1626392376,-2.05900621118013
"8230","SP8w8","H298",8.6,1626393285,-2.0600414078675
"8231","SP8w8","H298",8.63,1626394192,-2.05693581780538
"8232","SP8w8","H298",8.62,1626395099,-2.05797101449275
"8233","SP8w8","H298",8.61,1626396008,-2.05900621118013
"8234","SP8w8","H298",8.62,1626396916,-2.05797101449275
"8235","SP8w8","H298",8.62,1626397823,-2.05797101449275
"8236","SP8w8","H298",8.61,1626398731,-2.05900621118013
"8237","SP8w8","H298",8.61,1626399638,-2.05900621118013
"8238","SP8w8","H298",8.6,1626400546,-2.0600414078675
"8239","SP8w8","H298",8.59,1626401454,-2.06107660455487
"8240","SP8w8","H298",8.57,1626402361,-2.06314699792961
"8241","SP8w8","H298",8.57,1626403269,-2.06314699792961
"8242","SP8w8","H298",8.58,1626404176,-2.06211180124224
"8243","SP8w8","H298",8.59,1626405084,-2.06107660455487
"8244","SP8w8","H298",8.58,1626405991,-2.06211180124224
"8245","SP8w8","H298",8.57,1626406898,-2.06314699792961
"8246","SP8w8","H298",8.59,1626407806,-2.06107660455487
"8247","SP8w8","H298",8.58,1626408713,-2.06211180124224
"8248","SP8w8","H298",8.58,1626409620,-2.06211180124224
"8249","SP8w8","H298",8.57,1626410528,-2.06314699792961
"8250","SP8w8","H298",8.58,1626411435,-2.06211180124224
"8251","SP8w8","H298",8.53,1626412343,-2.06728778467909
"8252","SP8w8","H298",8.53,1626413251,-2.06728778467909
"8253","SP8w8","H298",8.57,1626414158,-2.06314699792961
"8254","SP8w8","H298",8.56,1626415066,-2.06418219461698
"8255","SP8w8","H298",8.56,1626415973,-2.06418219461698
"8256","SP8w8","H298",8.53,1626416881,-2.06728778467909
"8257","SP8w8","H298",8.55,1626417788,-2.06521739130435
"8258","SP8w8","H298",8.55,1626418696,-2.06521739130435
"8259","SP8w8","H298",8.56,1626419603,-2.06418219461698
"8260","SP8w8","H298",8.53,1626420511,-2.06728778467909
"8261","SP8w8","H298",8.55,1626421418,-2.06521739130435
"8262","SP8w8","H298",8.55,1626422326,-2.06521739130435
"8263","SP8w8","H298",8.53,1626423233,-2.06728778467909
"8264","SP8w8","H298",8.51,1626424141,-2.06935817805383
"8265","SP8w8","H298",8.52,1626425048,-2.06832298136646
"8266","SP8w8","H298",8.53,1626425957,-2.06728778467909
"8267","SP8w8","H298",8.52,1626426865,-2.06832298136646
"8268","SP8w8","H298",8.55,1626427772,-2.06521739130435
"8269","SP8w8","H298",8.56,1626428679,-2.06418219461698
"8270","SP8w8","H298",8.57,1626429587,-2.06314699792961
"8271","SP8w8","H298",8.56,1626430494,-2.06418219461698
"8272","SP8w8","H298",8.57,1626431401,-2.06314699792961
"8273","SP8w8","H298",8.57,1626432308,-2.06314699792961
"8274","SP8w8","H298",8.58,1626433215,-2.06211180124224
"8275","SP8w8","H298",8.57,1626434122,-2.06314699792961
"8276","SP8w8","H298",8.58,1626435030,-2.06211180124224
"8277","SP8w8","H298",8.62,1626435937,-2.05797101449275
"8278","SP8w8","H298",8.65,1626436844,-2.05486542443064
"8279","SP8w8","H298",8.67,1626437751,-2.0527950310559
"8280","SP8w8","H298",8.71,1626438658,-2.04865424430642
"8281","SP8w8","H298",8.68,1626439565,-2.05175983436853
"8282","SP8w8","H298",8.7,1626440473,-2.04968944099379
"8283","SP8w8","H298",8.71,1626441380,-2.04865424430642
"8284","SP8w8","H298",8.7,1626442287,-2.04968944099379
"8285","SP8w8","H298",8.71,1626443186,-2.04865424430642
"8286","SP8w8","H298",8.72,1626444093,-2.04761904761905
"8287","SP8w8","H298",8.78,1626444999,-2.04140786749482
"8288","SP8w8","H298",8.81,1626445904,-2.03830227743271
"8289","SP8w8","H298",8.83,1626446810,-2.03623188405797
"8290","SP8w8","H298",8.82,1626447716,-2.03726708074534
"8291","SP8w8","H298",8.88,1626448621,-2.03105590062112
"8292","SP8w8","H298",8.87,1626449527,-2.03209109730849
"8293","SP8w8","H298",8.87,1626450433,-2.03209109730849
"8294","SP8w8","H298",8.9,1626451339,-2.02898550724638
"8295","SP8w8","H298",8.87,1626452244,-2.03209109730849
"8296","SP8w8","H298",8.86,1626453150,-2.03312629399586
"8297","SP8w8","H298",8.87,1626454056,-2.03209109730849
"8298","SP8w8","H298",8.85,1626454961,-2.03416149068323
"8299","SP8w8","H298",8.86,1626455867,-2.03312629399586
"8300","SP8w8","H298",8.83,1626456773,-2.03623188405797
"8301","SP8w8","H298",8.83,1626457678,-2.03623188405797
"8302","SP8w8","H298",8.81,1626458584,-2.03830227743271
"8303","SP8w8","H298",8.81,1626459490,-2.03830227743271
"8304","SP8w8","H298",8.79,1626460395,-2.04037267080745
"8305","SP8w8","H298",8.8,1626461301,-2.03933747412008
"8306","SP8w8","H298",8.78,1626462207,-2.04140786749482
"8307","SP8w8","H298",8.77,1626463113,-2.0424430641822
"8308","SP8w8","H298",8.75,1626464018,-2.04451345755694
"8309","SP8w8","H298",8.74,1626464924,-2.04554865424431
"8310","SP8w8","H298",8.72,1626465830,-2.04761904761905
"8311","SP8w8","H298",8.72,1626466735,-2.04761904761905
"8312","SP8w8","H298",8.68,1626467641,-2.05175983436853
"8313","SP8w8","H298",8.67,1626468547,-2.0527950310559
"8314","SP8w8","H298",8.66,1626469452,-2.05383022774327
"8315","SP8w8","H298",8.67,1626470358,-2.0527950310559
"8316","SP8w8","H298",8.66,1626471264,-2.05383022774327
"8317","SP8w8","H298",8.65,1626472170,-2.05486542443064
"8318","SP8w8","H298",8.64,1626473075,-2.05590062111801
"8319","SP8w8","H298",8.62,1626473981,-2.05797101449275
"8320","SP8w8","H298",8.63,1626474887,-2.05693581780538
"8321","SP8w8","H298",8.62,1626475792,-2.05797101449275
"8322","SP8w8","H298",8.58,1626476698,-2.06211180124224
"8323","SP8w8","H298",8.6,1626477604,-2.0600414078675
"8324","SP8w8","H298",8.59,1626478509,-2.06107660455487
"8325","SP8w8","H298",8.61,1626479415,-2.05900621118013
"8326","SP8w8","H298",8.64,1626480321,-2.05590062111801
"8327","SP8w8","H298",8.81,1626481226,-2.03830227743271
"8328","SP8w8","H298",9.21,1626482132,-1.99689440993789
"8329","SP8w8","H298",9.84,1626483038,-1.93167701863354
"8330","SP8w8","H298",10.6,1626483944,-1.85300207039338
"8331","SP8w8","H298",11.45,1626484849,-1.76501035196687
"8332","SP8w8","H298",12.36,1626485755,-1.67080745341615
"8333","SP8w8","H298",13.27,1626486661,-1.57660455486543
"8334","SP8w8","H298",14.59,1626487566,-1.43995859213251
"8335","SP8w8","H298",18.24,1626488472,-1.06211180124224
"8336","SP8w8","H298",23.75,1626489378,-0.491718426501035
"8337","SP8w8","H298",28.44,1626490283,-0.00621118012422347
"8338","SP8w8","H298",31.9,1626491189,0.351966873706004
"8339","SP8w8","H298",34.65,1626492095,0.636645962732919
"8340","SP8w8","H298",35.3,1626493000,0.703933747412008
"8341","SP8w8","H298",34.68,1626493906,0.639751552795031
"8342","SP8w8","H298",34.17,1626494812,0.586956521739131
"8343","SP8w8","H298",34.17,1626495718,0.586956521739131
"8344","SP8w8","H298",34.25,1626496623,0.595238095238095
"8345","SP8w8","H298",35.44,1626497529,0.718426501035197
"8346","SP8w8","H298",35.34,1626498435,0.708074534161491
"8347","SP8w8","H298",34.66,1626499340,0.63768115942029
"8348","SP8w8","H298",35.68,1626500246,0.743271221532091
"8349","SP8w8","H298",35.4,1626501152,0.714285714285714
"8350","SP8w8","H298",35.12,1626502057,0.685300207039337
"8351","SP8w8","H298",35.53,1626502963,0.727743271221532
"8352","SP8w8","H298",35.33,1626503869,0.70703933747412
"8353","SP8w8","H298",35.3,1626504774,0.703933747412008
"8354","SP8w8","H298",35.37,1626505680,0.711180124223602
"8355","SP8w8","H298",35.12,1626506586,0.685300207039337
"8356","SP8w8","H298",35.29,1626507492,0.702898550724638
"8357","SP8w8","H298",35.33,1626508397,0.70703933747412
"8358","SP8w8","H298",35.86,1626509303,0.761904761904762
"8359","SP8w8","H298",35.78,1626510209,0.753623188405797
"8360","SP8w8","H298",36.06,1626511114,0.782608695652174
"8361","SP8w8","H298",34.97,1626512020,0.669772256728779
"8362","SP8w8","H298",34.29,1626512926,0.599378881987578
"8363","SP8w8","H298",33.87,1626513831,0.555900621118012
"8364","SP8w8","H298",33.62,1626514737,0.530020703933747
"8365","SP8w8","H298",35.99,1626515643,0.77536231884058
"8366","SP8w8","H298",35.13,1626516549,0.686335403726709
"8367","SP8w8","H298",34.83,1626517454,0.65527950310559
"8368","SP8w8","H298",34.57,1626518360,0.628364389233955
"8369","SP8w8","H298",34.79,1626519266,0.651138716356108
"8370","SP8w8","H298",34.74,1626520171,0.645962732919255
"8371","SP8w8","H298",34.6,1626521077,0.631469979296067
"8372","SP8w8","H298",34.21,1626521983,0.591097308488613
"8373","SP8w8","H298",33.66,1626522888,0.53416149068323
"8374","SP8w8","H298",34.66,1626523794,0.63768115942029
"8375","SP8w8","H298",34.49,1626524700,0.62008281573499
"8376","SP8w8","H298",34.69,1626525605,0.640786749482402
"8377","SP8w8","H298",35.88,1626526511,0.763975155279504
"8378","SP8w8","H298",35.3,1626527417,0.703933747412008
"8379","SP8w8","H298",34.92,1626528323,0.664596273291926
"8380","SP8w8","H298",35.08,1626529228,0.681159420289855
"8381","SP8w8","H298",34.86,1626530134,0.658385093167702
"8382","SP8w8","H298",34.99,1626531040,0.67184265010352
"8383","SP8w8","H298",34.03,1626531945,0.572463768115942
"8384","SP8w8","H298",34.16,1626532851,0.58592132505176
"8385","SP8w8","H298",35.95,1626533757,0.771221532091098
"8386","SP8w8","H298",35.42,1626534662,0.716356107660456
"8387","SP8w8","H298",36.3,1626535568,0.807453416149068
"8388","SP8w8","H298",35.36,1626536474,0.710144927536232
"8389","SP8w8","H298",34.51,1626537379,0.622153209109731
"8390","SP8w8","H298",34.7,1626538285,0.641821946169773
"8391","SP8w8","H298",34.35,1626539191,0.605590062111802
"8392","SP8w8","H298",35.77,1626540097,0.752587991718427
"8393","SP8w8","H298",35.27,1626541002,0.700828157349897
"8394","SP8w8","H298",35.09,1626541908,0.682194616977226
"8395","SP8w8","H298",34.89,1626542814,0.661490683229814
"8396","SP8w8","H298",34.97,1626543719,0.669772256728779
"8397","SP8w8","H298",34.82,1626544625,0.65424430641822
"8398","SP8w8","H298",34.9,1626545531,0.662525879917184
"8399","SP8w8","H298",34.94,1626546436,0.666666666666667
"8400","SP8w8","H298",34.42,1626547342,0.612836438923396
"8401","SP8w8","H298",36,1626548248,0.776397515527951
"8402","SP8w8","H298",35.8,1626549154,0.755693581780538
"8403","SP8w8","H298",34.95,1626550059,0.667701863354038
"8404","SP8w8","H298",35.28,1626550965,0.701863354037267
"8405","SP8w8","H298",35.74,1626551871,0.749482401656315
"8406","SP8w8","H298",35.28,1626552776,0.701863354037267
"8407","SP8w8","H298",35.09,1626553682,0.682194616977226
"8408","SP8w8","H298",34.79,1626554588,0.651138716356108
"8409","SP8w8","H298",34.47,1626555493,0.618012422360249
"8410","SP8w8","H298",33.35,1626556399,0.502070393374742
"8411","SP8w8","H298",32.47,1626557305,0.410973084886128
"8412","SP8w8","H298",30.94,1626558210,0.252587991718427
"8413","SP8w8","H298",30.28,1626559116,0.184265010351967
"8414","SP8w8","H298",29.14,1626560022,0.0662525879917185
"8415","SP8w8","H298",28.27,1626560928,-0.0238095238095239
"8416","SP8w8","H298",27.37,1626561833,-0.116977225672878
"8417","SP8w8","H298",26.32,1626562739,-0.225672877846791
"8418","SP8w8","H298",25.23,1626563645,-0.338509316770186
"8419","SP8w8","H298",24.21,1626564550,-0.444099378881988
"8420","SP8w8","H298",23.2,1626565456,-0.548654244306419
"8421","SP8w8","H298",22.17,1626566362,-0.65527950310559
"8422","SP8w8","H298",21.3,1626567267,-0.745341614906832
"8423","SP8w8","H298",20.42,1626568173,-0.836438923395445
"8424","SP8w8","H298",19.57,1626569079,-0.924430641821946
"8425","SP8w8","H298",18.83,1626569984,-1.00103519668737
"8426","SP8w8","H298",18.09,1626570890,-1.0776397515528
"8427","SP8w8","H298",17.44,1626571796,-1.14492753623188
"8428","SP8w8","H298",16.82,1626572702,-1.20910973084886
"8429","SP8w8","H298",16.21,1626573607,-1.27225672877847
"8430","SP8w8","H298",15.65,1626574513,-1.33022774327122
"8431","SP8w8","H298",15.15,1626575419,-1.38198757763975
"8432","SP8w8","H298",14.68,1626576324,-1.43064182194617
"8433","SP8w8","H298",14.24,1626577230,-1.47619047619048
"8434","SP8w8","H298",13.84,1626578136,-1.5175983436853
"8435","SP8w8","H298",13.47,1626579041,-1.55590062111801
"8436","SP8w8","H298",13.11,1626579947,-1.59316770186335
"8437","SP8w8","H298",12.79,1626580853,-1.62629399585921
"8438","SP8w8","H298",12.49,1626581758,-1.65734989648033
"8439","SP8w8","H298",12.22,1626582664,-1.68530020703934
"8440","SP8w8","H298",11.96,1626583570,-1.71221532091097
"8441","SP8w8","H298",11.7,1626584476,-1.73913043478261
"8442","SP8w8","H298",11.46,1626585381,-1.7639751552795
"8443","SP8w8","H298",11.26,1626586287,-1.78467908902692
"8444","SP8w8","H298",11.08,1626587193,-1.80331262939959
"8445","SP8w8","H298",10.9,1626588098,-1.82194616977226
"8446","SP8w8","H298",10.75,1626589004,-1.83747412008282
"8447","SP8w8","H298",10.59,1626589910,-1.85403726708075
"8448","SP8w8","H298",10.48,1626590815,-1.86542443064182
"8449","SP8w8","H298",10.31,1626591721,-1.88302277432712
"8450","SP8w8","H298",10.18,1626592627,-1.89648033126294
"8451","SP8w8","H298",10.07,1626593533,-1.90786749482402
"8452","SP8w8","H298",9.95,1626594438,-1.92028985507246
"8453","SP8w8","H298",9.88,1626595344,-1.92753623188406
"8454","SP8w8","H298",9.78,1626596250,-1.93788819875776
"8455","SP8w8","H298",9.66,1626597155,-1.95031055900621
"8456","SP8w8","H298",9.6,1626598061,-1.95652173913044
"8457","SP8w8","H298",9.52,1626598967,-1.9648033126294
"8458","SP8w8","H298",9.45,1626599872,-1.97204968944099
"8459","SP8w8","H298",9.4,1626600778,-1.97722567287785
"8460","SP8w8","H298",9.32,1626601684,-1.98550724637681
"8461","SP8w8","H298",9.29,1626602589,-1.98861283643892
"8462","SP8w8","H298",9.23,1626603495,-1.99482401656315
"8463","SP8w8","H298",9.18,1626604401,-2
"8464","SP8w8","H298",9.14,1626605307,-2.00414078674948
"8465","SP8w8","H298",9.1,1626606212,-2.00828157349897
"8466","SP8w8","H298",9.07,1626607118,-2.01138716356108
"8467","SP8w8","H298",9.04,1626608024,-2.01449275362319
"8468","SP8w8","H298",9.03,1626608929,-2.01552795031056
"8469","SP8w8","H298",9,1626609835,-2.01863354037267
"8470","SP8w8","H298",8.98,1626610742,-2.02070393374741
"8471","SP8w8","H298",8.96,1626611649,-2.02277432712215
"8472","SP8w8","H298",8.98,1626612556,-2.02070393374741
"8473","SP8w8","H298",8.94,1626613463,-2.0248447204969
"8474","SP8w8","H298",8.94,1626614369,-2.0248447204969
"8475","SP8w8","H298",8.94,1626615276,-2.0248447204969
"8476","SP8w8","H298",8.9,1626616185,-2.02898550724638
"8477","SP8w8","H298",8.89,1626617092,-2.03002070393375
"8478","SP8w8","H298",8.89,1626617998,-2.03002070393375
"8479","SP8w8","H298",8.87,1626618905,-2.03209109730849
"8480","SP8w8","H298",8.86,1626619811,-2.03312629399586
"8481","SP8w8","H298",8.85,1626620718,-2.03416149068323
"8482","SP8w8","H298",8.86,1626621625,-2.03312629399586
"8483","SP8w8","H298",8.85,1626622532,-2.03416149068323
"8484","SP8w8","H298",8.86,1626623439,-2.03312629399586
"8485","SP8w8","H298",8.85,1626624346,-2.03416149068323
"8486","SP8w8","H298",8.82,1626625253,-2.03726708074534
"8487","SP8w8","H298",8.83,1626626160,-2.03623188405797
"8488","SP8w8","H298",8.81,1626627067,-2.03830227743271
"8489","SP8w8","H298",8.82,1626627974,-2.03726708074534
"8490","SP8w8","H298",8.8,1626628881,-2.03933747412008
"8491","SP8w8","H298",8.79,1626629788,-2.04037267080745
