"","ID","Period","State","DayNight","num_Period","floordate","todfloor","mean_BTind","median_BTind","std_BTind"
"622","H263","SP22w4","Euthermic","Day",-1,2021-05-18,9,35.82,35.82,0.38183766184074
"623","H263","SP22w4","Euthermic","Day",-1,2021-05-18,10,35.315,35.32,0.867966973258006
"624","H263","SP22w4","Euthermic","Day",-1,2021-05-18,11,36.37,36.36,0.145830952361516
"625","H263","SP22w4","Euthermic","Day",-1,2021-05-18,12,36.42,36.445,0.234520787991174
"626","H263","SP22w4","Euthermic","Day",-1,2021-05-18,13,36.0975,36.085,0.21313141485947
"627","H263","SP22w4","Euthermic","Day",-1,2021-05-18,14,36.3475,36.31,0.138413631313297
"628","H263","SP22w4","Euthermic","Day",-1,2021-05-18,15,36.35,36.375,0.220151463012778
"629","H263","SP22w4","Euthermic","Day",-1,2021-05-18,16,36.0375,36.025,0.254214476377721
"630","H263","SP22w4","Euthermic","Day",-1,2021-05-18,17,36.3,36.3,0.240416305603424
"631","H263","SP22w4","Euthermic","Day",0,2021-05-19,9,36.39,36.39,0.0282842712474613
"632","H263","SP22w4","Euthermic","Day",0,2021-05-19,10,35.3225,35.06,0.85375152513285
"633","H263","SP22w4","Euthermic","Day",0,2021-05-19,11,36.5425,36.56,0.14032699906528
"634","H263","SP22w4","Euthermic","Day",0,2021-05-19,12,36.4225,36.41,0.110867789130418
"635","H263","SP22w4","Euthermic","Day",0,2021-05-19,13,35.88,36.04,0.455485089401033
"636","H263","SP22w4","Euthermic","Day",0,2021-05-19,14,35.9825,35.985,0.480927922527553
"637","H263","SP22w4","Euthermic","Day",0,2021-05-19,15,36.4825,36.485,0.154353490404334
"638","H263","SP22w4","Euthermic","Day",0,2021-05-19,16,36.195,36.175,0.266645832519467
"639","H263","SP22w4","Euthermic","Day",0,2021-05-19,17,36.385,36.385,0.219203102167831
"640","H263","SP22w4","Euthermic","Day",0,2021-05-20,9,35.42,35.42,0.76367532368147
"641","H263","SP22w4","Euthermic","Day",0,2021-05-20,10,36.28,36.145,0.287170100579199
"642","H263","SP22w4","Euthermic","Day",0,2021-05-20,11,36.3125,36.425,0.345096604832135
"643","H263","SP22w4","Euthermic","Day",0,2021-05-20,12,36.24,36.305,0.292232783924051
"644","H263","SP22w4","Euthermic","Day",0,2021-05-20,13,36.2425,36.135,0.29567718883945
"645","H263","SP22w4","Euthermic","Day",0,2021-05-20,14,36.2175,36.215,0.179513230710163
"646","H263","SP22w4","Euthermic","Day",0,2021-05-20,15,36.005,36.31,1.06578609486144
"647","H263","SP22w4","Euthermic","Day",0,2021-05-20,16,36.435,36.605,0.384751001731424
"648","H263","SP22w4","Euthermic","Day",0,2021-05-20,17,35.51,35.51,0.410121933088196
"649","H263","SP22w4","Euthermic","Day",0,2021-05-21,9,36.165,36.165,0.0353553390593254
"650","H263","SP22w4","Euthermic","Day",0,2021-05-21,10,36.4075,36.545,0.314046174948845
"651","H263","SP22w4","Euthermic","Day",0,2021-05-21,11,36.6825,36.645,0.157559512565887
"652","H263","SP22w4","Euthermic","Day",0,2021-05-21,12,36.5075,36.49,0.16007810593582
"653","H263","SP22w4","Euthermic","Day",0,2021-05-21,13,36.0325,36.37,0.792774663234557
"654","H263","SP22w4","Euthermic","Day",0,2021-05-21,14,36.23,36.22,0.114891252930761
"655","H263","SP22w4","Euthermic","Day",0,2021-05-21,15,36.4575,36.45,0.0665206734782491
"656","H263","SP22w4","Euthermic","Day",0,2021-05-21,16,36.35,36.355,0.11916375287813
"657","H263","SP22w4","Euthermic","Day",0,2021-05-21,17,36.67,36.67,0
"658","H263","SP22w4","Euthermic","Day",0,2021-05-22,9,35.48,35.48,1.31521861300698
"659","H263","SP22w4","Euthermic","Day",0,2021-05-22,10,36.3425,36.38,0.226034658109474
"660","H263","SP22w4","Euthermic","Day",0,2021-05-22,11,36.3875,36.325,0.259406373604559
"661","H263","SP22w4","Euthermic","Day",0,2021-05-22,12,35.3375,35.25,0.224109348310151
"662","H263","SP22w4","Euthermic","Day",0,2021-05-22,13,35.7775,35.775,0.638768346116178
"663","H263","SP22w4","Euthermic","Day",0,2021-05-22,14,35.6225,35.63,0.752257712932653
"664","H263","SP22w4","Euthermic","Day",0,2021-05-22,15,36.3025,36.295,0.0793200268952719
"665","H263","SP22w4","Euthermic","Day",0,2021-05-22,16,35.8025,35.835,0.409420321918685
"666","H263","SP22w4","Euthermic","Day",0,2021-05-22,17,34.85,34.85,0.0141421356237281
"667","H263","SP22w4","Euthermic","Day",0,2021-05-23,9,35.95,35.95,0.0707106781186558
"668","H263","SP22w4","Euthermic","Day",0,2021-05-23,10,35.5025,35.51,1.04247701813198
"669","H263","SP22w4","Euthermic","Day",0,2021-05-23,11,36.32,36.32,0.127801930084539
"670","H263","SP22w4","Euthermic","Day",0,2021-05-23,12,35.97,35.965,0.357118094379625
"671","H263","SP22w4","Euthermic","Day",0,2021-05-23,13,36.3175,36.325,0.115866302262565
"672","H263","SP22w4","Euthermic","Day",0,2021-05-23,14,35.7825,35.96,0.376065153929477
"673","H263","SP22w4","Euthermic","Day",0,2021-05-23,15,36.2225,36.31,0.284062786486836
"674","H263","SP22w4","Euthermic","Day",0,2021-05-23,16,35.2725,35.305,0.62093343711974
"675","H263","SP22w4","Euthermic","Day",0,2021-05-23,17,35.39,35.39,0.141421356237312
"676","H263","SP22w4","Euthermic","Day",0,2021-05-24,9,36.41,36.41,0.0141421356237332
"677","H263","SP22w4","Euthermic","Day",0,2021-05-24,10,36.3575,36.355,0.113541475535006
"678","H263","SP22w4","Euthermic","Day",0,2021-05-24,11,35.06,35.05,0.194422220952233
"679","H263","SP22w4","Euthermic","Day",0,2021-05-24,12,36.3,36.3,0.185112578358864
"680","H263","SP22w4","Euthermic","Day",0,2021-05-24,13,36.5225,36.5,0.185719322276028
"681","H263","SP22w4","Euthermic","Day",0,2021-05-24,14,35.8875,35.915,0.601075425106254
"682","H263","SP22w4","Euthermic","Day",0,2021-05-24,15,36.4,36.375,0.240416305603426
"683","H263","SP22w4","Euthermic","Day",0,2021-05-24,16,36.4225,36.385,0.116440256498059
"684","H263","SP22w4","Euthermic","Day",0,2021-05-24,17,35.67,35.67,0.989949493661165
"685","H263","SP22w4","Euthermic","Day",0,2021-05-25,9,36.265,36.265,0.205060966544098
"686","H263","SP22w4","Euthermic","Day",0,2021-05-25,10,35.935,36.01,0.304028507435296
"687","H263","SP22w4","Euthermic","Day",0,2021-05-25,11,36.0375,36.06,0.171148084028618
"688","H263","SP22w4","Euthermic","Day",0,2021-05-25,12,36.178,36.15,0.271882327487462
"689","H263","SP22w4","Euthermic","Day",0,2021-05-25,13,36.56,36.545,0.0920144916122822
"690","H263","SP22w4","Euthermic","Day",0,2021-05-25,14,36.23,36.51,0.776530746332686
"691","H263","SP22w4","Euthermic","Day",0,2021-05-25,15,35.655,35.725,0.775220398768419
"692","H263","SP22w4","Euthermic","Day",0,2021-05-25,16,36.135,36.09,0.195021366350799
"693","H263","SP22w4","Euthermic","Day",0,2021-05-25,17,35.76,35.76,0.975807358037437
"694","H263","SP22w4","Euthermic","Night",-1,2021-05-11,22,35.625,35.625,1.11015764646287
"695","H263","SP22w4","Euthermic","Night",-1,2021-05-11,23,35.62,35.365,1.26288030575612
"696","H263","SP22w4","Euthermic","Night",-1,2021-05-11,24,35.465,35.465,0.0353553390593304
"697","H263","SP22w4","Euthermic","Night",-1,2021-05-12,0,34.83,34.83,0.169705627484773
"698","H263","SP22w4","Euthermic","Night",-1,2021-05-12,1,35.975,35.895,0.554166040099896
"699","H263","SP22w4","Euthermic","Night",-1,2021-05-12,2,35.3675,35.295,0.290559804515354
"700","H263","SP22w4","Euthermic","Night",-1,2021-05-12,3,35.375,35.655,1.20760092745907
"701","H263","SP22w4","Euthermic","Night",-1,2021-05-12,4,35.5075,35.55,0.479400667500578
"702","H263","SP22w4","Euthermic","Night",-1,2021-05-12,5,35.44,35.505,0.276526068692751
"703","H263","SP22w4","Euthermic","Night",-1,2021-05-12,6,35.4125,35.185,0.708301960089525
"704","H263","SP22w4","Euthermic","Night",-1,2021-05-12,7,35.58,35.62,0.831745153277135
"705","H263","SP22w4","Euthermic","Night",-1,2021-05-12,8,35.06,35.065,0.137355985186911
"706","H263","SP22w4","Euthermic","Night",-1,2021-05-12,9,34.83,34.83,0.183847763108501
"707","H263","SP22w4","Euthermic","Night",-1,2021-05-12,17,36.37,36.37,0.15556349186104
"708","H263","SP22w4","Euthermic","Night",-1,2021-05-12,18,36.44,36.97,1.44853949434134
"709","H263","SP22w4","Euthermic","Night",-1,2021-05-12,19,36.6175,36.66,0.378890925377388
"710","H263","SP22w4","Euthermic","Night",-1,2021-05-12,20,35.0425,35.005,0.4769608649215
"711","H263","SP22w4","Euthermic","Night",-1,2021-05-12,21,34.0975,34.2,0.421297598695585
"712","H263","SP22w4","Euthermic","Night",-1,2021-05-12,22,35.3575,35.39,0.599409431579671
"713","H263","SP22w4","Euthermic","Night",-1,2021-05-12,23,35.015,34.765,0.839225833730109
"714","H263","SP22w4","Euthermic","Night",-1,2021-05-12,24,35.75,35.75,0.0282842712474663
"715","H263","SP22w4","Euthermic","Night",-1,2021-05-13,0,34.815,34.815,0.516187950266177
"716","H263","SP22w4","Euthermic","Night",-1,2021-05-13,1,35.1825,35.135,0.470203856499141
"717","H263","SP22w4","Euthermic","Night",-1,2021-05-13,2,35.6275,35.05,1.19603163280353
"718","H263","SP22w4","Euthermic","Night",-1,2021-05-13,3,35.93,35.98,0.909945053286187
"719","H263","SP22w4","Euthermic","Night",-1,2021-05-13,4,34.815,34.9,0.481421506236132
"720","H263","SP22w4","Euthermic","Night",-1,2021-05-13,5,35.235,35.26,1.02155110820099
"721","H263","SP22w4","Euthermic","Night",-1,2021-05-13,6,36.45,36.43,0.0909212113132397
"722","H263","SP22w4","Euthermic","Night",-1,2021-05-13,7,36.395,36.38,0.182117178395305
"723","H263","SP22w4","Euthermic","Night",-1,2021-05-13,8,36.3275,36.32,0.0543905629069337
"724","H263","SP22w4","Euthermic","Night",-1,2021-05-13,9,36.235,36.235,0.190918830920365
"725","H263","SP22w4","Euthermic","Night",-1,2021-05-13,17,35.19,35.2,0.0556776436283
"726","H263","SP22w4","Euthermic","Night",-1,2021-05-13,18,35.5425,35.28,0.575463581239797
"727","H263","SP22w4","Euthermic","Night",-1,2021-05-13,19,36.3925,36.52,0.684367104216249
"728","H263","SP22w4","Euthermic","Night",-1,2021-05-13,20,36.6525,37,1.22437398970521
"729","H263","SP22w4","Euthermic","Night",-1,2021-05-13,21,35.0225,34.915,0.647681763419865
"730","H263","SP22w4","Euthermic","Night",-1,2021-05-13,22,34.8225,35.185,0.995334951996898
"731","H263","SP22w4","Euthermic","Night",-1,2021-05-13,23,35.205,35.285,0.382840262598731
"732","H263","SP22w4","Euthermic","Night",-1,2021-05-13,24,36.175,36.175,1.26572113832392
"733","H263","SP22w4","Euthermic","Night",-1,2021-05-14,0,36.885,36.885,0.0494974746830585
"734","H263","SP22w4","Euthermic","Night",-1,2021-05-14,1,36.43,36.8,1.1094443053469
"735","H263","SP22w4","Euthermic","Night",-1,2021-05-14,2,35.5075,35.79,0.710369622098242
"736","H263","SP22w4","Euthermic","Night",-1,2021-05-14,3,35.5725,35.625,0.856830399398466
"737","H263","SP22w4","Euthermic","Night",-1,2021-05-14,4,35.685,35.54,0.654293512118225
"738","H263","SP22w4","Euthermic","Night",-1,2021-05-14,5,35.88,35.93,0.573585215987999
"739","H263","SP22w4","Euthermic","Night",-1,2021-05-14,6,34.9675,35.015,0.170562793910827
"740","H263","SP22w4","Euthermic","Night",-1,2021-05-14,7,36.34,36.39,0.170489491367257
"741","H263","SP22w4","Euthermic","Night",-1,2021-05-14,8,36.115,36.14,0.0732575365861203
"742","H263","SP22w4","Euthermic","Night",-1,2021-05-14,9,36.345,36.345,0.0636396103067917
"743","H263","SP22w4","Euthermic","Night",-1,2021-05-14,17,36.38,36.38,0.26870057685089
"744","H263","SP22w4","Euthermic","Night",-1,2021-05-14,18,36.5175,36.52,0.220812892135704
"745","H263","SP22w4","Euthermic","Night",-1,2021-05-14,19,36.965,36.945,0.408289113251873
"746","H263","SP22w4","Euthermic","Night",-1,2021-05-14,20,37.4025,37.395,0.263233103288067
"747","H263","SP22w4","Euthermic","Night",-1,2021-05-14,21,37.05,37.075,0.331963853453958
"748","H263","SP22w4","Euthermic","Night",-1,2021-05-14,22,35.09,35.24,0.482424432769873
"749","H263","SP22w4","Euthermic","Night",-1,2021-05-14,23,35.0525,34.985,0.347790645839323
"750","H263","SP22w4","Euthermic","Night",-1,2021-05-14,24,35.91,35.91,1.40007142674936
"751","H263","SP22w4","Euthermic","Night",-1,2021-05-15,0,35,35,0.565685424949236
"752","H263","SP22w4","Euthermic","Night",-1,2021-05-15,1,36,35.96,0.346410161513777
"753","H263","SP22w4","Euthermic","Night",-1,2021-05-15,2,35.6825,35.53,0.680998042092143
"754","H263","SP22w4","Euthermic","Night",-1,2021-05-15,3,35.595,35.53,0.439507299901452
"755","H263","SP22w4","Euthermic","Night",-1,2021-05-15,4,35.795,35.66,0.914421492894096
"756","H263","SP22w4","Euthermic","Night",-1,2021-05-15,5,36.64,36.665,0.197484176581315
"757","H263","SP22w4","Euthermic","Night",-1,2021-05-15,6,36.65,36.81,0.438178046004134
"758","H263","SP22w4","Euthermic","Night",-1,2021-05-15,7,36.1525,36.14,0.0826135582092908
"759","H263","SP22w4","Euthermic","Night",-1,2021-05-15,8,36.1375,36.27,0.626970227894965
"760","H263","SP22w4","Euthermic","Night",-1,2021-05-15,9,36.845,36.845,0.091923881554248
"761","H263","SP22w4","Euthermic","Night",-1,2021-05-15,17,36.94,36.94,0.0424264068711945
"762","H263","SP22w4","Euthermic","Night",-1,2021-05-15,18,36.765,36.74,0.0793725393319386
"763","H263","SP22w4","Euthermic","Night",-1,2021-05-15,19,36.8875,36.82,0.178021534277926
"764","H263","SP22w4","Euthermic","Night",-1,2021-05-15,20,35.5725,35.465,1.01552531562077
"765","H263","SP22w4","Euthermic","Night",-1,2021-05-15,21,34.9925,34.985,0.519959934353918
"766","H263","SP22w4","Euthermic","Night",-1,2021-05-15,22,34.8625,34.935,0.354906090865364
"767","H263","SP22w4","Euthermic","Night",-1,2021-05-15,23,34.9475,35.16,0.810324009270366
"768","H263","SP22w4","Euthermic","Night",-1,2021-05-15,24,35.93,35.93,0.127279220613578
"769","H263","SP22w4","Euthermic","Night",-1,2021-05-16,0,35.64,35.64,0.509116882454313
"770","H263","SP22w4","Euthermic","Night",-1,2021-05-16,1,35.13,35.065,0.336749164809657
"771","H263","SP22w4","Euthermic","Night",-1,2021-05-16,2,35.455,35.76,0.701688439883876
"772","H263","SP22w4","Euthermic","Night",-1,2021-05-16,3,35.65,35.85,1.3598284205492
"773","H263","SP22w4","Euthermic","Night",-1,2021-05-16,4,36.215,36.715,1.2581070436705
"774","H263","SP22w4","Euthermic","Night",-1,2021-05-16,5,36.4375,36.64,0.585113949016202
"775","H263","SP22w4","Euthermic","Night",-1,2021-05-16,6,35.8125,35.85,1.40675453911951
"776","H263","SP22w4","Euthermic","Night",-1,2021-05-16,7,36.295,36.3,0.253705866441172
"777","H263","SP22w4","Euthermic","Night",-1,2021-05-16,8,35.9725,36.325,0.900495234116577
"778","H263","SP22w4","Euthermic","Night",-1,2021-05-16,9,36.68,36.68,0.0565685424949226
"779","H263","SP22w4","Euthermic","Night",-1,2021-05-16,17,36.335,36.335,0.0353553390593254
"780","H263","SP22w4","Euthermic","Night",-1,2021-05-16,18,35.76,36.505,1.61754958708123
"781","H263","SP22w4","Euthermic","Night",-1,2021-05-16,19,36.785,36.64,0.381968585095688
"782","H263","SP22w4","Euthermic","Night",-1,2021-05-16,20,36.5225,36.9,1.23135088419183
"783","H263","SP22w4","Euthermic","Night",-1,2021-05-16,21,36.2325,36.205,0.699684452688019
"784","H263","SP22w4","Euthermic","Night",-1,2021-05-16,22,35.445,35.795,1.69415662400696
"785","H263","SP22w4","Euthermic","Night",-1,2021-05-16,23,35.5575,35.445,1.38858141040896
"786","H263","SP22w4","Euthermic","Night",-1,2021-05-16,24,36.85,36.85,0.0565685424949226
"787","H263","SP22w4","Euthermic","Night",-1,2021-05-17,0,34.955,34.955,1.03944696834422
"788","H263","SP22w4","Euthermic","Night",-1,2021-05-17,1,35.6575,35.58,1.47153831074831
"789","H263","SP22w4","Euthermic","Night",-1,2021-05-17,2,36.9925,36.985,0.113834675443528
"790","H263","SP22w4","Euthermic","Night",-1,2021-05-17,3,35.5225,35.915,1.11840287910931
"791","H263","SP22w4","Euthermic","Night",-1,2021-05-17,4,35.32,35.51,1.46111829318049
"792","H263","SP22w4","Euthermic","Night",-1,2021-05-17,5,36.4275,36.445,0.149972219649727
"793","H263","SP22w4","Euthermic","Night",-1,2021-05-17,6,36.4775,36.485,0.109048918686372
"794","H263","SP22w4","Euthermic","Night",-1,2021-05-17,7,36.2425,36.22,0.108128010555391
"795","H263","SP22w4","Euthermic","Night",-1,2021-05-17,8,36.1925,36.175,0.153052278650141
"796","H263","SP22w4","Euthermic","Night",-1,2021-05-17,9,36.095,36.095,1.03944696834422
"797","H263","SP22w4","Euthermic","Night",-1,2021-05-17,17,36.6,36.6,0.42426406871193
"798","H263","SP22w4","Euthermic","Night",-1,2021-05-17,18,36.3075,36.27,0.277052943195581
"799","H263","SP22w4","Euthermic","Night",-1,2021-05-17,19,36.365,36.605,0.65698807701003
"800","H263","SP22w4","Euthermic","Night",-1,2021-05-17,20,34.6025,34.53,0.293413814716801
"801","H263","SP22w4","Euthermic","Night",-1,2021-05-17,21,35.0825,35.235,0.56429159128947
"802","H263","SP22w4","Euthermic","Night",-1,2021-05-17,22,35.31,34.945,1.47736251475391
"803","H263","SP22w4","Euthermic","Night",-1,2021-05-17,23,37.255,37.23,0.206801031589947
"804","H263","SP22w4","Euthermic","Night",-1,2021-05-17,24,37.27,37.27,0.141421356237306
"805","H263","SP22w4","Euthermic","Night",-1,2021-05-18,0,36.53,36.53,1.20208152801713
"806","H263","SP22w4","Euthermic","Night",-1,2021-05-18,1,35.5,35.305,0.740585354072482
"807","H263","SP22w4","Euthermic","Night",-1,2021-05-18,2,35.615,35.495,1.10515458948813
"808","H263","SP22w4","Euthermic","Night",-1,2021-05-18,3,35.0225,34.52,1.20295123204005
"809","H263","SP22w4","Euthermic","Night",-1,2021-05-18,4,35.335,34.98,1.32590849357463
"810","H263","SP22w4","Euthermic","Night",-1,2021-05-18,5,35.6875,35.655,0.449249373956157
"811","H263","SP22w4","Euthermic","Night",-1,2021-05-18,6,35.4775,35.075,1.00768298586411
"812","H263","SP22w4","Euthermic","Night",-1,2021-05-18,7,35.02,35.2,0.639791632747203
"813","H263","SP22w4","Euthermic","Night",-1,2021-05-18,8,35.3975,35.42,0.106575481858321
"814","H263","SP22w4","Euthermic","Night",-1,2021-05-18,9,35.415,35.415,0.912167747730646
"815","H263","SP22w4","Euthermic","Night",-1,2021-05-18,17,36.4,36.4,0.197989898732234
"816","H263","SP22w4","Euthermic","Night",-1,2021-05-18,18,35.9775,36.14,0.730633286950438
"817","H263","SP22w4","Euthermic","Night",-1,2021-05-18,19,36.4375,37,1.27136081948963
"818","H263","SP22w4","Euthermic","Night",-1,2021-05-18,20,35.89,35.905,0.821664976333622
"819","H263","SP22w4","Euthermic","Night",-1,2021-05-18,21,35.5025,35.51,0.433772213648285
"820","H263","SP22w4","Euthermic","Night",-1,2021-05-18,22,35.445,35.445,0.304055915910215
"821","H263","SP22w4","Euthermic","Night",0,2021-05-18,22,35.395,35.395,1.05358910396796
"822","H263","SP22w4","Euthermic","Night",0,2021-05-18,23,35.88,35.65,1.07489534374282
"823","H263","SP22w4","Euthermic","Night",0,2021-05-18,24,36.205,36.205,1.0253048327205
"824","H263","SP22w4","Euthermic","Night",0,2021-05-19,0,35.485,35.485,0.487903679018716
"825","H263","SP22w4","Euthermic","Night",0,2021-05-19,1,35.1925,35.075,0.392205303380768
"826","H263","SP22w4","Euthermic","Night",0,2021-05-19,2,35.3125,35.115,1.03686627231609
"827","H263","SP22w4","Euthermic","Night",0,2021-05-19,3,35.14,35.12,0.100995049383622
"828","H263","SP22w4","Euthermic","Night",0,2021-05-19,4,34.955,35.055,0.546046396075158
"829","H263","SP22w4","Euthermic","Night",0,2021-05-19,5,35.0825,35.08,0.0857807282163855
"830","H263","SP22w4","Euthermic","Night",0,2021-05-19,6,35.75,35.635,0.27748873851023
"831","H263","SP22w4","Euthermic","Night",0,2021-05-19,7,35.9325,35.95,0.0960468635614948
"832","H263","SP22w4","Euthermic","Night",0,2021-05-19,8,35.1675,35.235,0.594943974953385
"833","H263","SP22w4","Euthermic","Night",0,2021-05-19,9,34.845,34.845,0.091923881554248
"834","H263","SP22w4","Euthermic","Night",0,2021-05-19,17,36.575,36.575,0.0212132034355972
"835","H263","SP22w4","Euthermic","Night",0,2021-05-19,18,36.735,36.705,0.209841209807161
"836","H263","SP22w4","Euthermic","Night",0,2021-05-19,19,36.9225,36.905,0.405493526458808
"837","H263","SP22w4","Euthermic","Night",0,2021-05-19,20,36.8375,36.92,0.385086570353559
"838","H263","SP22w4","Euthermic","Night",0,2021-05-19,21,35.6275,35.82,0.999312263509259
"839","H263","SP22w4","Euthermic","Night",0,2021-05-19,22,35.185,35.225,0.392300904918661
"840","H263","SP22w4","Euthermic","Night",0,2021-05-19,23,35.115,35.54,1.04481258287472
"841","H263","SP22w4","Euthermic","Night",0,2021-05-19,24,35.615,35.615,0.0353553390593254
"842","H263","SP22w4","Euthermic","Night",0,2021-05-20,0,34.615,34.615,1.22329473145272
"843","H263","SP22w4","Euthermic","Night",0,2021-05-20,1,35.15,35.355,0.584636639289738
"844","H263","SP22w4","Euthermic","Night",0,2021-05-20,2,35.2075,35.155,0.375621706862991
"845","H263","SP22w4","Euthermic","Night",0,2021-05-20,3,35.8175,35.99,0.542670864029629
"846","H263","SP22w4","Euthermic","Night",0,2021-05-20,4,35.0075,35.335,1.02626750898584
"847","H263","SP22w4","Euthermic","Night",0,2021-05-20,5,35.3375,35.435,1.17556723896736
"848","H263","SP22w4","Euthermic","Night",0,2021-05-20,6,36.3325,36.305,0.126589889011724
"849","H263","SP22w4","Euthermic","Night",0,2021-05-20,7,36.1075,36.135,0.0960468635614923
"850","H263","SP22w4","Euthermic","Night",0,2021-05-20,8,36.2525,36.315,0.37025891841611
"851","H263","SP22w4","Euthermic","Night",0,2021-05-20,9,36.095,36.095,0.176776695296637
"852","H263","SP22w4","Euthermic","Night",0,2021-05-20,17,35.18,35.18,0
"853","H263","SP22w4","Euthermic","Night",0,2021-05-20,18,36.6125,36.655,0.199227675453652
"854","H263","SP22w4","Euthermic","Night",0,2021-05-20,19,34.94,35.02,0.313368792319847
"855","H263","SP22w4","Euthermic","Night",0,2021-05-20,20,35.7775,35.535,1.02685198543899
"856","H263","SP22w4","Euthermic","Night",0,2021-05-20,21,34.78,35.08,0.761270867256416
"857","H263","SP22w4","Euthermic","Night",0,2021-05-20,22,34.7075,34.905,0.613806429856623
"858","H263","SP22w4","Euthermic","Night",0,2021-05-20,23,34.6675,34.645,0.802594750377381
"859","H263","SP22w4","Euthermic","Night",0,2021-05-20,24,35.05,35.05,0.0282842712474613
"860","H263","SP22w4","Euthermic","Night",0,2021-05-21,0,34.93,34.93,0.862670273047587
"861","H263","SP22w4","Euthermic","Night",0,2021-05-21,1,34.9125,34.93,0.185719322276027
"862","H263","SP22w4","Euthermic","Night",0,2021-05-21,2,35.8025,35.995,1.62543071214986
"863","H263","SP22w4","Euthermic","Night",0,2021-05-21,3,36.3175,36.585,0.643499546749388
"864","H263","SP22w4","Euthermic","Night",0,2021-05-21,4,34.57,34.855,0.924157273772528
"865","H263","SP22w4","Euthermic","Night",0,2021-05-21,5,36.485,36.61,0.326751689615627
"866","H263","SP22w4","Euthermic","Night",0,2021-05-21,6,35.4,35.23,0.689927532426415
"867","H263","SP22w4","Euthermic","Night",0,2021-05-21,7,35.0975,34.785,0.648556088553642
"868","H263","SP22w4","Euthermic","Night",0,2021-05-21,8,36.2525,36.205,0.231570723538188
"869","H263","SP22w4","Euthermic","Night",0,2021-05-21,9,36.32,36.32,0.127279220613578
"870","H263","SP22w4","Euthermic","Night",0,2021-05-21,17,36.44,36.44,0.0989949493661171
"871","H263","SP22w4","Euthermic","Night",0,2021-05-21,18,36.675,36.675,0.151107026088574
"872","H263","SP22w4","Euthermic","Night",0,2021-05-21,19,37.01,37.095,0.306702896410625
"873","H263","SP22w4","Euthermic","Night",0,2021-05-21,20,36.3525,36.355,0.780144217436751
"874","H263","SP22w4","Euthermic","Night",0,2021-05-21,21,36.005,36.21,1.71678963960838
"875","H263","SP22w4","Euthermic","Night",0,2021-05-21,22,36.3325,36.175,1.11326471844451
"876","H263","SP22w4","Euthermic","Night",0,2021-05-21,23,35.365,35.36,1.20900785770813
"877","H263","SP22w4","Euthermic","Night",0,2021-05-21,24,35.435,35.435,0.148492424049176
"878","H263","SP22w4","Euthermic","Night",0,2021-05-22,0,35.505,35.505,0.629325035256028
"879","H263","SP22w4","Euthermic","Night",0,2021-05-22,1,37.1675,37.045,0.508027230241319
"880","H263","SP22w4","Euthermic","Night",0,2021-05-22,2,35.8475,36.42,1.42878444840361
"881","H263","SP22w4","Euthermic","Night",0,2021-05-22,3,35.4625,35.475,0.347311099736244
"882","H263","SP22w4","Euthermic","Night",0,2021-05-22,4,35.72,36.15,1.60905769525728
"883","H263","SP22w4","Euthermic","Night",0,2021-05-22,5,35.145,35.11,0.210475651798493
"884","H263","SP22w4","Euthermic","Night",0,2021-05-22,6,34.84,34.88,0.144452991200136
"885","H263","SP22w4","Euthermic","Night",0,2021-05-22,7,35.6,35.545,0.733530276584863
"886","H263","SP22w4","Euthermic","Night",0,2021-05-22,8,36.08,36.325,0.598943514309433
"887","H263","SP22w4","Euthermic","Night",0,2021-05-22,9,35.2,35.2,1.31521861300698
"888","H263","SP22w4","Euthermic","Night",0,2021-05-22,17,36.455,36.455,0.0353553390593254
"889","H263","SP22w4","Euthermic","Night",0,2021-05-22,18,35.2425,35.005,0.739566314358174
"890","H263","SP22w4","Euthermic","Night",0,2021-05-22,19,35.6,35.595,1.30033329060924
"891","H263","SP22w4","Euthermic","Night",0,2021-05-22,20,35.09,34.725,1.64221395276824
"892","H263","SP22w4","Euthermic","Night",0,2021-05-22,21,35.005,35.03,0.393827373350304
"893","H263","SP22w4","Euthermic","Night",0,2021-05-22,22,36.2475,36.44,0.869841939664902
"894","H263","SP22w4","Euthermic","Night",0,2021-05-22,23,35.62,35.55,1.54451718453805
"895","H263","SP22w4","Euthermic","Night",0,2021-05-22,24,34.03,34.03,0.212132034355962
"896","H263","SP22w4","Euthermic","Night",0,2021-05-23,0,35.68,35.68,0.212132034355962
"897","H263","SP22w4","Euthermic","Night",0,2021-05-23,1,35.625,35.515,1.05022219871162
"898","H263","SP22w4","Euthermic","Night",0,2021-05-23,2,36.2575,36.53,0.680753259265058
"899","H263","SP22w4","Euthermic","Night",0,2021-05-23,3,35.55,35.3,0.95895776757895
"900","H263","SP22w4","Euthermic","Night",0,2021-05-23,4,35.2275,35.24,0.143614066163451
"901","H263","SP22w4","Euthermic","Night",0,2021-05-23,5,35.075,35.17,1.01029698603925
"902","H263","SP22w4","Euthermic","Night",0,2021-05-23,6,35.075,35.045,0.123423390543824
"903","H263","SP22w4","Euthermic","Night",0,2021-05-23,7,35.49,35.48,0.479652652100108
"904","H263","SP22w4","Euthermic","Night",0,2021-05-23,8,36.3375,36.36,0.135000000000001
"905","H263","SP22w4","Euthermic","Night",0,2021-05-23,9,36.105,36.105,0.19091883092037
"906","H263","SP22w4","Euthermic","Night",0,2021-05-23,17,35.295,35.295,0.0494974746830585
