Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,FOS-Thresh-1: Positive %,FOS-Thresh-1: Positive area µm^2,FOS-Thresh-1: Negative %,FOS-Thresh-1: Negative area µm^2,Num Detections,Num Negative,Num Positive,Positive %,Num Positive per mm^2,Area µm^2,Perimeter µm,Classifier: Positive %,Classifier: Positive area µm^2,Classifier: Negative %,Classifier: Negative area µm^2,Fos-Thresh-1: Positive %,Fos-Thresh-1: Positive area µm^2,Fos-Thresh-1: Negative %,Fos-Thresh-1: Negative area µm^2
Slide 22_Image01.vsi - EFI 40x_01 #2,3097c8e8-4f3b-4287-9ae2-690f147f7bd7,BTAN,,Image,Geometry,1075.1,433.65,0.3048,47.7224,99.6952,15609.3584,185,184,1,0.5405,63.8,15673.1,1866.4,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_01 #2,4bf32339-1129-4895-bcb5-16b54069e8ab,PT,,Image,Geometry,748.01,281.27,0.2188,34.4413,99.7812,15703.9863,145,145,0,0,0,15727.5,1453.3,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_02 #4,386b718e-ffde-4736-a27d-7f8111b5b14b,DMH,,Image,Polygon,1135.1,1504.3,0.0285,57.9467,99.9715,203175.8438,861,861,0,0,0,203240.5,1987.1,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_02 #4,710e4679-32be-469b-a4ac-97f2e2a03163,VMH,,Image,Polygon,855,1114.5,0.1175,343.0162,99.8825,291497.125,994,993,1,0.1006,3.427,291840.6,1963.7,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_02 #4,1d61f416-fc69-4392-905a-5a467fffbc07,ARC,,Image,Polygon,1010,730.98,0.0058,6.0608,99.9942,105076.6641,400,400,0,0,0,105084.1,1343.8,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_02 #4,dc9a3a02-f8f2-4521-bb81-14a8013dca0e,ATAN,,Image,Polygon,1350.5,1464.7,1.0125,328.7074,98.9875,32136.168,372,370,2,0.5376,61.6,32467.6,1681.2,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_02 #4,2ac5784a-3810-412d-8bf3-0e8566eca275,PT,,Image,Geometry,1476.6,368.97,0.1467,55.9177,99.8533,38063.7578,335,334,1,0.2985,26.26,38084.5,2820.8,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_02 #4,dcad7b74-e439-464f-a08c-9669b2978442,BTAN,,Image,Geometry,1536.1,605.42,2.4397,727.7994,97.5603,29103.4902,326,320,6,1.84,201.21,29819.7,2673.7,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_02 #4,0a64890c-b897-4345-8af2-139b54f13be6,ME,,Image,Geometry,1449.5,420.56,0.2198,69.2515,99.7802,31436.248,120,120,0,0,0,31504.6,964.82,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_03 #6,5516c096-947a-466f-9ba0-920156d39903,DMH,,Image,Polygon,762.69,1423.5,0.0789,152.3111,99.9211,192992.5312,771,770,1,0.1297,5.177,193148.5,1922.2,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_03 #6,ed2c3816-2eee-4da1-81e8-aa0742d38d8f,VMH,,Image,Polygon,548.51,1043.4,0.0054,16.048,99.9946,299542.9688,847,847,0,0,0,299559.9,1994.8,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_03 #6,16360cbc-b4e8-488a-a887-4c6ed719334c,ARC,,Image,Polygon,748.04,692.08,0.0393,43.3744,99.9607,110272.2969,450,450,0,0,0,110316.8,1431.6,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_03 #6,75506ea8-c005-4638-a731-b0af4f4734f5,ATAN,,Image,Polygon,1036.8,1321.9,1.0607,298.1661,98.9393,27812.457,307,304,3,0.9772,106.65,28130.1,1400.8,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_03 #6,38b58d60-850d-40a1-8854-b56818a718b0,BTAN,,Image,Geometry,1140.3,596.3,0.0688,14.625,99.9312,21228.7168,237,237,0,0,0,21233.1,1991.2,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_03 #6,9013ebc2-1cc4-4b94-8e6f-25c35874bf57,PT,,Image,Polygon,706.74,447.64,0.0657,10.1716,99.9343,15464.3467,142,142,0,0,0,15462.4,1294.5,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_04 #8,e4ed6260-5cea-4152-933d-8c0fcc7b3ee5,DMH,,Image,Polygon,657.34,1237.8,0.0415,84.1137,99.9585,202625.6094,878,878,0,0,0,202726.4,1847.8,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_04 #8,6aca96fd-777a-43cd-bcb9-3e837440d5b4,VMH,,Image,Polygon,311.73,859.32,0.0057,17.2865,99.9943,301051.7188,886,886,0,0,0,301046.6,2008.2,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_04 #8,676a5aec-29ad-4bdf-aa94-2f539ff2ee23,ARC,,Image,Polygon,602.36,514.16,0.1722,164.6436,99.8278,95446.2578,366,365,1,0.2732,10.46,95609.8,1303.6,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_04 #8,ed3d45a5-c5af-4a19-bb40-26e3c273b227,ATAN,,Image,Polygon,855.7,1520.7,3.2512,1558.0793,96.7488,46365.1602,502,491,11,2.191,229.41,47950,1879.8,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_04 #8,dd369cda-b7a9-4be5-b7f8-e492d0d19bad,BTAN,,Image,Polygon,802.04,512.51,0.2006,35.3899,99.7994,17610.8262,198,198,0,0,0,17665,1664.6,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_04 #8,660e3157-0fb6-49fa-9de6-8eb071cc37e9,PT,,Image,Geometry,578.36,259.31,0.1224,14.8358,99.8776,12104.6484,146,145,1,0.6849,82.39,12137,1300.7,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_04 #8,6c3851e5-4ed0-4550-ab81-c9781cb6ef06,ME,,Image,Polygon,770.56,269.98,0.0096,2.4507,99.9904,25624.5254,78,78,0,0,0,25628,662.68,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_05 #10,0317a6c4-49f4-43bf-ab30-e0f4eec50b94,CP,,Image,Geometry,248.47,523.48,0.1016,150.203,99.8984,147631.75,938,937,1,0.1066,6.765,147809.5,3262.3,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_06 #12,624a5632-2602-4cea-af61-4afb6af7e4d1,CP,,Image,Geometry,267.41,457.31,0.5609,975.687,99.4391,172978.25,1385,1379,6,0.4332,34.49,173939.9,4160.7,,,,,,,,
Slide 22_Image01.vsi - EFI 40x_08 #16,ad467292-1550-4b80-87ff-9ccca3094cd2,CP,,Image,Polygon,245.21,456.29,0.0174,19.2102,99.9826,110301.7812,858,858,,0,,110342.4,1878.2,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_01 #2,4f150ded-ee94-4241-b2bc-eea06d2a1926,DMH,,Image,Polygon,2100,1581.8,0.1036,215.5808,99.8964,207851.3281,725,723,2,0.2759,9.613,208044.7,1886,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_01 #2,3de54847-3470-428e-99ef-9d7488c471fd,VMH,,Image,Polygon,2381.5,1930.4,0.096,253.7904,99.904,264071.3438,804,802,2,0.2488,7.566,264331.6,2126.4,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_01 #2,20bbf0d0-6997-411f-b7f6-f45b83a52107,ARC,,Image,Polygon,2641.1,1610.2,0.0883,87.4603,99.9117,98942.5312,310,309,1,0.3226,10.1,99028.2,1350.8,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_01 #2,5a9d3ad1-3a88-42db-919a-ad19fe73a830,PT,,Image,Geometry,2785.3,1638.2,34.4601,15405.8467,65.5399,29300.5195,574,382,192,33.45,4295.1,44701.8,2913.1,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_01 #2,e7b5155f-be84-4763-a919-a28e4ef21fb6,BTAN,,Image,Geometry,2515.3,1314.8,2.6739,380.7251,97.3261,13857.7021,154,149,5,3.247,351.18,14237.7,1273.4,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_01 #2,00e77e96-631b-4542-a028-19c9d7a9dc03,ATAN,,Image,Geometry,2066.7,1284.6,0.7054,85.5894,99.2946,12047.0967,133,132,1,0.7519,82.42,12133.1,2063.5,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_02 #4,5e07ec9e-1ec4-4802-bfb8-c778b2bda331,ME,,Image,Polygon,265.39,1056.7,1.4497,238.2957,98.5503,16198.998,70,67,3,4.286,182.52,16436.8,518.05,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_02 #4,cec4c8cc-3867-4c37-bd69-1a82b39767d0,BTAN,,Image,Polygon,329.1,1014.6,37.1942,3715.1526,62.8058,6273.373,135,95,40,29.63,4003.4,9991.5,1295.9,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_02 #4,e5dd357c-706c-48cf-8dc3-1f3a92a33814,PT,,Image,Geometry,215.78,916.86,47.4018,16263.2686,52.5982,18046.125,476,249,227,47.69,6615.4,34314.1,2673.9,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_02 #4,7a618ae9-198f-47d0-8a20-c629776485ed,DMH,,Image,Polygon,1282.7,842.36,0.7788,1292.9053,99.2212,164710.2344,585,575,10,1.709,60.24,166005.7,1691.9,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_02 #4,c02b626d-7f26-4135-87d0-3d4778cecb77,VMH,,Image,Polygon,835.58,720.88,0.0461,107.3556,99.9539,232972.75,867,867,0,0,0,233080.5,1736.3,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_02 #4,e5665265-37da-4a9e-a146-0be295aa9b48,ARC,,Image,Polygon,390.01,783.09,0.157,149.6496,99.843,95144.5625,317,316,1,0.3155,10.49,95293,1316.6,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_02 #4,cb804623-4de1-4023-ae36-fe6c05635ed8,ATAN,,Image,Geometry,1074.3,1093.7,3.4608,710.1439,96.5392,19809.4043,229,222,7,3.057,341.21,20515.2,2690.4,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_04 #8,3434d924-57bd-4e38-844a-0ebf8c885908,DMH,,Image,Polygon,1337.3,1401.5,0.4841,982.8282,99.5159,202032.75,763,757,6,0.7864,29.56,203009.2,1995.7,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_04 #8,7bf05aa1-037b-43fc-83ea-cd5761e7f7af,VMH,,Image,Polygon,1781.4,1625.5,0.1786,506.2632,99.8214,282947.5312,1008,1006,2,0.1984,7.056,283455.6,1960.6,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_04 #8,1f64f167-4ba5-44ab-bf1b-cdb47e5f341a,ARC,,Image,Polygon,2136,1466.6,0.1163,98.8178,99.8837,84890.0938,277,277,0,0,0,84985.2,1299.5,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_04 #8,afdc6151-8f36-4f63-a056-f983d2ed3513,ATAN,,Image,Geometry,1386,1149.8,0.5865,146.4084,99.4135,24818.3828,247,246,1,0.4049,40.05,24967.8,1544.7,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_04 #8,7af0231f-7ab9-40c7-9f72-950a7ce708f6,BTAN,,Image,Geometry,2215.4,1239.9,7.2686,1351.2999,92.7314,17239.5352,215,202,13,6.047,699.39,18587.7,1440.8,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_04 #8,eb6abcfa-2987-431a-865e-bf5e0273f7a1,PT,,Image,Geometry,2323,1536.5,43.787,11055.2041,56.213,14192.4961,326,200,126,38.65,4991,25245.5,1751.5,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_05 #10,6d8ec163-1672-4294-9819-92283ba3df39,CP,,Image,Polygon,495.47,412.08,99.9513,140823.8125,0.0487,68.5927,1070,,1070,100,7592.5,140929.2,3152,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_06 #12,7ea79080-5adf-47e0-b1d6-be5017d48e97,CP,,Image,Geometry,673.78,566.41,99.6725,234371.7188,0.3275,770.067,1670,,1670,100,7101.1,235174.9,4590.8,,,,,,,,
Slide 23_Image01.vsi - EFI 40x_07 #14,0f4ac2e6-3e1b-40cc-8044-1143a3adc744,CP,,Image,Geometry,460.18,402.05,99.5302,153176.0938,0.4698,723.0034,1223,,1223,100,7941.2,154006.2,3712,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_02 #4,ecd8472c-95d3-479c-a0d5-e82744fd9dd4,DMH,,Image,Polygon,1313.6,1184.8,0.2528,504.9456,99.7472,199233.5156,807,807,0,0,0,199737.5,1866.9,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_02 #4,8474d1e5-5770-4729-9ea8-7a8abb4d2f64,ARC,,Image,Polygon,1885.9,1142.5,0.0534,50.2004,99.9466,93963.0234,358,358,0,0,0,94011.8,1261.8,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_02 #4,6c49e6af-f78b-44aa-863b-e3b61bcc9cf7,PT,,Image,Geometry,2145.1,1186,18.494,3665.3484,81.506,16153.7256,282,276,6,2.128,302.71,19821.1,1799.5,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_02 #4,738bdc9f-71b9-46e1-8d3f-91cebe1565e3,BTAN,,Image,Polygon,2068.1,911.81,1.5614,368.8933,98.4386,23256.7461,238,238,0,0,0,23627.4,2308.6,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_02 #4,ae3518b2-7b65-4d65-99c7-e759c2b01565,ATAN,,Image,Geometry,1234.2,924.9,4.2758,1767.5831,95.7242,39571.2109,590,584,6,1.017,145.15,41337.1,3021.8,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_02 #4,7191eef9-8861-44ca-85a2-f4ca99288e13,VMH,,Image,Polygon,1633.3,1280.2,0.4449,740.8697,99.5551,165779.5781,594,594,0,0,0,166563.8,1735.9,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_03 #6,c76fd11c-f5ee-4b6e-a7d2-68527a82d7da,DMH,,Image,Polygon,1078.2,650.88,1.3554,2850.8792,98.6446,207483.5938,869,869,0,0,0,210339.7,1821.8,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_03 #6,a227d631-18d5-4133-a8fd-e18a6a0fea4a,VMH,,Image,Polygon,1432.8,476.62,0.046,84.4499,99.954,183511.6094,806,805,1,0.1241,5.447,183595.6,1803.8,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_03 #6,6e026f0d-81f5-4bf4-9b34-c2eb30d434e5,ATAN,,Image,Polygon,1257.3,917.13,1.7739,229.8314,98.2261,12726.2617,188,187,1,0.5319,77.18,12956,884.09,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_03 #6,386e9890-778c-4e52-a8cc-c1db7787e1b2,ARC,,Image,Polygon,1650.8,628.86,0.1574,141.4571,99.8426,89726.7969,435,433,2,0.4598,22.25,89868.1,1257.8,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_03 #6,ee2ebfcd-eff9-47f7-a98e-174bab6e0672,BTAN,,Image,Geometry,1765.2,944.39,14.4875,2155.0967,85.5125,12720.5068,192,192,0,0,0,14875.5,2884.5,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_03 #6,8be00f35-ac27-46b1-ac4d-82469ec87e67,PT,,Image,Geometry,1729.8,1404.8,26.4553,4049.8679,73.5447,11258.4785,211,210,1,0.4739,65.32,15309.4,1273.1,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_03 #6,7e727afd-1403-49aa-b530-aa83037b2449,PathAnnotationObject,,Image,Rectangle,1288.7,980.58,,,,,564,563,1,0.1773,3.944,253561.1,2023.2,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_04 #8,dbf705af-c9e9-403e-aa8c-5d045cb48fd2,DMH,,Image,Polygon,1315.2,666.54,1.3373,2686.8154,98.6627,198229.4531,758,740,18,2.375,89.59,200919.3,1811.5,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_04 #8,52d174d3-2183-4415-8626-8b9a25cab451,ARC,,Image,Polygon,1931.2,658.7,0.2821,238.116,99.7179,84181.0312,358,340,18,5.028,213.22,84418.9,1335.4,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_04 #8,22c70f9f-d3db-4cbe-8429-6b66a1ca0105,VMH,,Image,Polygon,1684.8,458.22,0.3761,971.3983,99.6239,257300.0938,1036,1002,34,3.282,131.64,258271.5,1975.5,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_04 #8,40576ebe-53a8-4e4c-b2df-635a186a393a,BTAN,,Image,Geometry,2041.5,989.83,11.5772,2466.2278,88.4228,18836.2734,257,244,13,5.058,610.2,21304.5,3047.8,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_04 #8,c7910dd6-f6e8-4fa4-a79f-a02bcef6fd58,ME,,Image,Polygon,2104.7,1044.8,13.6868,3707.1943,86.3132,23378.7793,108,88,20,18.52,738.41,27085.3,993.64,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_04 #8,21b26612-0118-4924-a301-4faa44de656c,PT,,Image,Geometry,2025,1427.4,13.8356,2276.4451,86.1644,14177.0547,164,146,18,10.98,1092.8,16471.5,1055.8,,,,,,,,
Slide 24_Image01.vsi - EFI 40x_04 #8,92a6f616-ef94-48c2-8576-93a555b9f815,ATAN,,Image,Polygon,1403.3,954.91,8.1516,1739.0979,91.8484,19595.3262,313,275,38,12.14,1781,21336.5,1446.6,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_02 #4,44a97491-835b-4105-8b7c-1cea4ca86f1b,DMH,,Image,Polygon,1476.4,1431.2,1.3533,2866.0312,98.6467,208908.9062,939,931,8,0.852,37.78,211772.8,1943.9,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_02 #4,8f3223a1-524c-4099-80d0-4b60a2e27c72,ARC,,Image,Polygon,1569.9,729.08,0.0651,59.0008,99.9349,90631.4609,363,363,0,0,0,90691.9,1181,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_02 #4,a21f771e-5850-4bb2-8aef-94956424cc43,VMH,,Image,Polygon,1770.1,1062.2,0.6219,1883.3875,99.3781,300975,873,862,11,1.26,36.32,302858.1,2154.8,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_02 #4,ec43422b-9693-4876-a3af-c4649fc56e37,ATAN,,Image,Polygon,1212,1484.8,3.3664,865.0375,96.6336,24830.9785,330,326,4,1.212,155.68,25693.9,1392.5,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_02 #4,053c7ace-ba0f-4727-9552-9a44e2cd157c,PT,,Image,Geometry,1319.4,396.93,0.4694,179.374,99.5306,38037.0625,411,409,2,0.4866,52.35,38202.3,3994.6,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_02 #4,04905428-5143-46b6-b9a4-bef92a8f0d87,ME,,Image,Geometry,1327.2,448.06,0.3537,172.7861,99.6463,48679.0508,199,199,0,0,0,48848.9,1363.4,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_03 #6,bd51e6dc-1314-4c9a-8b59-27e7cbc792d7,DMH,,Image,Polygon,1332.8,1472,0.0598,127.9624,99.9402,214023.6875,1083,1081,2,0.1847,9.339,214150.9,1798.5,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_03 #6,18fd6044-01af-4cba-947c-8bce390fa6b0,VMH,,Image,Polygon,1640.6,1136.5,0.0501,120.6104,99.95,240855.3281,893,891,2,0.224,8.3,240978,3014.9,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_03 #6,4478cdb6-99dc-47be-ae0b-7ff588e04ee4,ARC,,Image,Polygon,1461.5,759.01,0.0951,96.209,99.9049,101060.5,496,496,0,0,0,101158.9,1300.1,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_03 #6,4ab2df4b-e3ef-4e49-9a7e-081153cd3c1d,ATAN,,Image,Polygon,1041.5,1462,0,0,100,19245.8789,238,238,0,0,0,19229.1,1265.4,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_03 #6,8eb04c5e-7e30-4000-acbb-bc9001957b44,PT,,Image,Geometry,1167.7,428.98,0.6669,325.2027,99.3331,48441.4141,499,498,1,0.2004,20.51,48759.6,5340.9,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_03 #6,fbf662ed-8c92-40eb-bef5-d6b9d51e506f,BTAN,,Image,Geometry,1213.1,591.87,0.8603,178.1355,99.1397,20528.5605,235,232,3,1.277,144.88,20706.4,3205.3,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_04 #8,fb7df263-4d95-4e02-9299-3cb22de2a615,DMH,,Image,Polygon,1019.9,1473.4,0.0362,74.39,99.9638,205627.6562,961,961,,0,,205715,1925.4,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_04 #8,c86e8ebb-1a56-4e76-98c7-630d05cef3ba,VMH,,Image,Polygon,720.73,1180.3,0.0562,151.9949,99.9438,270223.8438,958,958,,0,,270372,1998.9,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_04 #8,070089b7-98db-4dd7-a9ea-502ff8935d44,ARC,,Image,Polygon,995.48,857.8,0.0188,16.8122,99.9812,89586.3906,423,423,,0,,89602.9,1206.5,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_04 #8,492b1ec7-e50b-4535-a0e9-ea903c9739e4,PT,,Image,Geometry,1332.3,449.16,0.0604,35.3372,99.9396,58486.2266,552,552,,0,,58508.5,5006.4,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_04 #8,c40c1867-9776-4d61-b7f7-cc805168d8c2,ME,,Image,Polygon,1458.6,458.36,0.037,17.5764,99.963,47466.5703,161,161,,0,,47483.6,1373.9,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_04 #8,a7eac22f-ef39-4180-befe-3a6e30dd00fc,BTAN,,Image,Geometry,1372.7,578.71,0.0719,18.7095,99.9281,26003.4844,247,247,,0,,26012.1,2968.3,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_05 #10,be1c050b-4db3-43cb-94cf-31372b9991b4,CP,,Image,Geometry,441.41,493.27,2.2666,2188.2996,97.7334,94359.2109,825,811,14,1.697,144.97,96571.4,4388.1,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_06 #12,39aa0e02-5233-4804-a19a-3b91596cb10c,CP,,Image,Polygon,412.05,344.59,0.6727,168.7807,99.3273,24922.7871,217,214,3,1.382,119.51,25101.8,1341.5,,,,,,,,
Slide 25_Image01.vsi - EFI 40x_07 #14,4e6364a1-0008-4a51-93b2-7d8b1ad97b70,CP,,Image,Polygon,277.86,268.64,1.2068,381.8582,98.7932,31259.7988,224,221,3,1.339,94.71,31674.6,1581.8,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_01 #2,2a3d3118-a937-4777-9362-f7d9decdcf32,DMH,,Image,Polygon,978.29,1756.6,0.4507,906.6957,99.5493,200266,860,851,9,1.047,44.74,201168.5,2264.4,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_01 #2,7eacc700-7b4e-49bc-8fe0-8356bc591903,ATAN,,Image,Geometry,1136.1,1565.4,1.0251,238.612,98.9749,23039.0312,311,310,1,0.3215,42.96,23278.6,1717.4,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_01 #2,d55eb1bc-274a-478f-9224-86657d085d6d,VMH,,Image,Geometry,573.31,1483.4,0.194,609.4816,99.806,313502.2812,1116,1112,4,0.3584,12.73,314112.4,2021.7,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_01 #2,c7354402-0121-4ee5-9a61-74bb32d72825,ARC,,Image,Polygon,538.9,1062.7,0.0577,47.0636,99.9423,81565.7109,420,420,0,0,0,81609.9,1243.9,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_01 #2,e7688e38-b608-4240-8fb8-daaca0ac7b94,PT,,Image,Geometry,861,615,0.2001,104.6414,99.7999,52191.8008,632,631,1,0.1582,19.14,52255.3,4109.7,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_01 #2,7144c755-e69e-445c-b7b6-2778e34f49de,BTAN,,Image,Polygon,963.39,639.47,1.1107,219.8497,98.8893,19573.5312,200,199,1,0.5,50.52,19794.2,1325,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_01 #2,77fc2340-f0ca-4dc1-9d1e-0c83e5a76785,ME,,Image,Polygon,903.7,595.37,0.1099,37.2345,99.8901,33854.8867,122,122,0,0,0,33890,1091.4,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_03 #6,602de951-da37-4da3-ac1b-4cf8664ebfc3,DMH,,Image,Polygon,1149.8,1256.2,0.3231,663.3702,99.6769,204660.75,1110,1109,1,0.0901,4.871,205316.4,1962.2,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_03 #6,85686272-5942-4520-be71-19039f127590,VMH,,Image,Polygon,1308.6,831.63,0.0412,102.586,99.9588,248914.0625,954,954,0,0,0,249014.9,1956.9,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_03 #6,09c32185-c7fe-448a-b366-3a055dd1381a,ARC,,Image,Polygon,930.03,714.06,0.0114,12.2798,99.9886,108150.2656,584,584,0,0,0,108158.9,1272.2,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_03 #6,87f7a73f-ba95-4bc7-a0b7-cbc1d45c2aed,BTAN,,Image,Geometry,754.38,645.52,4.1197,1195.5631,95.8802,27824.7363,354,343,11,3.107,379.29,29001.2,2947.3,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_03 #6,e54b42f7-dc99-479a-aa1d-03dd411c6abf,ATAN,,Image,Polygon,881.58,1301.9,0.8293,159.3733,99.1707,19058.4668,257,257,0,0,0,19218.1,1355.3,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_03 #6,1f77155a-ec49-44a0-ba42-f73465f8dae9,PT,,Image,Geometry,830.91,487.45,0.0277,14.1771,99.9723,51219.8555,640,640,0,0,0,51232.6,5448.5,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_03 #6,d2ef112d-51ac-4239-a16c-91b7195a5657,ME,,Image,Polygon,841.05,453.88,0.0421,16.2852,99.9579,38695.2695,145,145,0,0,0,38711.2,1114.2,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_04 #8,4fd907fd-bdd1-45ea-bce0-c15b4dd73889,VMH,,Image,Polygon,1368.5,887.66,0.0662,201.4038,99.9338,303901.9375,1264,1263,1,0.0791,3.288,304103.5,2009.6,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_04 #8,027bb15e-3a77-4472-ac35-e666c3af68a8,ARC,,Image,Polygon,1044,634.87,0.0079,8.1162,99.9921,102695.6562,554,554,0,0,0,102703.4,1347.3,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_04 #8,88112c25-5d3b-4258-acb8-0dba13f6f345,PT,,Image,Geometry,1104,383.66,0.2352,173.0497,99.7648,73402.6719,702,700,2,0.2849,27.2,73528.8,5916.5,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_04 #8,a483dde3-cf78-42eb-9a0c-8d24b6f0aa63,ME,,Image,Polygon,976.66,386.48,0.634,262.7498,99.366,41179.3125,137,136,1,0.7299,24.13,41440.3,1133.4,,,,,,,,
