Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,FOS-Thresh-1: Positive %,FOS-Thresh-1: Positive area µm^2,FOS-Thresh-1: Negative %,FOS-Thresh-1: Negative area µm^2,Num Detections,Num Negative,Num Positive,Positive %,Num Positive per mm^2,Area µm^2,Perimeter µm,Classifier: Positive %,Classifier: Positive area µm^2,Classifier: Negative %,Classifier: Negative area µm^2,Fos-Thresh-1: Positive %,Fos-Thresh-1: Positive area µm^2,Fos-Thresh-1: Negative %,Fos-Thresh-1: Negative area µm^2
Slide 26_Image01.vsi - EFI 40x_05 #10,263effb5-5a88-489e-99e2-4fc8d6e1174c,VMH,,Image,Polygon,1265,781.22,0.0764,228.3876,99.9236,298700.875,1186,1186,0,0,0,298932.2,2178.1,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_05 #10,8a1dfb45-913d-4327-82b1-960bb0c9b59e,ATAN,,Image,Geometry,758.58,1244.4,0.6008,147.6733,99.3992,24431.2285,371,371,0,0,0,24577.9,1709.6,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_05 #10,6337f7a9-8613-469d-b303-1156c0300c6b,PT,,Image,Geometry,857.44,395.41,0.8674,515.3544,99.1326,58899.5742,746,741,5,0.6702,84.18,59396.8,6206.6,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_05 #10,e7a70196-641a-45db-8f40-cbd0f0be757b,ME,,Image,Polygon,686.34,445.18,0.1873,38.6048,99.8127,20571.6172,92,92,0,0,0,20611.2,773.66,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_05 #10,5e271bc1-62b7-44be-929b-0f7338d07389,BTAN,,Image,Geometry,653.43,566.53,0.0602,13.4919,99.9398,22383.0918,317,317,0,0,0,22401.3,3516.4,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_06 #12,b75b10b1-0e24-425f-bfa5-c3c8d322deaa,CP,,Image,Geometry,155.48,502.51,1.469,2469.1724,98.531,165613.9375,1845,1672,173,9.377,1029.2,168092,7483.8,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_07 #14,3791fdc4-aee9-4c1c-b16e-cd6babe46c99,CP,,Image,Geometry,163.5,464.6,1.2434,1057.5354,98.7566,83993.9141,826,779,47,5.69,552.53,85063.1,3860.2,,,,,,,,
Slide 26_Image01.vsi - EFI 40x_08 #16,3d24240b-96c1-4375-8eb1-a77ec510d1f1,CP,,Image,Polygon,185.41,403.75,0.2194,130.1201,99.7806,59177.4727,569,562,7,1.23,118.01,59316.8,1966.7,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_02 #4,e8444557-4475-4729-b8bb-620876682aa5,ARC,,Image,Polygon,1929.4,911.66,1.5327,1768.6798,98.4673,113626.9062,542,536,6,1.107,51.99,115396.2,1322.7,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_02 #4,bc7db4e2-66ef-4543-b8e5-3880f3b736df,VMH,,Image,Polygon,1454.5,622.97,0.1218,370.0251,99.8782,303460.5,855,851,4,0.4678,13.16,303852.3,2029,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_02 #4,300e2077-1b58-43d0-9fd9-0160df6a5f63,DMH,,Image,Polygon,1126.9,933.83,2.617,5419.9038,97.383,201683.125,794,783,11,1.385,53.11,207100.9,2137,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_02 #4,dd3978bf-c091-464c-939f-cead99322a4b,ATAN,,Image,Polygon,1307.8,1172.7,4.8872,804.1991,95.1128,15650.959,226,218,8,3.54,486.2,16454,1224.4,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_02 #4,d3da4b35-65ba-48ad-9993-0bd16af4beea,BTAN,,Image,Polygon,2006.7,1239.8,3.8743,1312.8796,96.1256,32573.5742,298,294,4,1.342,118.03,33889.7,1964.4,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_02 #4,57665380-1a49-40de-92ad-6550ce9ab2fa,ME,,Image,Geometry,2095.5,1233.9,2.4512,875.5253,97.5488,34843.1953,90,89,1,1.111,28,35718.5,1045.6,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_02 #4,91a2311f-b30e-4c4e-b246-50a46fc533aa,PT,,Image,Geometry,2153.7,1241.4,8.7443,577.3065,91.2557,6024.7739,87,85,2,2.299,302.93,6602.2,521.94,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_03 #6,93437362-dd6f-47fb-99b6-af211652213c,DMH,,Image,Polygon,1037.3,896.27,0.1466,301.0911,99.8534,205101.4844,760,760,0,0,0,205408.4,1939.4,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_03 #6,5c30baf6-9c15-49a6-9e7e-aadcb0da2693,VMH,,Image,Polygon,742.26,620.47,0.1578,433.3488,99.8422,274266.2812,845,844,1,0.1183,3.64,274699.3,2148.7,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_03 #6,e3660292-e123-4239-9e20-f45214784d9f,ARC,,Image,Polygon,433.33,796.55,0.0977,101.4266,99.9024,103765.9766,449,449,0,0,0,103868.5,1287.1,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_03 #6,29eb06e5-9026-4190-90fc-f48d288d63ef,BTAN,,Image,Polygon,318.67,1052.1,1.2553,358.0892,98.7447,28167.8574,260,257,3,1.154,105.16,28528,1672,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_03 #6,f73ddd7b-ae64-4326-a516-e15a7c41e035,PT,,Image,Polygon,238.69,609.29,1.1945,30.1724,98.8055,2495.7415,25,25,0,0,0,2526.2,178.49,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_03 #6,fd038ba0-6b1c-4cf1-95c3-dd2315586b07,ME,,Image,Polygon,200.31,1060.2,0.3886,148.6746,99.6114,38111.8242,115,114,1,0.8696,26.14,38259,758.94,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_03 #6,7e5e3c46-c302-40f7-8c9d-eb548d7ccf58,ATAN,,Image,Geometry,942.82,1188.8,3.0284,518.6747,96.9716,16608.3145,219,213,6,2.74,350.33,17126.9,1216.7,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_04 #8,bf24d679-3c05-44b7-a5f4-7f2dfb5a0cf0,DMH,,Image,Polygon,1703.6,798.16,0.465,887.5416,99.535,189972.8281,733,730,3,0.4093,15.72,190862.4,1813.1,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_04 #8,5f5862f8-abc0-470c-9e90-037aca3c12ad,VMH,,Image,Polygon,2005,411.74,0.0673,196.3823,99.9327,291666.5,977,973,4,0.4094,13.7,291882.9,2195.1,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_04 #8,c0b6442f-8d64-4be4-982c-01313a717d33,ARC,,Image,Polygon,2276.4,790.4,0.7103,740.4217,99.2897,103505.7031,477,474,3,0.6289,28.78,104246.7,1299.6,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_04 #8,ae27696d-196f-4b99-87f7-7ca42370b441,ATAN,,Image,Polygon,1773.4,1029.6,6.711,1435.2555,93.289,19951.4902,294,271,23,7.823,1075.4,21387.5,1155.9,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_04 #8,0b5502d7-8c4a-4ce3-8f72-8b6c80dfbaf3,PT,,Image,Polygon,2374.6,1478,10.4057,772.5968,89.5943,6652.1743,79,69,10,12.66,1346.9,7424.2,677.53,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_04 #8,d9d027a2-36a6-4319-9e87-dcb7fbe19751,BTAN,,Image,Geometry,2354.7,1092.2,2.5183,385.4947,97.4817,14921.9561,205,200,5,2.439,326.67,15305.7,1929.6,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_04 #8,d6d728a2-4d27-4df3-bcce-12d2c698af49,ME,,Image,Polygon,2471.7,1143.1,2.6779,683.45,97.3221,24838.5957,80,79,1,1.25,39.18,25521.8,650.87,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_05 #10,226928cc-cca0-4273-bf7f-578291f596f6,PT,,Image,Geometry,257.26,451.33,1.0774,99.5293,98.9226,9138.5088,68,67,1,1.471,108.24,9238.7,872.69,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_05 #10,26efd4af-c21b-46c9-bb3d-2621db82ccf0,ATAN,,Image,Geometry,830.4,795.14,6.0491,1721.4692,93.9509,26736.8594,224,205,19,8.482,667.69,28456.5,2233.6,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_05 #10,ca798a16-b1a2-432e-9cd9-4befe4da37c3,DMH,,Image,Polygon,946.99,514.27,0.0812,168.9388,99.9188,207866.3438,572,572,0,0,0,208040,1983.1,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_05 #10,661015c0-8e20-4ed5-8b31-d21479bf3874,VMH,,Image,Polygon,624.79,384.28,0.0504,84.5089,99.9496,167524.1875,473,473,0,0,0,167608.6,1878.1,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_05 #10,fafc9d18-f228-40d9-9a95-b40585aa48bc,ARC,,Image,Polygon,406.44,360.88,0.2351,238.4275,99.7649,101159.9766,366,363,3,0.8197,29.59,101396.6,1397.6,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_05 #10,e0771076-57a7-4092-8394-131788e66c0f,PT,,Image,Polygon,78.53,697.47,2.8503,69.9893,97.1497,2385.5134,14,13,1,7.143,407.28,2455.3,210.66,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_06 #12,3fd4635a-f5d3-4d4b-9cb4-6add86fcc5ce,CP,,Image,Geometry,333.74,490.9,92.8515,140293.0469,7.1485,10800.8867,1189,83,1106,93.02,7315.3,151189.3,3594.5,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_07 #14,17703f1b-4ae6-4aa0-b955-b0730bbbe55a,CP,,Image,Geometry,658.51,463.24,95.5051,236020.4531,4.4949,11108.3018,1807,95,1712,94.74,6924.3,247246,4406.4,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_08 #16,b8e72ccd-c467-4130-9b75-9f3c2958060b,CP,,Image,Geometry,452.44,357.37,98.1378,240218.75,1.8622,4558.3184,1921,45,1876,97.66,7662.5,244829.1,5093.2,,,,,,,,
Slide 27_Image01.vsi - EFI 40x_09 #18,fb8fb3cf-e363-4ee5-8ead-d15a5a046ba0,CP,,Image,Geometry,700.41,392.19,97.7301,197099.5625,2.2699,4577.8184,1411,39,1372,97.24,6801.9,201709,4043.3,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_01 #2,78d5c3b8-d058-4375-8f9e-6c6b76fd5b04,VMH,,Image,Polygon,865.38,626.19,0.2658,886.9355,99.7342,332765.6562,910,905,5,0.5495,14.99,333650.1,2112.2,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_01 #2,f7f71d06-e794-45e1-9d03-c993c58a66df,DMH,,Image,Polygon,1299.4,861.58,1.1344,2414.7107,98.8656,210439.7656,462,447,15,3.247,70.47,212859.8,1896.2,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_01 #2,5ab40d67-a6a4-4749-967c-e0bb93ca250b,ARC,,Image,Polygon,446.12,750.05,0.4398,456.6962,99.5602,103384.9609,217,214,3,1.382,28.89,103840.4,1472.7,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_01 #2,818586de-7b9e-4c08-bdc8-64eab5c16e12,PT,,Image,Geometry,191.89,676.1,10.4393,1360.9182,89.5607,11675.542,161,148,13,8.075,997.39,13034,1116.2,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_01 #2,32e92338-9440-4e3c-870e-280c10354005,BTAN,,Image,Geometry,308.07,1031.2,5.5908,1176.6428,94.4092,19869.3535,204,194,10,4.902,475.08,21049,1976.3,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_01 #2,f545eb35-c920-4cb2-929d-add0b75088c9,ATAN,,Image,Polygon,1062.8,1122.1,3.9964,745.0068,96.0036,17897.1094,166,160,6,3.614,321.84,18642.7,1130.8,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_02 #4,b4d848cc-e87c-44c5-9219-818445d1ac77,VMH,,Image,Polygon,1158.2,293.04,0.1918,559.0977,99.8082,290939,878,873,5,0.5695,17.15,291472.8,2060.3,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_02 #4,4d471b99-6c52-4f68-9c21-f6e32e44e46e,ARC,,Image,Polygon,1547.6,468.34,0.0154,17.0757,99.9846,110655.5781,256,256,0,0,0,110672.5,1370.2,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_02 #4,0df7865b-3e11-4519-936f-4607208e2009,ATAN,,Image,Polygon,1038.4,714.11,0.2535,48.0123,99.7465,18888.291,177,175,2,1.13,105.59,18941.9,1144.2,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_02 #4,8f6015be-fae1-4c09-86b9-f9617f5df6ef,BTAN,,Image,Geometry,1690.4,866.52,7.3895,1694.5006,92.6105,21236.8066,250,237,13,5.2,566.97,22929.1,2291.4,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_02 #4,bf2fa905-3c04-44f5-b19a-0b6be4753615,PT,,Image,Polygon,1844.6,1108.4,6.2585,1135.5874,93.7415,17009.0918,204,189,15,7.353,826.37,18151.8,1465.3,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_02 #4,dea1fe8a-e38e-4e31-acb5-b3efadccc561,ME,,Image,Polygon,1837.4,947.06,1.858,625.4242,98.142,33035.832,123,117,6,4.878,178.25,33660.7,899.98,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_02 #4,b34a83b8-7c89-49bc-8824-10690d52ea2b,DMH,,Image,Polygon,744.88,421.13,0.2102,433.0063,99.7898,205521.5938,468,466,2,0.4274,9.711,205959.2,1965.9,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,4588c102-fa1a-4b6d-9d38-42d6026e7a61,DMH,,Image,Polygon,896.76,768.41,1.3221,2709.0295,98.6779,202193.3438,546,531,15,2.747,73.2,204908.2,1784.1,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,4da492bc-6ae9-464c-abea-c8306ccafb57,VMH,,Image,Polygon,1405.1,578.44,0.2742,822.0057,99.7258,298948.125,854,854,0,0,0,299772.6,2082.4,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,4a8463ad-8bcc-4531-9a22-4b3dcb171219,ARC,,Image,Polygon,1773.5,740.86,0.2663,260.0093,99.7337,97378.9453,336,335,1,0.2976,10.24,97643,1233.1,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,fd30081a-8a7f-4a29-a7d7-b092f4e3746f,ATAN,,Image,Polygon,1078.9,1040.4,4.202,1177.1942,95.798,26837.9941,298,288,10,3.356,356.81,28026,1437.1,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,d063e787-7a60-426c-b1f8-e80a6ec89034,BTAN,,Image,Geometry,1811.9,1123.8,4.0192,1044.4115,95.9808,24941.3652,296,287,9,3.041,346.33,25986.9,3457.3,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,a9bba131-936b-4b02-a05b-5ddacab5bf9c,PT,,Image,Geometry,1972.8,1492.3,5.6853,326.2304,94.3147,5411.9194,76,72,4,5.263,696.2,5745.5,855.31,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,3edd3dc6-5ef9-4b15-9d09-f5a49d03cab4,ME,,Image,Polygon,1982.4,1202.2,2.1546,906.0139,97.8454,41143.8945,158,150,8,5.063,190.24,42051.8,865.3,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,1062af66-7b3a-4798-882b-8c21fe387c37,PathAnnotationObject,,Image,Rectangle,1074.5,1026.4,,,,,2551,2504,47,1.842,14.8,3175298.8,7215.6,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_03 #6,7afd4e33-d9a7-49d8-a447-bbfeed9aa495,PathAnnotationObject,,Image,Rectangle,1183.9,1071.1,,,,,2375,2328,47,1.979,18.5,2540013.2,6449.1,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_04 #8,8e6378a2-dbb3-4007-a7b4-7b5283e5f9e1,DMH,,Image,Polygon,1080.5,1271.2,0.2364,514.6429,99.7636,217222.6719,762,759,3,0.3937,13.78,217744.5,1943.2,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_04 #8,8cf8d236-a7f7-407a-9b7f-9e25eb8bf52d,VMH,,Image,Polygon,730.4,437.13,0.1048,295.2675,99.8952,281569.3438,926,926,0,0,0,281863.6,1986.8,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_04 #8,79788e66-d9ef-4762-96e0-63d8292cd2cf,ARC,,Image,Polygon,403.79,1285.9,0.3182,285.6229,99.6818,89462.9062,357,355,2,0.5602,22.28,89747.6,1194.6,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_04 #8,93a88944-ab65-40ba-a61f-763053b0ed9a,ATAN,,Image,Polygon,1006.5,994.31,0.8769,174.3936,99.1231,19714.1426,232,231,1,0.431,50.3,19880.3,1287.8,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_04 #8,02251936-ed33-42d4-92ec-4abc7738ac5f,BTAN,,Image,Geometry,297.63,927.55,2.568,860.7686,97.432,32658.5586,356,349,7,1.966,208.81,33523.6,2976.8,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_04 #8,3bb2d181-04d4-46f4-804e-917a78360796,ME,,Image,Polygon,179.35,947.96,1.6492,634.5681,98.3508,37843.8555,227,222,5,2.203,129.94,38478.1,974.6,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_04 #8,75211828-fce9-47f5-a713-8cb77bd870e2,PT,,Image,Geometry,145.62,720.31,17.3396,1937.4606,82.6604,9236.1406,187,160,27,14.44,2419.4,11159.8,1159.8,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_05 #10,0b0f3c59-3e35-4a94-a83f-39cc37876279,ATAN,,Image,Polygon,1616.8,899.42,1.9236,415.1563,98.0764,21167.2285,279,273,6,2.151,278.01,21582.2,1357.7,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_05 #10,080454f3-58f4-4e3d-a531-abdbdd54eda9,DMH,,Image,Polygon,1567.9,658.17,1.0283,1959.991,98.9717,188642.5469,782,771,11,1.407,57.71,190608.5,1860.7,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_05 #10,84338739-b2d3-4cbd-9d2a-dc54713c3749,VMH,,Image,Polygon,1892.3,358.55,0.6321,1879.5665,99.3679,295467.5,992,982,10,1.008,33.63,297327.6,2084.3,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_05 #10,2d1b049d-b924-424e-ae34-3f78a6e4e44f,ARC,,Image,Polygon,2201.5,622.46,1.0668,1058.1406,98.9332,98127.75,474,468,6,1.266,60.49,99185.6,1388.9,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_05 #10,3384cda9-f0e2-4a7f-9317-89af49f12770,ME,,Image,Polygon,2323.2,1026,2.8141,1424.0562,97.1859,49180.2031,229,216,13,5.677,256.9,50603.9,1182.9,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_05 #10,328e5240-b678-45ee-8f6b-2f50bd034dce,BTAN,,Image,Geometry,2235.5,1015.8,5.4712,1780.3008,94.5288,30758.9121,290,274,16,5.517,491.7,32540.5,2339.3,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_05 #10,6fe492d2-64c4-4873-b738-b08a285061b2,PT,,Image,Geometry,2341.6,1112.1,24.2896,1491.911,75.7104,4650.2583,66,51,15,22.73,2438.2,6152.1,467.45,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_06 #12,811a9d1b-2ac9-4998-9fe1-626e5bf2c4cf,CP,,Image,Polygon,602.82,499.46,92.3155,29506.7988,7.6845,2456.188,273,26,247,90.48,7727.6,31963.3,1191.9,,,,,,,,
Slide 28_Image01.vsi - EFI 40x_07 #14,eb155ec1-8c2a-445b-a8b0-453470efaa58,CP,,Image,Polygon,380.87,365.56,31.7668,36029.8516,68.2332,77390.0938,878,690,188,21.41,1656.7,113480.6,3398.8,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_01 #2,94e351e9-5ebf-42b7-a511-2c4e5fd787be,ARC,,Image,Polygon,593.24,405.41,0.0764,71.2542,99.9236,93164.8828,325,324,1,0.3077,10.73,93238.6,1256.8,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_01 #2,220e878f-3131-439f-ab03-bfd2909fd30f,DMH,,Image,Polygon,786.13,1010.5,0.169,342.0676,99.831,202039.7344,783,782,1,0.1277,4.941,202387,1886.6,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_01 #2,c5e55504-aab0-4e86-a68f-c5e4a38ff06c,VMH,,Image,Polygon,484.95,741.62,0.1672,339.0371,99.8328,202482.3594,642,638,4,0.6231,19.72,202820.3,1728.5,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_01 #2,e87d99f8-5d20-4c74-9900-5999f97919ae,BTAN,,Image,Polygon,759.89,346.85,0.3206,36.0224,99.6794,11198.6611,136,136,0,0,0,11241.9,973.41,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_01 #2,e81b0eae-a480-4ee6-a8a1-3c27cb99529f,ATAN,,Image,Polygon,1022.1,1028.7,0.0997,16.3115,99.9003,16341.6641,160,159,1,0.625,61,16392.7,1216.9,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_02 #4,ef634c67-f3f7-431b-a580-df0bcdadb82c,DMH,,Image,Polygon,1008.9,1092.8,0.2709,546.6335,99.7291,201267.9844,935,930,5,0.5348,24.78,201811.5,1891.8,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_02 #4,b8a30355-5839-4e92-8dfe-ec0af0547750,ARC,,Image,Polygon,1040.8,560.99,0.0185,17.6027,99.9815,95252.8672,477,477,0,0,0,95266.7,1228.8,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_02 #4,74fb6412-4895-497a-a378-bf778dd1c886,VMH,,Image,Polygon,1309.1,795.39,0.0908,199.7436,99.9092,219832.5469,606,605,1,0.165,4.545,220029.3,1925.7,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_02 #4,b8e561b2-f620-49ec-ba78-c10f8cbb86b4,ATAN,,Image,Geometry,782.96,1093.1,0.1718,21.7926,99.8282,12663.7988,156,156,0,0,0,12682.3,1069,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_02 #4,66b35237-6cb0-4d73-9025-52b00c48fbe7,PT,,Image,Geometry,775.05,380.18,0.5848,30.6203,99.4152,5205.5088,75,75,0,0,0,5234.3,504.71,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_02 #4,941e1c50-4d2b-4b1d-a9b2-f400055d2667,ME,,Image,Polygon,746.23,438.34,1.5261,288.0999,98.4739,18589.5977,98,98,0,0,0,18878,737.46,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_02 #4,a925a972-df36-4381-bbf0-5358a2289744,BTAN,,Image,Geometry,748.09,510.18,0.2347,34.3095,99.7653,14585.3701,188,188,0,0,0,14616.8,1789,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_03 #6,da84399f-168a-4553-8363-b0e0179ec16a,DMH,,Image,Polygon,928.99,1033.4,0.2844,599.2045,99.7156,210063.9688,950,944,6,0.6316,28.48,210648.5,1907.9,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_03 #6,41bda5a5-9ab1-4ad4-8682-0a640c457a54,ARC,,Image,Polygon,346.75,450.74,0.0335,30.2514,99.9665,90388.3438,410,409,1,0.2439,11.06,90419.8,1259.7,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_03 #6,3c243639-842e-4ee9-93a8-a230da7e75ea,PT,,Image,Geometry,660.94,370.38,0.8351,55.1535,99.1649,6549.167,72,72,0,0,0,6602.6,601.13,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_03 #6,5541a1ac-df05-4a82-bdff-b3bd453f942d,ME,,Image,Geometry,664.09,449.78,1.4595,237.6369,98.5405,16044.1045,67,66,1,1.493,61.42,16281.3,609.43,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_03 #6,7f7d8634-0c2a-462a-96ba-3b54755b9677,BTAN,,Image,Geometry,660.53,482.53,0.2324,32.3332,99.7676,13880.8916,198,198,0,0,0,13899.7,1945.6,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_03 #6,4793b795-6497-418b-a1b4-81c40db027be,ATAN,,Image,Geometry,709.71,1012.7,0.0913,8.4852,99.9087,9283.626,150,150,0,0,0,9290.2,1256.3,,,,,,,,
Slide 30_Image01.vsi - EFI 40x_04 #8,91af1813-3758-4510-b332-30044adc4989,PT,,Image,Geometry,1049.7,369.13,0.5844,178.0564,99.4156,30292.0449,328,325,3,0.9146,98.45,30472.9,2795.6,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_01 #2,d60f223e-efd2-4950-a002-68173bd7d838,DMH,,Image,Geometry,1068.3,1053.3,1.6552,3338.4856,98.3448,198353.2812,779,759,20,2.567,99.16,201690.7,2413.3,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_01 #2,a7bfd866-2342-4783-8059-6a944b4db57b,VMH,,Image,Polygon,721.08,741,0.01,27.746,99.99,277333.2812,907,907,0,0,0,277371,1911.7,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_01 #2,281515de-7096-4e78-a32e-9e0ec7a45eb3,ARC,,Image,Polygon,337.98,691.09,0.1437,163.6686,99.8563,113768.2812,335,334,1,0.2985,8.777,113928.4,1480.1,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_01 #2,527c4b10-89a5-40c4-8c16-7137398d57ba,ATAN,,Image,Geometry,907.68,1278.8,1.0567,260.5827,98.9433,24399.8887,311,305,6,1.929,243.27,24663.5,1452.9,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_01 #2,109e619c-81ee-4631-ad5b-3c96698d431a,ME,,Image,Geometry,264.02,416.05,15.1263,2160.1035,84.8736,12120.3018,146,118,28,19.18,1960.9,14279.4,1087.4,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_01 #2,3d665932-ae55-4875-9465-5ae8b38b06f3,ME,,Image,Polygon,145.32,995.08,0.4897,107.6982,99.5103,21883.5215,66,66,0,0,0,21992.7,647.26,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_01 #2,b4acc1f6-6b69-4a9b-b610-712c5e67ca7d,BTAN,,Image,Geometry,202.3,727.46,2.5961,744.4008,97.4039,27929.4824,305,300,5,1.639,174.38,28672.3,2569.2,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_03 #6,0d6a6a8c-2757-4aaf-82a5-477a4d556fdd,DMH,,Image,Polygon,1039.5,1398.4,2.2905,4816.0088,97.7095,205440.7031,956,954,2,0.2092,9.512,210254,2111.1,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_03 #6,5e54677b-723a-4a53-961c-bb29af6a7ff6,VMH,,Image,Polygon,672.08,1551.3,0.187,363.7012,99.813,194139.8906,606,605,1,0.165,5.141,194522.3,1682.8,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_03 #6,c1664ac5-5436-4006-9870-becccd1c3b73,ARC,,Image,Polygon,463.51,1238.8,0.1083,92.627,99.8917,85448.6406,410,409,1,0.2439,11.69,85541,1206.6,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_03 #6,a364feec-ebc6-4fec-9264-628269ae4474,PT,,Image,Geometry,274.71,563.43,25.6263,2746.0007,74.3737,7969.5601,145,127,18,12.41,1679.4,10717.9,639.21,,,,,,,,
Slide 31_Image01.vsi - EFI 40x_03 #6,270f58a5-2cbf-4bef-a598-40861960e836,BTAN,,Image,Geometry,292.77,826.85,4.4039,1043.0149,95.5961,22640.8887,212,211,1,0.4717,42.22,23686.5,1674.9,,,,,,,,
