Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num 1+,Num 2+,Num 3+,Num Negative,Positive %,H-score,Allred proportion,Allred intensity,Allred score,Area µm^2,Perimeter µm
Image_01.vsi - 40x_01 #1,761eec04-7510-40ff-b820-5b1bef92208e,VMH,,Image,Polygon,897.28,637.03,544,2,1,0,541,0.5515,0.7353,1,1,2,306345.4,2008.5
Image_01.vsi - 40x_02 #3,a4a69170-d782-437c-8c04-993989475540,VMH,,Image,Polygon,2183.2,409.69,506,1,2,1,502,0.7905,1.581,1,2,3,306667.1,2031.6
Image_01.vsi - 40x_02 #3,f5f252d5-c669-4a1b-a1e5-cae18581e74c,ARC,,Image,Polygon,2545.9,539.84,244,19,1,2,222,9.016,11.07,2,1,3,108658.7,1397.8
Image_01.vsi - 40x_02 #3,2cd964ed-1bd6-4c01-a573-97b63ab1ce7a,DMH,,Image,Polygon,1824,600.67,465,10,21,25,409,12.04,27.31,3,2,5,208765.5,2189.5
Image_01.vsi - 40x_02 #3,7305804b-4afa-4e75-939f-b8481201bdae,ATAN,,Image,Polygon,1943.8,877.65,128,0,0,0,128,0,0,0,0,0,18198.4,1222.7
Image_01.vsi - 40x_02 #3,53490c73-53a8-4a55-b900-654bf36baf0f,PT,,Image,Geometry,2714.5,1162.7,76,19,0,0,57,25,25,3,1,4,10031.4,1480.8
Image_01.vsi - 40x_02 #3,33166779-676c-44bb-836b-6f26170bd72f,ME,,Image,Polygon,2646.4,922.28,86,1,1,0,84,2.326,3.488,2,1,3,26078.5,729.68
Image_01.vsi - 40x_03 #5,7a38bd1f-dd7b-444b-be32-38ec62db85d5,VMH,,Image,Polygon,652.69,1432.8,526,5,1,2,518,1.521,2.471,2,1,3,309851.7,2044
Image_01.vsi - 40x_03 #5,19131a1b-85ae-4f84-80a0-1d25c121b0a9,DMH,,Image,Polygon,1009,1171.5,569,27,36,19,487,14.41,27.42,3,2,5,203173.9,2038.1
Image_01.vsi - 40x_03 #5,e8185ef1-22b9-43ba-bee5-f56bd8160406,ARC,,Image,Polygon,344.6,1234,316,47,1,3,265,16.14,18.35,3,1,4,105478.7,1494.2
Image_01.vsi - 40x_03 #5,fe2f6197-1990-4ab4-83f9-bc5b935c07c2,ATAN,,Image,Polygon,961.23,916.1,162,0,0,0,162,0,0,0,0,0,21641.8,1448.6
Image_01.vsi - 40x_03 #5,452ef0e2-b947-4bb0-96fd-9eb766c69183,PT,,Image,Geometry,127.82,749.09,82,30,0,0,52,36.59,36.59,4,1,5,10016.5,1498.3
Image_01.vsi - 40x_03 #5,18873aff-ed8f-466c-b657-7d76e824d2f1,ME,,Image,Polygon,194.61,970.43,115,3,1,0,111,3.478,4.348,2,1,3,38246.9,992.81
Image_02.vsi - 40x_01 #1,626cb81c-caec-45a4-b275-bedc8edd8a4f,VMH,,Image,Polygon,2104.9,2546,567,4,4,0,559,1.411,2.116,2,1,3,309824.9,2111.2
Image_02.vsi - 40x_01 #1,d5a14402-cbbe-42b4-be4f-7bcaee65fcd0,DMH,,Image,Polygon,1915.3,2142.9,494,6,9,5,474,4.049,7.895,2,2,4,201121.1,1849.3
Image_02.vsi - 40x_01 #1,03c76fff-9cea-436e-be35-03c4f25fa43c,ARC,,Image,Polygon,1741.6,2819.9,289,0,1,0,288,0.346,0.692,1,2,3,102232.5,1300.3
Image_02.vsi - 40x_01 #1,6bca4e03-34b5-49be-a9e6-0421fe567e29,ATAN,,Image,Polygon,1626.8,2117.1,147,38,10,0,99,32.65,39.46,3,1,4,21226.7,1529.3
Image_02.vsi - 40x_01 #1,7285e708-5c01-4482-89cd-87d1382461fd,PT,,Image,Geometry,1472.1,3034.4,255,11,3,0,241,5.49,6.667,2,1,3,41899.6,3421.4
Image_02.vsi - 40x_02 #3,005bcc24-15b3-4f8e-9996-ec0e590474c7,DMH,,Image,Polygon,1502.9,1358.8,537,14,10,5,508,5.4,9.125,2,2,4,212721.9,1932.5
Image_02.vsi - 40x_02 #3,f29f6ab5-50df-41ea-a383-7e09697c23cd,VMH,,Image,Polygon,1783.2,1711.7,502,0,2,0,500,0.3984,0.7968,1,2,3,238004.7,2004.3
Image_02.vsi - 40x_02 #3,8522e8da-e493-470d-b7c5-67196712533d,ARC,,Image,Polygon,1466.2,1932.1,271,2,0,0,269,0.738,0.738,1,1,2,88222.4,1238.3
Image_02.vsi - 40x_02 #3,daeae30b-3949-4e86-a145-80632ba92889,ATAN,,Image,Polygon,1234.3,1394.7,113,42,22,6,43,61.95,92.04,4,1,5,19501.4,1164.7
Image_02.vsi - 40x_02 #3,13099890-6b7f-4382-91b8-68996fc9eee8,BTAN,,Image,Geometry,1218,2071.7,212,1,0,0,211,0.4717,0.4717,1,1,2,34101.4,2711.2
Image_02.vsi - 40x_02 #3,7c66ef46-40a6-4fc8-9978-3ea2605e8341,PT,,Image,Geometry,1187.1,2206.5,325,19,11,0,295,9.231,12.62,2,1,3,51954.5,4077.8
Image_02.vsi - 40x_02 #3,590a4136-817d-4ff9-a11f-723e5cf68b92,ME,,Image,Polygon,1092.1,2215.2,109,0,3,0,106,2.752,5.505,2,2,4,48755.4,1400.7
Image_03.vsi - 40x_01 #1,22e467cf-91d3-48a2-baaf-4c07cbc59746,VMH,,Image,Polygon,1988.1,601.05,606,0,0,0,606,0,0,0,0,0,306345.1,2033.5
Image_03.vsi - 40x_01 #1,e25ca16a-e39b-4b83-804b-4697db7a4bbf,DMH,,Image,Polygon,1559.5,708.92,389,9,13,1,366,5.913,9.769,2,1,3,204028.1,1883.3
Image_03.vsi - 40x_01 #1,9b472784-b46a-4120-a474-2aa04351f3de,ARC,,Image,Polygon,2476.8,808.77,201,0,0,0,201,0,0,0,0,0,103910.4,1245.9
Image_03.vsi - 40x_01 #1,2b7e213c-838b-4711-98fa-aaec24e28399,ATAN,,Image,Geometry,1702.5,1044.5,170,1,0,0,169,0.5882,0.5882,1,1,2,27719.2,2717.7
Image_03.vsi - 40x_01 #1,8af86875-af20-4cdb-96dd-00091ad10d98,PT,,Image,Geometry,2807.6,1254.1,132,4,1,0,127,3.788,4.545,2,1,3,22084.7,1337.7
Image_03.vsi - 40x_02 #3,49d27246-59e5-4284-8c09-d4be937d2b03,VMH,,Image,Polygon,1080.1,1812.9,670,0,0,0,670,0,0,0,0,0,308204.2,2064.7
Image_03.vsi - 40x_02 #3,61489557-b73b-4502-b5cc-abc286d862d7,DMH,,Image,Polygon,1485.3,1661.4,435,11,17,1,406,6.667,11.03,2,1,3,204252.7,2117
Image_03.vsi - 40x_02 #3,477e72bc-d9b0-415f-9683-717a445f8e3f,ATAN,,Image,Polygon,1414.3,1320,221,0,0,0,221,0,0,0,0,0,33978.3,1770.9
Image_03.vsi - 40x_02 #3,aaf775bd-5c78-47f0-9f93-67dcfd4d49e9,PT,,Image,Polygon,352.21,710.27,194,42,10,0,142,26.8,31.96,3,1,4,28999.9,920.49
Image_03.vsi - 40x_02 #3,8701d5f1-8ef7-4e16-a743-1c0d612f3aca,ARC,,Image,Polygon,430.42,1069.3,308,0,1,0,307,0.3247,0.6494,1,2,3,102043.8,1346.2
Image_03.vsi - 40x_03 #5,b9724447-1b69-4f9f-b61b-79a008c7cf0c,VMH,,Image,Polygon,2101.9,519.58,663,0,0,0,663,0,0,0,0,0,302634.3,1992.5
Image_03.vsi - 40x_03 #5,04bda737-03ff-4272-a20f-03e397edc6df,DMH,,Image,Polygon,1700.6,722.48,489,22,10,2,455,6.953,9.816,2,1,3,202153.3,2053.2
Image_03.vsi - 40x_03 #5,4c2c5543-d7e8-4e47-a89b-016138e90e5e,ATAN,,Image,Polygon,1833.8,1005.6,159,0,0,0,159,0,0,0,0,0,29100.9,1651.4
Image_04.vsi - 40x_01 #1,fa1f96fc-e7fe-415c-9a17-38557a86df8a,DMH,,Image,Polygon,650.02,819.95,388,10,26,20,332,14.43,31.44,3,2,5,203905.9,2230.2
Image_04.vsi - 40x_01 #1,bedd7f91-c20b-48e7-aa6e-7bddfe0624f3,VMH,,Image,Geometry,581.81,1232.6,511,1,1,0,509,0.3914,0.5871,1,1,2,309712.8,2079.8
Image_04.vsi - 40x_01 #1,3c811ed3-5c90-4f98-9223-90490ddce83f,ARC,,Image,Polygon,771.65,1942.1,157,2,1,0,154,1.911,2.548,2,1,3,109024.1,1349.9
Image_04.vsi - 40x_01 #1,d0ccc407-e3ee-49ee-a5c7-07fedb6aa3b8,ATAN,,Image,Geometry,962.41,1028.5,270,0,0,0,270,0,0,0,0,0,33679.5,4185.3
Image_04.vsi - 40x_01 #1,eb3d3fdd-d464-4463-b739-a36f871c75bf,PT,,Image,Polygon,1125.5,2173.9,106,0,0,0,106,0,0,0,0,0,15097,1252.8
Image_04.vsi - 40x_02 #3,e327245c-10d3-4ab9-ba83-9445b876d857,DMH,,Image,Polygon,912.44,1374,408,13,29,27,339,16.91,37.25,3,2,5,207881.3,2272.6
Image_04.vsi - 40x_02 #3,d02b0a54-f0a1-4844-bbb4-b2647f1834ed,VMH,,Image,Polygon,845.52,1890,601,0,1,0,600,0.1664,0.3328,1,2,3,305194.5,2024.1
Image_04.vsi - 40x_02 #3,341adf7a-f2a4-46c3-932d-7bf1d33d9b9f,ARC,,Image,Polygon,918.44,2490.6,185,0,2,0,183,1.081,2.162,2,2,4,106592.7,1432.5
Image_04.vsi - 40x_02 #3,4628f582-c0ef-4d03-b79f-46ccc1ec9f92,PT,,Image,Polygon,1246.5,2712.9,223,0,0,0,223,0,0,0,0,0,30165.5,2129.9
Image_04.vsi - 40x_02 #3,9b52c1fc-b5f0-408f-99ff-f08c3ad60f5a,ATAN,,Image,Geometry,1229.1,1626.3,205,0,0,0,205,0,0,0,0,0,23618,2786.9
Image_04.vsi - 40x_03 #5,c84ef987-1bea-48fe-86e7-ca25b478b63b,DMH,,Image,Polygon,904.85,883.15,467,10,24,18,415,11.13,23.98,3,2,5,207718.3,1963.9
Image_04.vsi - 40x_03 #5,9380ab25-d443-40b9-aeb3-0828115dcb31,VMH,,Image,Polygon,786.14,1375.2,631,2,0,0,629,0.317,0.317,1,1,2,303697.5,2034.1
Image_04.vsi - 40x_03 #5,0ea4716c-ac3e-4dbc-b204-db80fd6c33cf,ARC,,Image,Polygon,898.37,1866,228,4,0,2,222,2.632,4.386,2,1,3,102193.9,1463.4
Image_04.vsi - 40x_03 #5,84aa3607-f974-4675-8c55-d4f0f3c61237,PT,,Image,Polygon,1218.9,2071.6,188,0,0,0,188,0,0,0,0,0,29539,1905.5
Image_04.vsi - 40x_03 #5,0779350e-bd9f-4030-bbe3-da9a79274f1f,ATAN,,Image,Polygon,1155.3,920.66,186,0,0,0,186,0,0,0,0,0,26476.7,1991.8
Image_04.vsi - 40x_04 #7,d51e4b99-bf2b-4f4a-a65d-1d4d9d1459bd,VMH,,Image,Polygon,908.02,2089.9,629,0,0,0,629,0,0,0,0,0,313891.5,2020.3
Image_04.vsi - 40x_04 #7,5155e93c-417f-4c6b-8a14-a0153274dcd3,ARC,,Image,Polygon,1104.8,2464.4,242,3,3,1,235,2.893,4.959,2,2,4,119697.5,1550.1
Image_04.vsi - 40x_04 #7,815a4a37-7c17-43eb-9527-6282fbacd852,DMH,,Image,Polygon,1032.7,1711.8,933,34,66,23,810,13.18,25.19,3,2,5,193806.6,2356.8
Image_04.vsi - 40x_05 #9,6ce20dd5-483d-41c6-9c08-c4b5599ea807,DMH,,Image,Polygon,1142.6,1774.9,622,24,25,17,556,10.61,20.1,3,2,5,203981.5,2113.6
Image_04.vsi - 40x_05 #9,57350262-fb3d-43c7-96a9-377c0c4ecf35,ARC,,Image,Polygon,1195.1,2490.7,244,6,1,0,237,2.869,3.279,2,1,3,107896.3,1423.3
Image_04.vsi - 40x_05 #9,a74032b8-7af8-4c52-baef-e30db4bdeffb,VMH,,Image,Polygon,959.82,2167,559,1,2,0,556,0.5367,0.8945,1,1,2,285794.9,1974.5
Image_05.vsi - 40x_01 #1,0ee9ced1-c22e-4752-8c8b-8ff82ebfb6ef,VMH,,Image,Polygon,2086.8,581.66,580,4,5,2,569,1.897,3.448,2,2,4,301909.5,2104.2
Image_05.vsi - 40x_01 #1,0224714b-1e12-4316-8564-92c1d6f0ea1e,DMH,,Image,Polygon,1776.5,871.59,513,18,6,0,489,4.678,5.848,2,1,3,199547.8,2021.6
Image_05.vsi - 40x_01 #1,dec1a33e-3284-4f3d-9365-b4a22c54c8e0,ARC,,Image,Polygon,2383.5,836.32,287,7,2,0,278,3.136,3.833,2,1,3,105507.2,1303.7
Image_05.vsi - 40x_01 #1,af817c8d-a765-476f-afbf-0a060d0e1112,PT,,Image,Geometry,2580.2,1485.5,155,0,0,0,155,0,0,0,0,0,23671.4,1733.7
Image_05.vsi - 40x_01 #1,46060c7b-8f89-4b8e-aba7-f1ea6f790e6c,ATAN,,Image,Polygon,1957,1137.3,125,0,0,0,125,0,0,0,0,0,17093.6,968.36
Image_05.vsi - 40x_02 #3,685a987e-8be7-4a14-8935-4c5a48116c53,VMH,,Image,Polygon,779.05,342.56,612,3,0,,609,0.4902,0.4902,1,1,2,305354.3,2214.4
Image_05.vsi - 40x_02 #3,cbe57892-f9b7-4183-b623-ad7339b32ccb,ARC,,Image,Polygon,481.09,605.78,292,2,0,,290,0.6849,0.6849,1,1,2,104148.4,1372.3
Image_05.vsi - 40x_02 #3,1c76befc-872a-40c5-9bc9-87139ce2db3b,DMH,,Image,Polygon,1112.9,512.46,515,9,3,,503,2.33,2.913,2,1,3,208664.6,2190.6
Image_05.vsi - 40x_02 #3,0f2ab20c-eb47-49d1-a657-72d3f26c0163,ATAN,,Image,Polygon,793.26,854.01,132,0,0,,132,0,0,0,0,0,21558.6,1114.5
Image_05.vsi - 40x_02 #3,c3e80cab-5f14-491d-8e01-b38e46a189e6,PT,,Image,Polygon,266.06,388,100,0,0,,100,0,0,0,0,0,15623.9,879.76
Image_05.vsi - 40x_03 #5,323e092d-d6f8-479e-a52b-5b011f44d1ab,DMH,,Image,Polygon,1079.9,400.87,531,9,6,1,515,3.013,4.52,2,1,3,204883.5,1981.2
Image_05.vsi - 40x_03 #5,3d16b0ae-2e02-4aa4-9df8-f8cca3a525f5,VMH,,Image,Polygon,762.64,262.81,527,3,1,1,522,0.9488,1.518,1,1,2,242022.5,2133.5
Image_05.vsi - 40x_03 #5,368efe6e-4c1d-48d0-917d-e1b23e8c4ddf,ARC,,Image,Polygon,496.59,459.46,236,0,0,0,236,0,0,0,0,0,99894.3,1448
Image_05.vsi - 40x_03 #5,f95418ce-3cff-4c10-a16b-19be576a5291,PT,,Image,Polygon,381.19,238.71,102,0,0,0,102,0,0,0,0,0,16013.6,678.87
Image_05.vsi - 40x_03 #5,b81a5df1-890c-4d06-8fa0-94319a7206cc,ATAN,,Image,Polygon,824.63,728.05,110,0,0,0,110,0,0,0,0,0,14444.8,889.16
Image_06.vsi - 40x_03 #5,86e70e22-c18d-4108-b0f0-b74b7470389f,DMH,,Image,Polygon,1350.3,1748.3,546,10,1,,535,2.015,2.198,2,1,3,203203.8,1891.7
Image_06.vsi - 40x_03 #5,25de1b8b-fb1a-4fe1-b75b-2f7602fca134,ARC,,Image,Polygon,1376.8,2721.5,208,1,0,,207,0.4808,0.4808,1,1,2,102536.8,1320.8
Image_06.vsi - 40x_03 #5,6c76acfe-ea5c-49c7-885b-0ee7d874cb12,VMH,,Image,Polygon,1636.2,2244.7,663,1,2,,660,0.4525,0.7541,1,1,2,303228.5,2028.2
Image_06.vsi - 40x_03 #5,5b5b57e1-6ae4-4aa2-aafe-63a561a217c3,ATAN,,Image,Geometry,1115.7,1901.9,184,0,0,,184,0,0,0,0,0,25072.5,1486.5
Image_06.vsi - 40x_03 #5,3447e7c3-8728-40e2-9fcb-c294b9520bdb,PT,,Image,Geometry,1101.1,3070.7,117,0,0,,117,0,0,0,0,0,14430.4,1875.9
Image_06.vsi - 40x_04 #7,fa1e8a1e-daa2-48f5-a7a5-f16575311fed,DMH,,Image,Polygon,1400.4,1754.5,552,6,1,0,545,1.268,1.449,2,1,3,205648.7,1984
Image_06.vsi - 40x_04 #7,ddf7969f-5a95-4a2a-b0e5-4c8fa48363a9,VMH,,Image,Polygon,1603.3,2183.2,615,3,4,1,607,1.301,2.276,2,2,4,301736.9,2002.3
Image_06.vsi - 40x_04 #7,49fa49ea-a7f9-4baf-89d0-a48cfc47a29c,ARC,,Image,Polygon,1372.3,2610.8,250,0,1,0,249,0.4,0.8,1,2,3,107991,1334.2
Image_06.vsi - 40x_04 #7,a95969a9-fa56-4891-9911-af75e8cf1cc1,ATAN,,Image,Polygon,1121,1778.6,92,0,0,0,92,0,0,0,0,0,11665.6,1073.5
Image_06.vsi - 40x_04 #7,e479443c-ce83-48d7-9b0d-64d15a2f43be,PT,,Image,Geometry,792.5,2943.8,192,0,0,0,192,0,0,0,0,0,23889.3,3258.2
Image_06.vsi - 40x_05 #9,1a2e40d2-e4a1-4b93-b961-baae89cc09b6,DMH,,Image,Polygon,1172.5,1238.7,611,3,0,,608,0.491,0.491,1,1,2,202763.7,1967.8
Image_06.vsi - 40x_05 #9,d8335453-f622-467f-bc1f-ebf9fad51e61,VMH,,Image,Polygon,1328.8,1675.1,544,2,1,,541,0.5515,0.7353,1,1,2,302853.6,2047.3
Image_06.vsi - 40x_05 #9,c64a7a0c-291f-4e7f-b3a2-c919c3b9455e,ARC,,Image,Polygon,1171.3,2067.1,258,2,1,,255,1.163,1.55,2,1,3,108114.5,1328.9
Image_06.vsi - 40x_05 #9,a5cfbb98-9f2e-443b-8634-aeb626a80c96,ATAN,,Image,Polygon,898.03,1327.1,203,0,0,,203,0,0,0,0,0,26478.1,1700.6
Image_06.vsi - 40x_05 #9,b82e490d-df87-495e-8f91-c7d28835832a,PT,,Image,Geometry,788.13,2418.8,131,1,0,,130,0.7634,0.7634,1,1,2,15146.3,2975.4
Image_07.vsi - 40x_01 #1,34cb4626-e7f2-4018-874d-3e0efe9318ea,DMH,,Image,Polygon,1132.2,962.85,501,0,0,,501,0,0,0,0,0,205913.7,1888.7
Image_07.vsi - 40x_01 #1,1d9ff74c-22ff-4468-adcb-e30a88f46cdb,VMH,,Image,Polygon,470.55,1343,547,3,1,,543,0.7313,0.9141,1,1,2,306929.3,2023.5
Image_07.vsi - 40x_01 #1,c0ae8316-cc15-438e-a413-0449d5532f2d,ARC,,Image,Polygon,621.79,1749.2,183,1,0,,182,0.5464,0.5464,1,1,2,100685,1329.4
Image_07.vsi - 40x_01 #1,9b07473d-e7bd-4111-b3db-4b324e24afd6,PT,,Image,Geometry,684.41,2010.2,105,0,0,,105,0,0,0,0,0,18822.9,1465.9
Image_07.vsi - 40x_01 #1,b057b618-5aca-4bf4-9abc-041488485ddb,ATAN,,Image,Polygon,894.3,1127.4,179,0,0,,179,0,0,0,0,0,22106.5,1740.2
Image_07.vsi - 40x_02 #3,3665032f-a423-4e73-be2b-cb12ec2c0729,DMH,,Image,Polygon,1551,1584.5,563,3,2,,558,0.8881,1.243,1,1,2,202901.2,2122
Image_07.vsi - 40x_02 #3,b7fb9d3d-cd3f-42dc-9f15-5b47e4114768,VMH,,Image,Polygon,1901.4,1938.1,551,3,3,,545,1.089,1.633,2,1,3,300684.5,2057.7
Image_07.vsi - 40x_02 #3,666913ed-83d7-40be-ac68-835b22892907,ARC,,Image,Polygon,1783.9,2278,160,1,4,,155,3.125,5.625,2,2,4,109646.9,1550.1
Image_07.vsi - 40x_02 #3,dbab4605-31c1-4e48-ade2-39425387adfd,ATAN,,Image,Geometry,1295.2,1651.6,132,0,0,,132,0,0,0,0,0,20197.6,1156.2
Image_07.vsi - 40x_02 #3,a41d1b35-4c8b-412d-91ad-599ff7982851,PT,,Image,Geometry,1439.7,2556.9,196,2,0,,194,1.02,1.02,2,1,3,33785.9,2833.7
Image_07.vsi - 40x_03 #5,e2d4c2cf-8d05-4f7d-959a-801a5037f941,DMH,,Image,Polygon,1397.5,1587.1,540,6,2,,532,1.481,1.852,2,1,3,206413.1,1935.7
Image_07.vsi - 40x_03 #5,fc471429-7333-4bc0-9f67-dca3198eef6f,VMH,,Image,Polygon,1740.6,1941,534,1,1,,532,0.3745,0.5618,1,1,2,305225.3,2074.2
Image_07.vsi - 40x_03 #5,0a0e8eca-4101-4844-a38b-e3ec4f0086dc,ARC,,Image,Polygon,1585.2,2270.1,181,1,1,,179,1.105,1.657,2,1,3,106801.7,1375.6
Image_07.vsi - 40x_03 #5,16e033d9-a8e9-4915-93ee-41979b98d42f,ATAN,,Image,Polygon,1113,1587.9,132,0,0,,132,0,0,0,0,0,19403.7,1203.1
Image_07.vsi - 40x_03 #5,cc1046be-6b43-4f9f-896e-7b7870e6d7f8,PT,,Image,Geometry,1101.6,2533.9,163,21,0,,142,12.88,12.88,3,1,4,25610.2,2374.7
Image_09.vsi - 40x_01 #1,7771a316-5f3c-4188-82aa-60c2f26752aa,DMH,,Image,Polygon,1342.9,1422.6,526,6,8,1,511,2.852,4.753,2,1,3,201381.7,1904.2
Image_09.vsi - 40x_01 #1,de97cd27-e607-4506-8596-57ac9290a871,VMH,,Image,Polygon,1603.5,1859.3,620,0,0,0,620,0,0,0,0,0,307846.3,2019.1
Image_09.vsi - 40x_01 #1,c6be976f-ca4d-4275-a228-2a07e5650b81,ARC,,Image,Polygon,1542,2238.6,190,0,0,0,190,0,0,0,0,0,108189,1442.6
Image_09.vsi - 40x_01 #1,ab40de76-e1b6-4679-a868-eeef528a0c56,ATAN,,Image,Geometry,1032.2,1534.8,242,0,0,0,242,0,0,0,0,0,36239,3232
Image_09.vsi - 40x_01 #1,176aaca6-4185-44b6-94ef-cfcac38c5879,PT,,Image,Geometry,1068.7,2525.3,235,0,0,0,235,0,0,0,0,0,36200,2811.2
Image_09.vsi - 40x_02 #3,2a1c2bb0-58cf-40ae-83a4-f32dcfba66a3,DMH,,Image,Polygon,1312.7,1450.4,569,9,7,0,553,2.812,4.042,2,1,3,203555.5,1917.6
Image_09.vsi - 40x_02 #3,7459612d-7cee-4e19-94ff-8c0e79ac75b2,VMH,,Image,Polygon,1586.9,1854.5,618,3,2,1,612,0.9709,1.618,1,1,2,302219.2,2027.6
Image_09.vsi - 40x_02 #3,bcdbbebc-33cf-49ec-b7f7-028fc1fcb9fd,ARC,,Image,Polygon,1399.7,2208.9,266,9,3,1,253,4.887,6.767,2,1,3,101928.2,1372.1
Image_09.vsi - 40x_02 #3,cbd9f469-ba08-4295-8f70-abc9602ec665,PT,,Image,Polygon,907.51,2342.8,276,39,3,0,234,15.22,16.3,3,1,4,42430,2908.6
Image_09.vsi - 40x_02 #3,40dd1a3d-efbd-4907-b186-ef37b403f44e,ATAN,,Image,Geometry,979.96,1492.3,227,0,0,0,227,0,0,0,0,0,33738.4,3353.9
Image_09.vsi - 40x_03 #5,4f9abd49-7aec-4d20-bf7c-73686580e8fe,VMH,,Image,Polygon,323.83,1710.1,549,1,1,,547,0.3643,0.5464,1,1,2,300453.3,2040.1
Image_09.vsi - 40x_03 #5,7a13e53b-6de8-4c1e-bb61-a5adffd3f6d3,DMH,,Image,Polygon,674.98,1330,578,15,11,,552,4.498,6.401,2,1,3,205982,1818.1
Image_09.vsi - 40x_03 #5,b26579a4-6000-4491-818e-bf4fc177f727,ATAN,,Image,Geometry,1017.2,1389.3,230,0,0,,230,0,0,0,0,0,27330.6,3257.1
Image_09.vsi - 40x_03 #5,e5284c28-c7cd-47b4-a071-345cca100b49,ARC,,Image,Geometry,637.4,2053.9,307,7,8,,292,4.886,7.492,2,1,3,101925.3,1472.5
Image_09.vsi - 40x_03 #5,b5962040-22a6-4124-8d6e-30a3812577aa,PT,,Image,Geometry,1107.1,2224.3,311,120,61,,130,58.2,77.81,4,1,5,42907.5,3155.1
Image_10.vsi - 40x_02 #3,c9852941-0cbd-4350-b204-46877707a4ff,DMH,,Image,Polygon,1876.1,1040.3,360,10,14,1,335,6.944,11.39,2,1,3,208299.8,1895.1
Image_10.vsi - 40x_02 #3,877833c6-2a49-4d3b-adad-6d1f1e001c0d,VMH,,Image,Polygon,2317.5,780.84,585,5,1,1,578,1.197,1.709,2,1,3,308136.4,2052.8
Image_10.vsi - 40x_02 #3,708a580b-08c2-4dbd-97f6-cf23d4e38f2d,ARC,,Image,Polygon,2729.6,891.89,171,3,1,0,167,2.339,2.924,2,1,3,107883.1,1339.1
Image_10.vsi - 40x_02 #3,f114951a-812b-4e60-bdab-b66f8f4c4ff1,ATAN,,Image,Polygon,1979.3,1296.3,181,2,1,0,178,1.657,2.21,2,1,3,26860.1,1364.7
Image_10.vsi - 40x_03 #5,aed65889-3711-43c7-b98f-d9f133990584,DMH,,Image,Polygon,1198,946.19,381,10,8,1,362,4.987,7.612,2,1,3,203465.8,1958.3
Image_10.vsi - 40x_03 #5,608a1dca-803d-47ec-b8ee-9e4dfd38bc9e,VMH,,Image,Polygon,823.39,643.37,617,2,0,0,615,0.3241,0.3241,1,1,2,309060.7,2035.6
Image_10.vsi - 40x_03 #5,94bf47ac-f6c6-4ed5-8ac5-d1be6400d4e1,ARC,,Image,Polygon,439.55,696.8,262,3,0,0,259,1.145,1.145,2,1,3,101346.7,1363.7
Image_10.vsi - 40x_03 #5,191865c9-82f5-43ec-9b11-03a600602f52,PT,,Image,Polygon,994.5,1158.9,118,0,0,0,118,0,0,0,0,0,14753.4,1033.2
Image_10.vsi - 40x_03 #5,30d89c1f-6edf-4c12-8196-61d55838e29b,PT,,Image,Geometry,188.65,789.74,70,8,0,0,62,11.43,11.43,3,1,4,9656.7,1451
Image_10.vsi - 40x_04 #7,eeced833-573e-4d14-a256-fecd1e01d04d,DMH,,Image,Polygon,1659.7,667.58,439,10,5,,424,3.417,4.556,2,1,3,205325.7,1958.8
Image_10.vsi - 40x_04 #7,931b39dd-eead-4a42-8df5-ac8430461e4b,VMH,,Image,Polygon,2095.8,406.82,521,1,0,,520,0.1919,0.1919,1,1,2,304077.1,2007.7
Image_10.vsi - 40x_04 #7,e3d46bd1-fd60-4d5e-994d-60484e1e6114,ARC,,Image,Polygon,2434.8,615.72,246,2,0,,244,0.813,0.813,1,1,2,103805.8,1354.8
Image_10.vsi - 40x_04 #7,d5255378-6e47-4f8c-b606-b36e8c2ce696,ATAN,,Image,Polygon,1730.4,907.81,146,0,0,,146,0,0,0,0,0,17695.1,1592.1
Image_10.vsi - 40x_04 #7,fcee82d3-2a36-4c38-9ca3-0ce4c5fc4c7c,PT,,Image,Geometry,2649.3,1155.3,58,1,0,,57,1.724,1.724,2,1,3,9732.2,1405.8
Image_11.vsi - 40x_01 #1,6539ff76-daaa-421f-88ca-0fd73047308a,DMH,,Image,Polygon,1322.1,872.59,483,7,65,,411,14.91,28.36,3,2,5,196913.9,1989.4
Image_11.vsi - 40x_02 #3,65631cd2-9d93-488a-bc4a-d5c6c47d6586,DMH,,Image,Polygon,859.79,1337.4,472,5,38,,429,9.11,17.16,2,2,4,207025.3,2045.9
Image_11.vsi - 40x_02 #3,beed383a-b3bb-4140-ad54-b960316a4887,VMH,,Image,Geometry,683.42,1830.3,537,0,0,,537,0,0,0,0,0,303011.4,2646.5
Image_11.vsi - 40x_02 #3,baac7238-fc03-4e59-a354-bf29d084cfd2,ARC,,Image,Polygon,910.96,2157.4,214,1,2,,211,1.402,2.336,2,1,3,105816.3,1348.6
Image_11.vsi - 40x_02 #3,e11a766c-9d01-4a72-888e-d502898dfb35,PT,,Image,Geometry,1350.1,2382.8,206,1,0,,205,0.4854,0.4854,1,1,2,37193,3278.1
Image_11.vsi - 40x_02 #3,f898d55d-65f2-4e9d-9a80-c347462f54ef,ATAN,,Image,Geometry,1114.7,1438.6,156,0,0,,156,0,0,0,0,0,22713.6,1316.2
